feature;value;class;
forearmLeft;0.349677;p005;
upperarmLeft;0.338252;p005;
shoulderHalfLeft;0.202039;p005;
neck;0.0886094;p005;
shoulderHalfRight;0.183957;p005;
upperarmRight;0.345408;p005;
forearmRight;0.34327;p005;
shoulder;0.289801;p005;
upperBody;0.270941;p005;
hip;0.119868;p005;
lowerBody;0.368907;p005;
body;0.639777;p005;
lowerLegLeft;0.4544;p005;
upperLegLeft;0.452029;p005;
upperLegRight;0.448002;p005;
lowerLegRight;0.425629;p005;
forearmLeft;0.339304;p005;
upperarmLeft;0.345398;p005;
shoulderHalfLeft;0.203228;p005;
neck;0.0890312;p005;
shoulderHalfRight;0.183628;p005;
upperarmRight;0.345689;p005;
forearmRight;0.342925;p005;
shoulder;0.290751;p005;
upperBody;0.27181;p005;
hip;0.119452;p005;
lowerBody;0.369686;p005;
body;0.641431;p005;
lowerLegLeft;0.449604;p005;
upperLegLeft;0.448964;p005;
upperLegRight;0.446917;p005;
lowerLegRight;0.414942;p005;
forearmLeft;0.341399;p005;
upperarmLeft;0.345759;p005;
shoulderHalfLeft;0.204229;p005;
neck;0.0889064;p005;
shoulderHalfRight;0.182811;p005;
upperarmRight;0.345921;p005;
forearmRight;0.33914;p005;
shoulder;0.29093;p005;
upperBody;0.27163;p005;
hip;0.119169;p005;
lowerBody;0.370133;p005;
body;0.6417;p005;
lowerLegLeft;0.445291;p005;
upperLegLeft;0.448654;p005;
upperLegRight;0.447409;p005;
lowerLegRight;0.410023;p005;
forearmLeft;0.333067;p005;
upperarmLeft;0.346113;p005;
shoulderHalfLeft;0.205281;p005;
neck;0.0888388;p005;
shoulderHalfRight;0.183608;p005;
upperarmRight;0.346198;p005;
forearmRight;0.348735;p005;
shoulder;0.292066;p005;
upperBody;0.271562;p005;
hip;0.119334;p005;
lowerBody;0.370082;p005;
body;0.641585;p005;
lowerLegLeft;0.429889;p005;
upperLegLeft;0.449302;p005;
upperLegRight;0.449045;p005;
lowerLegRight;0.424461;p005;
forearmLeft;0.329851;p005;
upperarmLeft;0.346252;p005;
shoulderHalfLeft;0.207469;p005;
neck;0.0889749;p005;
shoulderHalfRight;0.183079;p005;
upperarmRight;0.346636;p005;
forearmRight;0.342743;p005;
shoulder;0.291114;p005;
upperBody;0.271901;p005;
hip;0.119337;p005;
lowerBody;0.37027;p005;
body;0.642129;p005;
lowerLegLeft;0.413398;p005;
upperLegLeft;0.448664;p005;
upperLegRight;0.449094;p005;
lowerLegRight;0.42419;p005;
forearmLeft;0.335119;p005;
upperarmLeft;0.346336;p005;
shoulderHalfLeft;0.20896;p005;
neck;0.089044;p005;
shoulderHalfRight;0.183599;p005;
upperarmRight;0.345219;p005;
forearmRight;0.342701;p005;
shoulder;0.291961;p005;
upperBody;0.272174;p005;
hip;0.119201;p005;
lowerBody;0.370674;p005;
body;0.642803;p005;
lowerLegLeft;0.45136;p005;
upperLegLeft;0.448209;p005;
upperLegRight;0.449256;p005;
lowerLegRight;0.422725;p005;
forearmLeft;0.335035;p005;
upperarmLeft;0.346599;p005;
shoulderHalfLeft;0.209691;p005;
neck;0.089495;p005;
shoulderHalfRight;0.185438;p005;
upperarmRight;0.3446;p005;
forearmRight;0.344583;p005;
shoulder;0.289238;p005;
upperBody;0.273621;p005;
hip;0.118699;p005;
lowerBody;0.372041;p005;
body;0.64562;p005;
lowerLegLeft;0.442818;p005;
upperLegLeft;0.449022;p005;
upperLegRight;0.448879;p005;
lowerLegRight;0.424297;p005;
forearmLeft;0.33166;p005;
upperarmLeft;0.346868;p005;
shoulderHalfLeft;0.211535;p005;
neck;0.0895541;p005;
shoulderHalfRight;0.186713;p005;
upperarmRight;0.343316;p005;
forearmRight;0.349338;p005;
shoulder;0.290402;p005;
upperBody;0.273845;p005;
hip;0.118741;p005;
lowerBody;0.372224;p005;
body;0.646027;p005;
lowerLegLeft;0.431265;p005;
upperLegLeft;0.449073;p005;
upperLegRight;0.448738;p005;
lowerLegRight;0.379863;p005;
forearmLeft;0.333582;p005;
upperarmLeft;0.347094;p005;
shoulderHalfLeft;0.212391;p005;
neck;0.0895479;p005;
shoulderHalfRight;0.188284;p005;
upperarmRight;0.344361;p005;
forearmRight;0.341639;p005;
shoulder;0.291303;p005;
upperBody;0.273901;p005;
hip;0.11866;p005;
lowerBody;0.372391;p005;
body;0.646246;p005;
lowerLegLeft;0.477022;p005;
upperLegLeft;0.439744;p005;
upperLegRight;0.449233;p005;
lowerLegRight;0.376037;p005;
forearmLeft;0.328962;p005;
upperarmLeft;0.347432;p005;
shoulderHalfLeft;0.21001;p005;
neck;0.0894994;p005;
shoulderHalfRight;0.189987;p005;
upperarmRight;0.348129;p005;
forearmRight;0.335884;p005;
shoulder;0.288483;p005;
upperBody;0.273958;p005;
hip;0.118158;p005;
lowerBody;0.372864;p005;
body;0.646774;p005;
lowerLegLeft;0.481799;p005;
upperLegLeft;0.437332;p005;
upperLegRight;0.440043;p005;
lowerLegRight;0.459246;p005;
forearmLeft;0.32654;p005;
upperarmLeft;0.347785;p005;
shoulderHalfLeft;0.2035;p005;
neck;0.0895598;p005;
shoulderHalfRight;0.197615;p005;
upperarmRight;0.341848;p005;
forearmRight;0.332369;p005;
shoulder;0.28801;p005;
upperBody;0.274298;p005;
hip;0.116698;p005;
lowerBody;0.373694;p005;
body;0.647944;p005;
lowerLegLeft;0.478853;p005;
upperLegLeft;0.437415;p005;
upperLegRight;0.441117;p005;
lowerLegRight;0.419713;p005;
forearmLeft;0.330973;p005;
upperarmLeft;0.342486;p005;
shoulderHalfLeft;0.205244;p005;
neck;0.0894569;p005;
shoulderHalfRight;0.192965;p005;
upperarmRight;0.337746;p005;
forearmRight;0.338214;p005;
shoulder;0.28667;p005;
upperBody;0.274205;p005;
hip;0.116415;p005;
lowerBody;0.373552;p005;
body;0.647708;p005;
lowerLegLeft;0.46629;p005;
upperLegLeft;0.439757;p005;
upperLegRight;0.44236;p005;
lowerLegRight;0.411403;p005;
forearmLeft;0.322557;p005;
upperarmLeft;0.33307;p005;
shoulderHalfLeft;0.206514;p005;
neck;0.0891436;p005;
shoulderHalfRight;0.189034;p005;
upperarmRight;0.337638;p005;
forearmRight;0.333779;p005;
shoulder;0.285471;p005;
upperBody;0.273564;p005;
hip;0.116843;p005;
lowerBody;0.373798;p005;
body;0.647293;p005;
lowerLegLeft;0.458894;p005;
upperLegLeft;0.442031;p005;
upperLegRight;0.445275;p005;
lowerLegRight;0.409917;p005;
forearmLeft;0.334926;p005;
upperarmLeft;0.332468;p005;
shoulderHalfLeft;0.209156;p005;
neck;0.0891615;p005;
shoulderHalfRight;0.188487;p005;
upperarmRight;0.338357;p005;
forearmRight;0.333672;p005;
shoulder;0.286463;p005;
upperBody;0.273515;p005;
hip;0.116924;p005;
lowerBody;0.373792;p005;
body;0.647233;p005;
lowerLegLeft;0.453332;p005;
upperLegLeft;0.44202;p005;
upperLegRight;0.433781;p005;
lowerLegRight;0.441377;p005;
forearmLeft;0.326583;p005;
upperarmLeft;0.335149;p005;
shoulderHalfLeft;0.21038;p005;
neck;0.0892162;p005;
shoulderHalfRight;0.187958;p005;
upperarmRight;0.338111;p005;
forearmRight;0.335177;p005;
shoulder;0.286274;p005;
upperBody;0.27359;p005;
hip;0.116805;p005;
lowerBody;0.373938;p005;
body;0.647456;p005;
lowerLegLeft;0.440375;p005;
upperLegLeft;0.442742;p005;
upperLegRight;0.44159;p005;
lowerLegRight;0.424545;p005;
forearmLeft;0.326739;p005;
upperarmLeft;0.337768;p005;
shoulderHalfLeft;0.208423;p005;
neck;0.0893571;p005;
shoulderHalfRight;0.187556;p005;
upperarmRight;0.339186;p005;
forearmRight;0.335904;p005;
shoulder;0.283547;p005;
upperBody;0.273842;p005;
hip;0.116851;p005;
lowerBody;0.37416;p005;
body;0.647929;p005;
lowerLegLeft;0.447746;p005;
upperLegLeft;0.442286;p005;
upperLegRight;0.441607;p005;
lowerLegRight;0.420762;p005;
forearmLeft;0.330777;p005;
upperarmLeft;0.338786;p005;
shoulderHalfLeft;0.206911;p005;
neck;0.0893636;p005;
shoulderHalfRight;0.187298;p005;
upperarmRight;0.339575;p005;
forearmRight;0.328282;p005;
shoulder;0.281426;p005;
upperBody;0.273812;p005;
hip;0.116996;p005;
lowerBody;0.374148;p005;
body;0.647883;p005;
lowerLegLeft;0.462101;p005;
upperLegLeft;0.442625;p005;
upperLegRight;0.436883;p005;
lowerLegRight;0.451297;p005;
forearmLeft;0.337039;p005;
upperarmLeft;0.34014;p005;
shoulderHalfLeft;0.206194;p005;
neck;0.0893313;p005;
shoulderHalfRight;0.188227;p005;
upperarmRight;0.340489;p005;
forearmRight;0.334231;p005;
shoulder;0.283299;p005;
upperBody;0.273675;p005;
hip;0.116944;p005;
lowerBody;0.374044;p005;
body;0.647635;p005;
lowerLegLeft;0.458924;p005;
upperLegLeft;0.44266;p005;
upperLegRight;0.438024;p005;
lowerLegRight;0.442947;p005;
forearmLeft;0.334451;p005;
upperarmLeft;0.339407;p005;
shoulderHalfLeft;0.207608;p005;
neck;0.0893381;p005;
shoulderHalfRight;0.188638;p005;
upperarmRight;0.341621;p005;
forearmRight;0.334245;p005;
shoulder;0.28598;p005;
upperBody;0.273674;p005;
hip;0.116565;p005;
lowerBody;0.373966;p005;
body;0.647551;p005;
lowerLegLeft;0.443272;p005;
upperLegLeft;0.442881;p005;
upperLegRight;0.440698;p005;
lowerLegRight;0.433218;p005;
forearmLeft;0.331246;p005;
upperarmLeft;0.339453;p005;
shoulderHalfLeft;0.208629;p005;
neck;0.0893251;p005;
shoulderHalfRight;0.188862;p005;
upperarmRight;0.345364;p005;
forearmRight;0.333831;p005;
shoulder;0.287118;p005;
upperBody;0.273619;p005;
hip;0.116439;p005;
lowerBody;0.37377;p005;
body;0.647301;p005;
lowerLegLeft;0.440392;p005;
upperLegLeft;0.443242;p005;
upperLegRight;0.436836;p005;
lowerLegRight;0.44748;p005;
forearmLeft;0.331885;p005;
upperarmLeft;0.331662;p005;
shoulderHalfLeft;0.212539;p005;
neck;0.0893697;p005;
shoulderHalfRight;0.187592;p005;
upperarmRight;0.347715;p005;
forearmRight;0.330593;p005;
shoulder;0.292681;p005;
upperBody;0.273714;p005;
hip;0.117072;p005;
