feature;value;class;
forearmLeft;0.326969;p000;
upperarmLeft;0.361373;p000;
shoulderHalfLeft;0.167126;p000;
neck;0.089681;p000;
shoulderHalfRight;0.155902;p000;
upperarmRight;0.318479;p000;
forearmRight;0.347788;p000;
shoulder;0.223731;p000;
upperBody;0.274789;p000;
hip;0.150679;p000;
lowerBody;0.374974;p000;
body;0.649683;p000;
lowerLegLeft;0.504323;p000;
upperLegLeft;0.412958;p000;
upperLegRight;0.433519;p000;
lowerLegRight;0.48679;p000;
forearmLeft;0.331171;p000;
upperarmLeft;0.361378;p000;
shoulderHalfLeft;0.168326;p000;
neck;0.0896936;p000;
shoulderHalfRight;0.156785;p000;
upperarmRight;0.318698;p000;
forearmRight;0.351953;p000;
shoulder;0.226483;p000;
upperBody;0.27483;p000;
hip;0.150638;p000;
lowerBody;0.374984;p000;
body;0.649736;p000;
lowerLegLeft;0.502936;p000;
upperLegLeft;0.412283;p000;
upperLegRight;0.433577;p000;
lowerLegRight;0.487039;p000;
forearmLeft;0.326542;p000;
upperarmLeft;0.361335;p000;
shoulderHalfLeft;0.168592;p000;
neck;0.0899305;p000;
shoulderHalfRight;0.157197;p000;
upperarmRight;0.319039;p000;
forearmRight;0.347729;p000;
shoulder;0.225349;p000;
upperBody;0.275343;p000;
hip;0.150425;p000;
lowerBody;0.375298;p000;
body;0.650569;p000;
lowerLegLeft;0.502966;p000;
upperLegLeft;0.411488;p000;
upperLegRight;0.43347;p000;
lowerLegRight;0.487015;p000;
forearmLeft;0.330468;p000;
upperarmLeft;0.361306;p000;
shoulderHalfLeft;0.168696;p000;
neck;0.089863;p000;
shoulderHalfRight;0.156534;p000;
upperarmRight;0.318633;p000;
forearmRight;0.352342;p000;
shoulder;0.22421;p000;
upperBody;0.275199;p000;
hip;0.150198;p000;
lowerBody;0.375163;p000;
body;0.65029;p000;
lowerLegLeft;0.503012;p000;
upperLegLeft;0.410782;p000;
upperLegRight;0.433584;p000;
lowerLegRight;0.487124;p000;
forearmLeft;0.328826;p000;
upperarmLeft;0.361384;p000;
shoulderHalfLeft;0.166585;p000;
neck;0.0897985;p000;
shoulderHalfRight;0.156581;p000;
upperarmRight;0.318629;p000;
forearmRight;0.354823;p000;
shoulder;0.221464;p000;
upperBody;0.275082;p000;
hip;0.150308;p000;
lowerBody;0.375216;p000;
body;0.650226;p000;
lowerLegLeft;0.499537;p000;
upperLegLeft;0.410253;p000;
upperLegRight;0.433559;p000;
lowerLegRight;0.487264;p000;
forearmLeft;0.327673;p000;
upperarmLeft;0.361364;p000;
shoulderHalfLeft;0.167188;p000;
neck;0.0898096;p000;
shoulderHalfRight;0.157282;p000;
upperarmRight;0.320462;p000;
forearmRight;0.351723;p000;
shoulder;0.221168;p000;
upperBody;0.275126;p000;
hip;0.150398;p000;
lowerBody;0.375281;p000;
body;0.650336;p000;
lowerLegLeft;0.50003;p000;
upperLegLeft;0.41004;p000;
upperLegRight;0.433664;p000;
lowerLegRight;0.487049;p000;
forearmLeft;0.32806;p000;
upperarmLeft;0.361332;p000;
shoulderHalfLeft;0.167744;p000;
neck;0.089301;p000;
