feature;value;class;
forearmLeft;0.326403;p001;
upperarmLeft;0.288748;p001;
shoulderHalfLeft;0.180246;p001;
neck;0.078714;p001;
shoulderHalfRight;0.185597;p001;
upperarmRight;0.286849;p001;
forearmRight;0.326146;p001;
shoulder;0.357603;p001;
upperBody;0.240542;p001;
hip;0.159287;p001;
lowerBody;0.326992;p001;
body;0.567471;p001;
lowerLegLeft;0.538877;p001;
upperLegLeft;0.427345;p001;
upperLegRight;0.444998;p001;
lowerLegRight;0.524666;p001;
forearmLeft;0.327398;p001;
upperarmLeft;0.288861;p001;
shoulderHalfLeft;0.181585;p001;
neck;0.0787756;p001;
shoulderHalfRight;0.185319;p001;
upperarmRight;0.288977;p001;
forearmRight;0.326102;p001;
shoulder;0.358792;p001;
upperBody;0.240845;p001;
hip;0.158455;p001;
lowerBody;0.327599;p001;
body;0.568382;p001;
lowerLegLeft;0.538191;p001;
upperLegLeft;0.427047;p001;
upperLegRight;0.445538;p001;
lowerLegRight;0.522607;p001;
forearmLeft;0.323377;p001;
upperarmLeft;0.28882;p001;
shoulderHalfLeft;0.181465;p001;
neck;0.0787667;p001;
shoulderHalfRight;0.185653;p001;
upperarmRight;0.289605;p001;
forearmRight;0.325555;p001;
shoulder;0.359207;p001;
upperBody;0.240808;p001;
hip;0.15824;p001;
lowerBody;0.32753;p001;
body;0.568277;p001;
lowerLegLeft;0.538027;p001;
upperLegLeft;0.427106;p001;
upperLegRight;0.445328;p001;
lowerLegRight;0.523443;p001;
forearmLeft;0.323715;p001;
upperarmLeft;0.290193;p001;
shoulderHalfLeft;0.181992;p001;
neck;0.0788815;p001;
shoulderHalfRight;0.187793;p001;
upperarmRight;0.282544;p001;
forearmRight;0.328068;p001;
shoulder;0.361799;p001;
upperBody;0.241108;p001;
hip;0.155749;p001;
lowerBody;0.327895;p001;
body;0.568947;p001;
lowerLegLeft;0.536171;p001;
upperLegLeft;0.427622;p001;
upperLegRight;0.446767;p001;
lowerLegRight;0.522638;p001;
forearmLeft;0.323395;p001;
upperarmLeft;0.289666;p001;
shoulderHalfLeft;0.180999;p001;
neck;0.0789113;p001;
shoulderHalfRight;0.187757;p001;
upperarmRight;0.286159;p001;
forearmRight;0.331785;p001;
shoulder;0.360402;p001;
upperBody;0.241192;p001;
hip;0.155954;p001;
lowerBody;0.327928;p001;
body;0.569065;p001;
lowerLegLeft;0.536244;p001;
upperLegLeft;0.427012;p001;
upperLegRight;0.445627;p001;
lowerLegRight;0.522564;p001;
forearmLeft;0.323691;p001;
upperarmLeft;0.289711;p001;
shoulderHalfLeft;0.180891;p001;
neck;0.0789534;p001;
shoulderHalfRight;0.188471;p001;
upperarmRight;0.288954;p001;
forearmRight;0.329266;p001;
shoulder;0.361045;p001;
upperBody;0.241298;p001;
hip;0.15617;p001;
lowerBody;0.328004;p001;
body;0.569252;p001;
lowerLegLeft;0.535889;p001;
upperLegLeft;0.427331;p001;
upperLegRight;0.444828;p001;
lowerLegRight;0.523513;p001;
forearmLeft;0.320042;p001;
upperarmLeft;0.290891;p001;
shoulderHalfLeft;0.181247;p001;
neck;0.079079;p001;
shoulderHalfRight;0.188743;p001;
upperarmRight;0.289174;p001;
forearmRight;0.328516;p001;
shoulder;0.361675;p001;
upperBody;0.241563;p001;
hip;0.156891;p001;
lowerBody;0.328449;p001;
body;0.569963;p001;
lowerLegLeft;0.535233;p001;
upperLegLeft;0.426903;p001;
upperLegRight;0.444411;p001;
lowerLegRight;0.523588;p001;
forearmLeft;0.321868;p001;
upperarmLeft;0.292195;p001;
shoulderHalfLeft;0.181907;p001;
neck;0.0788986;p001;
shoulderHalfRight;0.18834;p001;
upperarmRight;0.289687;p001;
forearmRight;0.323634;p001;
shoulder;0.362523;p001;
upperBody;0.241263;p001;
hip;0.157018;p001;
lowerBody;0.328209;p001;
body;0.569426;p001;
lowerLegLeft;0.535797;p001;
upperLegLeft;0.426561;p001;
upperLegRight;0.444677;p001;
lowerLegRight;0.523497;p001;
forearmLeft;0.32216;p001;
upperarmLeft;0.292646;p001;
shoulderHalfLeft;0.181518;p001;
neck;0.0788314;p001;
shoulderHalfRight;0.188819;p001;
upperarmRight;0.289763;p001;
forearmRight;0.327394;p001;
shoulder;0.362731;p001;
upperBody;0.241067;p001;
hip;0.157118;p001;
lowerBody;0.327975;p001;
body;0.568994;p001;
lowerLegLeft;0.535925;p001;
upperLegLeft;0.426293;p001;
upperLegRight;0.4448;p001;
lowerLegRight;0.522973;p001;
forearmLeft;0.320348;p001;
upperarmLeft;0.292411;p001;
shoulderHalfLeft;0.18185;p001;
neck;0.0788765;p001;
shoulderHalfRight;0.18792;p001;
upperarmRight;0.289939;p001;
forearmRight;0.329067;p001;
shoulder;0.362092;p001;
upperBody;0.24117;p001;
hip;0.157301;p001;
lowerBody;0.328088;p001;
body;0.569212;p001;
lowerLegLeft;0.536241;p001;
upperLegLeft;0.42644;p001;
upperLegRight;0.442827;p001;
lowerLegRight;0.524479;p001;
forearmLeft;0.315543;p001;
upperarmLeft;0.292954;p001;
shoulderHalfLeft;0.181535;p001;
neck;0.0789945;p001;
shoulderHalfRight;0.186949;p001;
upperarmRight;0.290656;p001;
forearmRight;0.325743;p001;
shoulder;0.360587;p001;
upperBody;0.241403;p001;
hip;0.157559;p001;
lowerBody;0.328371;p001;
