feature;value;class;
forearmLeft;0.313196;p004;
upperarmLeft;0.305676;p004;
shoulderHalfLeft;0.238365;p004;
neck;0.0971694;p004;
shoulderHalfRight;0.221514;p004;
upperarmRight;0.299948;p004;
forearmRight;0.319647;p004;
shoulder;0.207803;p004;
upperBody;0.303142;p004;
hip;0.16482;p004;
lowerBody;0.423091;p004;
body;0.726222;p004;
lowerLegLeft;0.428162;p004;
upperLegLeft;0.361939;p004;
upperLegRight;0.36228;p004;
lowerLegRight;0.429379;p004;
forearmLeft;0.313438;p004;
upperarmLeft;0.305501;p004;
shoulderHalfLeft;0.239697;p004;
neck;0.0970432;p004;
shoulderHalfRight;0.222135;p004;
upperarmRight;0.300267;p004;
forearmRight;0.317217;p004;
shoulder;0.210372;p004;
upperBody;0.302784;p004;
hip;0.164288;p004;
lowerBody;0.422856;p004;
body;0.725629;p004;
lowerLegLeft;0.428268;p004;
upperLegLeft;0.363739;p004;
upperLegRight;0.362686;p004;
lowerLegRight;0.429753;p004;
forearmLeft;0.314031;p004;
upperarmLeft;0.305324;p004;
shoulderHalfLeft;0.240357;p004;
neck;0.0969408;p004;
shoulderHalfRight;0.22271;p004;
upperarmRight;0.30058;p004;
forearmRight;0.317242;p004;
shoulder;0.212515;p004;
upperBody;0.302557;p004;
hip;0.164153;p004;
lowerBody;0.42251;p004;
body;0.725055;p004;
lowerLegLeft;0.428574;p004;
upperLegLeft;0.364437;p004;
upperLegRight;0.362717;p004;
lowerLegRight;0.430574;p004;
forearmLeft;0.312879;p004;
upperarmLeft;0.305257;p004;
shoulderHalfLeft;0.240668;p004;
neck;0.096849;p004;
shoulderHalfRight;0.226411;p004;
upperarmRight;0.301029;p004;
forearmRight;0.315921;p004;
shoulder;0.220825;p004;
upperBody;0.3023;p004;
hip;0.164052;p004;
lowerBody;0.422242;p004;
body;0.724531;p004;
lowerLegLeft;0.428534;p004;
upperLegLeft;0.364967;p004;
upperLegRight;0.362335;p004;
lowerLegRight;0.431601;p004;
forearmLeft;0.313328;p004;
upperarmLeft;0.305112;p004;
shoulderHalfLeft;0.243712;p004;
neck;0.0961988;p004;
shoulderHalfRight;0.230133;p004;
upperarmRight;0.301296;p004;
forearmRight;0.315589;p004;
shoulder;0.226387;p004;
upperBody;0.297628;p004;
hip;0.186804;p004;
lowerBody;0.412839;p004;
body;0.710419;p004;
lowerLegLeft;0.430159;p004;
upperLegLeft;0.386348;p004;
upperLegRight;0.382555;p004;
lowerLegRight;0.43349;p004;
forearmLeft;0.316346;p004;
upperarmLeft;0.28783;p004;
shoulderHalfLeft;0.245024;p004;
neck;0.0974888;p004;
shoulderHalfRight;0.242331;p004;
upperarmRight;0.29969;p004;
forearmRight;0.29728;p004;
shoulder;0.277067;p004;
upperBody;0.300506;p004;
hip;0.164398;p004;
lowerBody;0.411785;p004;
body;0.712195;p004;
lowerLegLeft;0.424046;p004;
upperLegLeft;0.378208;p004;
upperLegRight;0.363384;p004;
lowerLegRight;0.435436;p004;
forearmLeft;0.315234;p004;
upperarmLeft;0.287839;p004;
shoulderHalfLeft;0.245154;p004;
neck;0.0972048;p004;
