feature;value;class;
forearmLeft;0.297581;p007;
upperarmLeft;0.269141;p007;
shoulderHalfLeft;0.182219;p007;
neck;0.0826186;p007;
shoulderHalfRight;0.181964;p007;
upperarmRight;0.26726;p007;
forearmRight;0.296806;p007;
shoulder;0.25937;p007;
upperBody;0.257752;p007;
hip;0.145512;p007;
lowerBody;0.357767;p007;
body;0.615488;p007;
lowerLegLeft;0.441045;p007;
upperLegLeft;0.36744;p007;
upperLegRight;0.371782;p007;
lowerLegRight;0.429599;p007;
forearmLeft;0.297215;p007;
upperarmLeft;0.269151;p007;
shoulderHalfLeft;0.180864;p007;
neck;0.082666;p007;
shoulderHalfRight;0.181868;p007;
upperarmRight;0.267253;p007;
forearmRight;0.296095;p007;
shoulder;0.257631;p007;
upperBody;0.257816;p007;
hip;0.145474;p007;
lowerBody;0.357841;p007;
body;0.615625;p007;
lowerLegLeft;0.440756;p007;
upperLegLeft;0.36782;p007;
upperLegRight;0.371867;p007;
lowerLegRight;0.429755;p007;
forearmLeft;0.294437;p007;
upperarmLeft;0.269127;p007;
shoulderHalfLeft;0.183537;p007;
neck;0.082721;p007;
shoulderHalfRight;0.182247;p007;
upperarmRight;0.267269;p007;
forearmRight;0.296233;p007;
shoulder;0.260135;p007;
upperBody;0.257881;p007;
hip;0.145521;p007;
lowerBody;0.35794;p007;
body;0.615789;p007;
lowerLegLeft;0.44099;p007;
upperLegLeft;0.367672;p007;
upperLegRight;0.371799;p007;
lowerLegRight;0.429787;p007;
forearmLeft;0.2964;p007;
upperarmLeft;0.269167;p007;
shoulderHalfLeft;0.181857;p007;
neck;0.0828887;p007;
shoulderHalfRight;0.182446;p007;
upperarmRight;0.267252;p007;
forearmRight;0.296476;p007;
shoulder;0.257492;p007;
upperBody;0.258146;p007;
hip;0.145443;p007;
lowerBody;0.358189;p007;
body;0.616304;p007;
lowerLegLeft;0.44082;p007;
upperLegLeft;0.367908;p007;
upperLegRight;0.371803;p007;
lowerLegRight;0.4298;p007;
forearmLeft;0.296969;p007;
upperarmLeft;0.269206;p007;
shoulderHalfLeft;0.181419;p007;
neck;0.0829327;p007;
shoulderHalfRight;0.182025;p007;
upperarmRight;0.267237;p007;
forearmRight;0.298345;p007;
shoulder;0.256507;p007;
upperBody;0.258218;p007;
hip;0.145466;p007;
lowerBody;0.358311;p007;
body;0.616498;p007;
lowerLegLeft;0.440907;p007;
upperLegLeft;0.367988;p007;
upperLegRight;0.37189;p007;
lowerLegRight;0.430238;p007;
forearmLeft;0.295726;p007;
upperarmLeft;0.26925;p007;
shoulderHalfLeft;0.183611;p007;
neck;0.0829261;p007;
shoulderHalfRight;0.182273;p007;
upperarmRight;0.26726;p007;
forearmRight;0.297756;p007;
shoulder;0.259128;p007;
upperBody;0.258136;p007;
hip;0.145401;p007;
lowerBody;0.358281;p007;
body;0.616385;p007;
lowerLegLeft;0.440763;p007;
upperLegLeft;0.368079;p007;
upperLegRight;0.37207;p007;
lowerLegRight;0.430006;p007;
forearmLeft;0.294187;p007;
upperarmLeft;0.269286;p007;
shoulderHalfLeft;0.184959;p007;
neck;0.0823444;p007;
shoulderHalfRight;0.181742;p007;
upperarmRight;0.267262;p007;
forearmRight;0.297189;p007;
shoulder;0.260857;p007;
upperBody;0.256826;p007;
hip;0.145267;p007;
lowerBody;0.3577;p007;
body;0.614503;p007;
lowerLegLeft;0.440684;p007;
upperLegLeft;0.367938;p007;
upperLegRight;0.372016;p007;
