feature;value;class;
forearmLeft;0.297423;p002;
upperarmLeft;0.243186;p002;
shoulderHalfLeft;0.193986;p002;
neck;0.0794171;p002;
shoulderHalfRight;0.187882;p002;
upperarmRight;0.253078;p002;
forearmRight;0.303078;p002;
shoulder;0.35382;p002;
upperBody;0.242674;p002;
hip;0.159413;p002;
lowerBody;0.329766;p002;
body;0.57239;p002;
lowerLegLeft;0.383791;p002;
upperLegLeft;0.362847;p002;
upperLegRight;0.355598;p002;
lowerLegRight;0.393905;p002;
forearmLeft;0.29732;p002;
upperarmLeft;0.245483;p002;
shoulderHalfLeft;0.191425;p002;
neck;0.0794007;p002;
shoulderHalfRight;0.187992;p002;
upperarmRight;0.254432;p002;
forearmRight;0.299269;p002;
shoulder;0.351653;p002;
upperBody;0.242606;p002;
hip;0.159361;p002;
lowerBody;0.329481;p002;
body;0.572037;p002;
lowerLegLeft;0.384575;p002;
upperLegLeft;0.362023;p002;
upperLegRight;0.356695;p002;
lowerLegRight;0.394414;p002;
forearmLeft;0.299907;p002;
upperarmLeft;0.24556;p002;
shoulderHalfLeft;0.191862;p002;
neck;0.0793974;p002;
shoulderHalfRight;0.187814;p002;
upperarmRight;0.255643;p002;
forearmRight;0.296669;p002;
shoulder;0.35249;p002;
upperBody;0.242579;p002;
hip;0.159308;p002;
lowerBody;0.329381;p002;
body;0.57191;p002;
lowerLegLeft;0.383522;p002;
upperLegLeft;0.362272;p002;
upperLegRight;0.345664;p002;
lowerLegRight;0.396212;p002;
forearmLeft;0.302628;p002;
upperarmLeft;0.245632;p002;
shoulderHalfLeft;0.192046;p002;
neck;0.0793876;p002;
shoulderHalfRight;0.187661;p002;
upperarmRight;0.256277;p002;
forearmRight;0.298978;p002;
shoulder;0.352932;p002;
upperBody;0.242519;p002;
hip;0.159228;p002;
lowerBody;0.329238;p002;
body;0.571706;p002;
lowerLegLeft;0.38416;p002;
upperLegLeft;0.360219;p002;
upperLegRight;0.345373;p002;
lowerLegRight;0.397389;p002;
forearmLeft;0.298638;p002;
upperarmLeft;0.244307;p002;
shoulderHalfLeft;0.19264;p002;
neck;0.0794213;p002;
shoulderHalfRight;0.187646;p002;
upperarmRight;0.257928;p002;
forearmRight;0.296652;p002;
shoulder;0.353397;p002;
upperBody;0.242555;p002;
hip;0.159253;p002;
lowerBody;0.329425;p002;
body;0.57193;p002;
lowerLegLeft;0.385133;p002;
upperLegLeft;0.363022;p002;
upperLegRight;0.356439;p002;
lowerLegRight;0.388981;p002;
forearmLeft;0.298645;p002;
upperarmLeft;0.243547;p002;
shoulderHalfLeft;0.192696;p002;
neck;0.0793627;p002;
shoulderHalfRight;0.188067;p002;
upperarmRight;0.257357;p002;
forearmRight;0.294955;p002;
shoulder;0.353485;p002;
upperBody;0.242474;p002;
hip;0.159232;p002;
lowerBody;0.32935;p002;
body;0.571776;p002;
lowerLegLeft;0.378399;p002;
upperLegLeft;0.362667;p002;
upperLegRight;0.35729;p002;
lowerLegRight;0.389429;p002;
forearmLeft;0.306876;p002;
upperarmLeft;0.24221;p002;
shoulderHalfLeft;0.193272;p002;
neck;0.079406;p002;
shoulderHalfRight;0.188696;p002;
upperarmRight;0.256092;p002;
forearmRight;0.299072;p002;
shoulder;0.353663;p002;
upperBody;0.242599;p002;
hip;0.159399;p002;
lowerBody;0.329728;p002;
body;0.572279;p002;
lowerLegLeft;0.377172;p002;
upperLegLeft;0.361726;p002;
upperLegRight;0.350864;p002;
lowerLegRight;0.392488;p002;
forearmLeft;0.300145;p002;
upperarmLeft;0.242123;p002;
shoulderHalfLeft;0.193812;p002;
neck;0.0794084;p002;
shoulderHalfRight;0.187139;p002;
upperarmRight;0.256951;p002;
forearmRight;0.296116;p002;
shoulder;0.352604;p002;
upperBody;0.242595;p002;
hip;0.159486;p002;
lowerBody;0.329714;p002;
body;0.57226;p002;
lowerLegLeft;0.38032;p002;
upperLegLeft;0.362503;p002;
upperLegRight;0.353497;p002;
lowerLegRight;0.39697;p002;
forearmLeft;0.299314;p002;
upperarmLeft;0.242068;p002;
shoulderHalfLeft;0.194209;p002;
neck;0.0794154;p002;
shoulderHalfRight;0.187753;p002;
upperarmRight;0.254932;p002;
forearmRight;0.295974;p002;
shoulder;0.35287;p002;
upperBody;0.242594;p002;
hip;0.159488;p002;
lowerBody;0.329717;p002;
body;0.572262;p002;
lowerLegLeft;0.379572;p002;
upperLegLeft;0.363715;p002;
upperLegRight;0.355056;p002;
lowerLegRight;0.39667;p002;
forearmLeft;0.299633;p002;
upperarmLeft;0.241141;p002;
shoulderHalfLeft;0.194279;p002;
neck;0.0794586;p002;
shoulderHalfRight;0.190002;p002;
upperarmRight;0.250838;p002;
forearmRight;0.294288;p002;
shoulder;0.354334;p002;
upperBody;0.24267;p002;
hip;0.159656;p002;
lowerBody;0.329775;p002;
body;0.572394;p002;
lowerLegLeft;0.381391;p002;
upperLegLeft;0.367727;p002;
upperLegRight;0.356188;p002;
lowerLegRight;0.399478;p002;
forearmLeft;0.299966;p002;
upperarmLeft;0.243527;p002;
shoulderHalfLeft;0.194198;p002;
neck;0.0795877;p002;
shoulderHalfRight;0.190356;p002;
upperarmRight;0.253658;p002;
forearmRight;0.290963;p002;
shoulder;0.354219;p002;
upperBody;0.242864;p002;
hip;0.159756;p002;
lowerBody;0.330156;p002;
body;0.572972;p002;
lowerLegLeft;0.382971;p002;
upperLegLeft;0.367633;p002;
upperLegRight;0.353438;p002;
lowerLegRight;0.396468;p002;
forearmLeft;0.298639;p002;
upperarmLeft;0.24301;p002;
shoulderHalfLeft;0.194251;p002;
neck;0.0795831;p002;
shoulderHalfRight;0.190502;p002;
upperarmRight;0.253238;p002;
forearmRight;0.299985;p002;
shoulder;0.354363;p002;
upperBody;0.242861;p002;
hip;0.159766;p002;
lowerBody;0.330182;p002;
body;0.572995;p002;
lowerLegLeft;0.382931;p002;
upperLegLeft;0.367131;p002;
upperLegRight;0.347312;p002;
lowerLegRight;0.40054;p002;
forearmLeft;0.299058;p002;
upperarmLeft;0.243384;p002;
shoulderHalfLeft;0.194266;p002;
neck;0.0795814;p002;
shoulderHalfRight;0.18873;p002;
upperarmRight;0.254985;p002;
forearmRight;0.298797;p002;
shoulder;0.353404;p002;
upperBody;0.242869;p002;
hip;0.15968;p002;
lowerBody;0.330163;p002;
body;0.572984;p002;
lowerLegLeft;0.380446;p002;
upperLegLeft;0.362163;p002;
upperLegRight;0.351629;p002;
lowerLegRight;0.389576;p002;
forearmLeft;0.298411;p002;
upperarmLeft;0.244589;p002;
shoulderHalfLeft;0.191345;p002;
neck;0.0793083;p002;
shoulderHalfRight;0.188937;p002;
upperarmRight;0.256731;p002;
forearmRight;0.296403;p002;
shoulder;0.351234;p002;
upperBody;0.242241;p002;
hip;0.159703;p002;
lowerBody;0.329742;p002;
body;0.571929;p002;
lowerLegLeft;0.380766;p002;
upperLegLeft;0.362354;p002;
upperLegRight;0.355232;p002;
lowerLegRight;0.389528;p002;
forearmLeft;0.297827;p002;
upperarmLeft;0.242676;p002;
shoulderHalfLeft;0.192351;p002;
neck;0.0793159;p002;
shoulderHalfRight;0.188935;p002;
upperarmRight;0.25856;p002;
forearmRight;0.294835;p002;
shoulder;0.352659;p002;
upperBody;0.242227;p002;
hip;0.159718;p002;
lowerBody;0.329592;p002;
body;0.571762;p002;
lowerLegLeft;0.380072;p002;
upperLegLeft;0.361084;p002;
upperLegRight;0.35692;p002;
lowerLegRight;0.384046;p002;
forearmLeft;0.302284;p002;
upperarmLeft;0.243574;p002;
shoulderHalfLeft;0.19031;p002;
neck;0.0793123;p002;
shoulderHalfRight;0.189051;p002;
upperarmRight;0.258255;p002;
forearmRight;0.294852;p002;
shoulder;0.350824;p002;
upperBody;0.242219;p002;
hip;0.159709;p002;
lowerBody;0.329565;p002;
body;0.571728;p002;
lowerLegLeft;0.380814;p002;
upperLegLeft;0.370484;p002;
upperLegRight;0.347513;p002;
lowerLegRight;0.391369;p002;
forearmLeft;0.30109;p002;
upperarmLeft;0.242412;p002;
shoulderHalfLeft;0.190828;p002;
neck;0.0793225;p002;
shoulderHalfRight;0.188787;p002;
upperarmRight;0.260002;p002;
forearmRight;0.290442;p002;
shoulder;0.351253;p002;
upperBody;0.242242;p002;
hip;0.159721;p002;
lowerBody;0.329599;p002;
body;0.571785;p002;
lowerLegLeft;0.379099;p002;
upperLegLeft;0.370217;p002;
upperLegRight;0.352381;p002;
lowerLegRight;0.392345;p002;
forearmLeft;0.302412;p002;
upperarmLeft;0.24136;p002;
shoulderHalfLeft;0.191238;p002;
neck;0.0793394;p002;
shoulderHalfRight;0.188038;p002;
upperarmRight;0.258533;p002;
forearmRight;0.296538;p002;
shoulder;0.351139;p002;
upperBody;0.242292;p002;
hip;0.159586;p002;
lowerBody;0.32963;p002;
body;0.571865;p002;
lowerLegLeft;0.380606;p002;
upperLegLeft;0.365257;p002;
upperLegRight;0.354229;p002;
lowerLegRight;0.390873;p002;
forearmLeft;0.301208;p002;
upperarmLeft;0.242414;p002;
shoulderHalfLeft;0.190234;p002;
neck;0.0793407;p002;
shoulderHalfRight;0.188119;p002;
upperarmRight;0.259006;p002;
forearmRight;0.294423;p002;
shoulder;0.351213;p002;
upperBody;0.242296;p002;
hip;0.159583;p002;
lowerBody;0.329607;p002;
body;0.571847;p002;
lowerLegLeft;0.379502;p002;
upperLegLeft;0.365578;p002;
upperLegRight;0.349308;p002;
lowerLegRight;0.396107;p002;
forearmLeft;0.304602;p002;
upperarmLeft;0.241959;p002;
shoulderHalfLeft;0.190987;p002;
neck;0.0793105;p002;
shoulderHalfRight;0.186863;p002;
upperarmRight;0.258537;p002;
forearmRight;0.293934;p002;
shoulder;0.351499;p002;
upperBody;0.242233;p002;
hip;0.159662;p002;
lowerBody;0.329549;p002;
body;0.571726;p002;
lowerLegLeft;0.38092;p002;
upperLegLeft;0.365704;p002;
upperLegRight;0.353664;p002;
lowerLegRight;0.393159;p002;
forearmLeft;0.299271;p002;
upperarmLeft;0.241698;p002;
shoulderHalfLeft;0.190994;p002;
neck;0.0793243;p002;
shoulderHalfRight;0.187564;p002;
upperarmRight;0.257487;p002;
forearmRight;0.296339;p002;
shoulder;0.351917;p002;
upperBody;0.242251;p002;
hip;0.159637;p002;
lowerBody;0.329559;p002;
body;0.571754;p002;
lowerLegLeft;0.380504;p002;
upperLegLeft;0.364677;p002;
upperLegRight;0.355094;p002;
lowerLegRight;0.391626;p002;
forearmLeft;0.301066;p002;
upperarmLeft;0.241672;p002;
shoulderHalfLeft;0.191644;p002;
neck;0.0793048;p002;
shoulderHalfRight;0.188825;p002;
upperarmRight;0.257319;p002;
forearmRight;0.29457;p002;
shoulder;0.353065;p002;
upperBody;0.242213;p002;
hip;0.159498;p002;
lowerBody;0.329502;p002;
body;0.571661;p002;
lowerLegLeft;0.379944;p002;
upperLegLeft;0.365035;p002;
upperLegRight;0.359383;p002;
lowerLegRight;0.387183;p002;
forearmLeft;0.304245;p002;
upperarmLeft;0.240375;p002;
shoulderHalfLeft;0.192593;p002;
neck;0.0793183;p002;
shoulderHalfRight;0.188917;p002;
upperarmRight;0.257815;p002;
forearmRight;0.289603;p002;
shoulder;0.353838;p002;
upperBody;0.242266;p002;
hip;0.159498;p002;
lowerBody;0.329609;p002;
body;0.57182;p002;
lowerLegLeft;0.379373;p002;
upperLegLeft;0.365588;p002;
upperLegRight;0.353993;p002;
lowerLegRight;0.392637;p002;
forearmLeft;0.301486;p002;
upperarmLeft;0.242759;p002;
shoulderHalfLeft;0.190287;p002;
neck;0.0793449;p002;
shoulderHalfRight;0.189406;p002;
upperarmRight;0.260307;p002;
forearmRight;0.289598;p002;
shoulder;0.352111;p002;
upperBody;0.242331;p002;
hip;0.159518;p002;
lowerBody;0.329591;p002;
body;0.571869;p002;
lowerLegLeft;0.381721;p002;
upperLegLeft;0.363092;p002;
upperLegRight;0.358837;p002;
lowerLegRight;0.387665;p002;
forearmLeft;0.301486;p002;
upperarmLeft;0.242718;p002;
shoulderHalfLeft;0.192137;p002;
neck;0.0793191;p002;
shoulderHalfRight;0.189311;p002;
upperarmRight;0.259692;p002;
forearmRight;0.29007;p002;
shoulder;0.353619;p002;
upperBody;0.242308;p002;
hip;0.15974;p002;
lowerBody;0.329625;p002;
body;0.571879;p002;
lowerLegLeft;0.380469;p002;
upperLegLeft;0.362578;p002;
upperLegRight;0.360534;p002;
lowerLegRight;0.385783;p002;
forearmLeft;0.297949;p002;
upperarmLeft;0.242498;p002;
shoulderHalfLeft;0.19168;p002;
neck;0.0793626;p002;
shoulderHalfRight;0.188611;p002;
upperarmRight;0.251045;p002;
forearmRight;0.298149;p002;
shoulder;0.352007;p002;
upperBody;0.242413;p002;
hip;0.159613;p002;
lowerBody;0.329692;p002;
body;0.572052;p002;
lowerLegLeft;0.380955;p002;
upperLegLeft;0.358758;p002;
upperLegRight;0.35723;p002;
lowerLegRight;0.384164;p002;
forearmLeft;0.299607;p002;
upperarmLeft;0.241161;p002;
shoulderHalfLeft;0.191927;p002;
neck;0.0793808;p002;
shoulderHalfRight;0.189554;p002;
upperarmRight;0.258778;p002;
forearmRight;0.292474;p002;
shoulder;0.352702;p002;
upperBody;0.242443;p002;
hip;0.159682;p002;
lowerBody;0.329716;p002;
body;0.572109;p002;
lowerLegLeft;0.380171;p002;
upperLegLeft;0.358043;p002;
upperLegRight;0.355885;p002;
lowerLegRight;0.38395;p002;
forearmLeft;0.298312;p002;
upperarmLeft;0.240852;p002;
shoulderHalfLeft;0.192538;p002;
neck;0.0793886;p002;
shoulderHalfRight;0.188982;p002;
upperarmRight;0.259343;p002;
forearmRight;0.292496;p002;
shoulder;0.353325;p002;
upperBody;0.242465;p002;
hip;0.159685;p002;
lowerBody;0.329721;p002;
body;0.572137;p002;
lowerLegLeft;0.381163;p002;
upperLegLeft;0.356447;p002;
upperLegRight;0.356107;p002;
lowerLegRight;0.390165;p002;
forearmLeft;0.298172;p002;
upperarmLeft;0.240963;p002;
shoulderHalfLeft;0.192543;p002;
neck;0.0793966;p002;
shoulderHalfRight;0.188879;p002;
upperarmRight;0.259712;p002;
forearmRight;0.295658;p002;
shoulder;0.353289;p002;
upperBody;0.242485;p002;
hip;0.159644;p002;
lowerBody;0.329681;p002;
body;0.572117;p002;
lowerLegLeft;0.380843;p002;
upperLegLeft;0.356247;p002;
upperLegRight;0.357722;p002;
lowerLegRight;0.388684;p002;
forearmLeft;0.295936;p002;
upperarmLeft;0.239919;p002;
shoulderHalfLeft;0.193481;p002;
neck;0.0793952;p002;
shoulderHalfRight;0.189414;p002;
upperarmRight;0.257749;p002;
forearmRight;0.296872;p002;
shoulder;0.354279;p002;
upperBody;0.242483;p002;
hip;0.159635;p002;
lowerBody;0.329676;p002;
body;0.57211;p002;
lowerLegLeft;0.385144;p002;
upperLegLeft;0.360057;p002;
upperLegRight;0.357742;p002;
lowerLegRight;0.388682;p002;
forearmLeft;0.299318;p002;
upperarmLeft;0.24013;p002;
shoulderHalfLeft;0.193218;p002;
neck;0.0793637;p002;
shoulderHalfRight;0.187947;p002;
upperarmRight;0.260416;p002;
forearmRight;0.292921;p002;
shoulder;0.35299;p002;
upperBody;0.242438;p002;
hip;0.159606;p002;
lowerBody;0.329616;p002;
body;0.572005;p002;
lowerLegLeft;0.382536;p002;
upperLegLeft;0.360146;p002;
upperLegRight;0.359474;p002;
lowerLegRight;0.390113;p002;
forearmLeft;0.297924;p002;
upperarmLeft;0.240315;p002;
shoulderHalfLeft;0.193285;p002;
neck;0.0793716;p002;
shoulderHalfRight;0.187952;p002;
upperarmRight;0.260915;p002;
forearmRight;0.292538;p002;
shoulder;0.353148;p002;
upperBody;0.242455;p002;
hip;0.159714;p002;
lowerBody;0.329617;p002;
body;0.572023;p002;
lowerLegLeft;0.389233;p002;
upperLegLeft;0.349454;p002;
upperLegRight;0.360135;p002;
lowerLegRight;0.39106;p002;
forearmLeft;0.299476;p002;
upperarmLeft;0.240489;p002;
shoulderHalfLeft;0.191719;p002;
neck;0.0793741;p002;
shoulderHalfRight;0.187829;p002;
upperarmRight;0.262453;p002;
forearmRight;0.289664;p002;
shoulder;0.351759;p002;
upperBody;0.242458;p002;
hip;0.159655;p002;
lowerBody;0.329591;p002;
body;0.572001;p002;
lowerLegLeft;0.387948;p002;
upperLegLeft;0.35835;p002;
upperLegRight;0.360727;p002;
lowerLegRight;0.391461;p002;
forearmLeft;0.301055;p002;
upperarmLeft;0.239645;p002;
shoulderHalfLeft;0.193436;p002;
neck;0.0794039;p002;
shoulderHalfRight;0.187381;p002;
upperarmRight;0.260798;p002;
forearmRight;0.292424;p002;
shoulder;0.353148;p002;
upperBody;0.242523;p002;
hip;0.15968;p002;
lowerBody;0.329661;p002;
body;0.572135;p002;
lowerLegLeft;0.386389;p002;
upperLegLeft;0.357498;p002;
upperLegRight;0.360883;p002;
lowerLegRight;0.392298;p002;
forearmLeft;0.30115;p002;
upperarmLeft;0.239233;p002;
shoulderHalfLeft;0.193846;p002;
neck;0.0794006;p002;
shoulderHalfRight;0.18784;p002;
upperarmRight;0.260249;p002;
forearmRight;0.295937;p002;
shoulder;0.353929;p002;
upperBody;0.242498;p002;
hip;0.159558;p002;
lowerBody;0.329558;p002;
body;0.572008;p002;
lowerLegLeft;0.385049;p002;
upperLegLeft;0.356901;p002;
upperLegRight;0.361415;p002;
lowerLegRight;0.389289;p002;
forearmLeft;0.299095;p002;
upperarmLeft;0.240866;p002;
shoulderHalfLeft;0.193966;p002;
neck;0.0793821;p002;
shoulderHalfRight;0.188529;p002;
upperarmRight;0.260678;p002;
forearmRight;0.293058;p002;
shoulder;0.354687;p002;
upperBody;0.242461;p002;
hip;0.159488;p002;
lowerBody;0.329531;p002;
body;0.571945;p002;
lowerLegLeft;0.385033;p002;
upperLegLeft;0.357083;p002;
upperLegRight;0.361658;p002;
lowerLegRight;0.389151;p002;
forearmLeft;0.297518;p002;
upperarmLeft;0.241824;p002;
shoulderHalfLeft;0.195777;p002;
neck;0.0794664;p002;
shoulderHalfRight;0.188692;p002;
upperarmRight;0.261333;p002;
forearmRight;0.294779;p002;
shoulder;0.355981;p002;
upperBody;0.242649;p002;
hip;0.159517;p002;
lowerBody;0.329744;p002;
body;0.572347;p002;
lowerLegLeft;0.385644;p002;
upperLegLeft;0.356;p002;
upperLegRight;0.36274;p002;
lowerLegRight;0.38855;p002;
forearmLeft;0.291723;p002;
upperarmLeft;0.242707;p002;
shoulderHalfLeft;0.196326;p002;
neck;0.0794473;p002;
shoulderHalfRight;0.189155;p002;
upperarmRight;0.261021;p002;
forearmRight;0.288571;p002;
shoulder;0.356669;p002;
upperBody;0.242621;p002;
hip;0.159427;p002;
lowerBody;0.329733;p002;
body;0.572308;p002;
lowerLegLeft;0.380999;p002;
upperLegLeft;0.359933;p002;
upperLegRight;0.346945;p002;
lowerLegRight;0.393899;p002;
forearmLeft;0.294835;p002;
upperarmLeft;0.242438;p002;
shoulderHalfLeft;0.196374;p002;
neck;0.079421;p002;
shoulderHalfRight;0.18855;p002;
upperarmRight;0.262215;p002;
forearmRight;0.29044;p002;
shoulder;0.356503;p002;
upperBody;0.242576;p002;
hip;0.159461;p002;
lowerBody;0.329697;p002;
body;0.572227;p002;
lowerLegLeft;0.379197;p002;
upperLegLeft;0.359369;p002;
upperLegRight;0.35212;p002;
lowerLegRight;0.390748;p002;
forearmLeft;0.300222;p002;
upperarmLeft;0.241782;p002;
shoulderHalfLeft;0.196303;p002;
neck;0.0794083;p002;
shoulderHalfRight;0.18855;p002;
upperarmRight;0.260708;p002;
forearmRight;0.294236;p002;
shoulder;0.35623;p002;
upperBody;0.242541;p002;
hip;0.159758;p002;
lowerBody;0.329939;p002;
body;0.572437;p002;
lowerLegLeft;0.384172;p002;
upperLegLeft;0.35943;p002;
upperLegRight;0.358655;p002;
lowerLegRight;0.401774;p002;
forearmLeft;0.298975;p002;
upperarmLeft;0.238847;p002;
shoulderHalfLeft;0.196618;p002;
neck;0.0794482;p002;
shoulderHalfRight;0.188422;p002;
upperarmRight;0.259815;p002;
forearmRight;0.294796;p002;
shoulder;0.356238;p002;
upperBody;0.242647;p002;
hip;0.159741;p002;
lowerBody;0.329998;p002;
body;0.572602;p002;
lowerLegLeft;0.384556;p002;
upperLegLeft;0.359228;p002;
upperLegRight;0.358965;p002;
lowerLegRight;0.392841;p002;
forearmLeft;0.298432;p002;
upperarmLeft;0.241025;p002;
shoulderHalfLeft;0.193133;p002;
neck;0.0794793;p002;
