feature;value;class;
forearmLeft;0.346249;p000;
upperarmLeft;0.316245;p000;
shoulderHalfLeft;0.188236;p000;
neck;0.0935043;p000;
shoulderHalfRight;0.21114;p000;
upperarmRight;0.31558;p000;
forearmRight;0.334659;p000;
shoulder;0.220801;p000;
upperBody;0.291793;p000;
hip;0.143759;p000;
lowerBody;0.407942;p000;
body;0.699727;p000;
lowerLegLeft;0.439362;p000;
upperLegLeft;0.420918;p000;
upperLegRight;0.465269;p000;
lowerLegRight;0.474137;p000;
forearmLeft;0.366433;p000;
upperarmLeft;0.311858;p000;
shoulderHalfLeft;0.173087;p000;
neck;0.0934659;p000;
shoulderHalfRight;0.18367;p000;
upperarmRight;0.3096;p000;
forearmRight;0.395844;p000;
shoulder;0.0520432;p000;
upperBody;0.28861;p000;
hip;0.122301;p000;
lowerBody;0.397278;p000;
body;0.685862;p000;
lowerLegLeft;0.391986;p000;
upperLegLeft;0.536465;p000;
upperLegRight;0.435553;p000;
lowerLegRight;0.426441;p000;
forearmLeft;0.36442;p000;
upperarmLeft;0.308876;p000;
shoulderHalfLeft;0.177905;p000;
neck;0.0936654;p000;
shoulderHalfRight;0.180047;p000;
upperarmRight;0.310626;p000;
forearmRight;0.362802;p000;
shoulder;0.176631;p000;
upperBody;0.288181;p000;
hip;0.155176;p000;
lowerBody;0.394791;p000;
body;0.682937;p000;
lowerLegLeft;0.439802;p000;
upperLegLeft;0.414337;p000;
upperLegRight;0.417457;p000;
lowerLegRight;0.553819;p000;
forearmLeft;0.370743;p000;
upperarmLeft;0.30822;p000;
shoulderHalfLeft;0.170052;p000;
neck;0.092628;p000;
shoulderHalfRight;0.173187;p000;
upperarmRight;0.31091;p000;
forearmRight;0.360779;p000;
shoulder;0.170421;p000;
upperBody;0.284909;p000;
hip;0.153849;p000;
lowerBody;0.39018;p000;
body;0.67505;p000;
lowerLegLeft;0.44393;p000;
upperLegLeft;0.417386;p000;
upperLegRight;0.481689;p000;
lowerLegRight;0.569993;p000;
forearmLeft;0.378353;p000;
upperarmLeft;0.3072;p000;
shoulderHalfLeft;0.174296;p000;
neck;0.0929698;p000;
shoulderHalfRight;0.181799;p000;
upperarmRight;0.309825;p000;
forearmRight;0.358275;p000;
shoulder;0.163689;p000;
upperBody;0.286169;p000;
hip;0.152412;p000;
lowerBody;0.392321;p000;
body;0.678454;p000;
lowerLegLeft;0.450065;p000;
upperLegLeft;0.41288;p000;
upperLegRight;0.414426;p000;
lowerLegRight;0.537377;p000;
forearmLeft;0.394163;p000;
upperarmLeft;0.305595;p000;
shoulderHalfLeft;0.189012;p000;
neck;0.0935215;p000;
shoulderHalfRight;0.178419;p000;
upperarmRight;0.311492;p000;
forearmRight;0.363962;p000;
shoulder;0.169268;p000;
upperBody;0.287582;p000;
hip;0.151812;p000;
lowerBody;0.393688;p000;
body;0.681235;p000;
lowerLegLeft;0.47673;p000;
upperLegLeft;0.409427;p000;
upperLegRight;0.436242;p000;
lowerLegRight;0.521967;p000;
forearmLeft;0.383321;p000;
upperarmLeft;0.305545;p000;
shoulderHalfLeft;0.191018;p000;
neck;0.0940784;p000;
