feature;value;class;
forearmLeft;0.337155;p008;
upperarmLeft;0.307934;p008;
shoulderHalfLeft;0.241178;p008;
neck;0.0890699;p008;
shoulderHalfRight;0.232252;p008;
upperarmRight;0.2971;p008;
forearmRight;0.309791;p008;
shoulder;0.347438;p008;
upperBody;0.278602;p008;
hip;0.178388;p008;
lowerBody;0.389915;p008;
body;0.668496;p008;
lowerLegLeft;0.402935;p008;
upperLegLeft;0.401296;p008;
upperLegRight;0.396681;p008;
lowerLegRight;0.399731;p008;
forearmLeft;0.341055;p008;
upperarmLeft;0.307661;p008;
shoulderHalfLeft;0.241046;p008;
neck;0.0890434;p008;
shoulderHalfRight;0.232543;p008;
upperarmRight;0.297265;p008;
forearmRight;0.310791;p008;
shoulder;0.346256;p008;
upperBody;0.278537;p008;
hip;0.177987;p008;
lowerBody;0.390072;p008;
body;0.668588;p008;
lowerLegLeft;0.402087;p008;
upperLegLeft;0.40277;p008;
upperLegRight;0.396764;p008;
lowerLegRight;0.399539;p008;
forearmLeft;0.340448;p008;
upperarmLeft;0.307602;p008;
shoulderHalfLeft;0.241014;p008;
neck;0.0890683;p008;
shoulderHalfRight;0.233507;p008;
upperarmRight;0.297059;p008;
forearmRight;0.309968;p008;
shoulder;0.346272;p008;
upperBody;0.27861;p008;
hip;0.177937;p008;
lowerBody;0.390216;p008;
body;0.668804;p008;
lowerLegLeft;0.402008;p008;
upperLegLeft;0.402998;p008;
upperLegRight;0.396662;p008;
lowerLegRight;0.399449;p008;
forearmLeft;0.339372;p008;
upperarmLeft;0.307506;p008;
shoulderHalfLeft;0.240569;p008;
neck;0.0890556;p008;
shoulderHalfRight;0.234232;p008;
upperarmRight;0.296992;p008;
forearmRight;0.310869;p008;
shoulder;0.348088;p008;
upperBody;0.27852;p008;
hip;0.177792;p008;
lowerBody;0.38999;p008;
body;0.668489;p008;
lowerLegLeft;0.40206;p008;
upperLegLeft;0.403352;p008;
upperLegRight;0.39688;p008;
lowerLegRight;0.399498;p008;
forearmLeft;0.324109;p008;
upperarmLeft;0.307441;p008;
shoulderHalfLeft;0.240352;p008;
neck;0.0890491;p008;
shoulderHalfRight;0.234911;p008;
upperarmRight;0.298131;p008;
forearmRight;0.309223;p008;
shoulder;0.348212;p008;
upperBody;0.278505;p008;
hip;0.177772;p008;
lowerBody;0.390014;p008;
body;0.668496;p008;
lowerLegLeft;0.402053;p008;
upperLegLeft;0.403531;p008;
upperLegRight;0.396939;p008;
lowerLegRight;0.399408;p008;
forearmLeft;0.337202;p008;
