feature;value;class;
forearmLeft;0.312764;p006;
upperarmLeft;0.259306;p006;
shoulderHalfLeft;0.187191;p006;
neck;0.0759708;p006;
shoulderHalfRight;0.18517;p006;
upperarmRight;0.260902;p006;
forearmRight;0.319748;p006;
shoulder;0.340219;p006;
upperBody;0.237021;p006;
hip;0.156245;p006;
lowerBody;0.330403;p006;
body;0.567396;p006;
lowerLegLeft;0.454189;p006;
upperLegLeft;0.370472;p006;
upperLegRight;0.37423;p006;
lowerLegRight;0.456758;p006;
forearmLeft;0.311653;p006;
upperarmLeft;0.259223;p006;
shoulderHalfLeft;0.187534;p006;
neck;0.0759766;p006;
shoulderHalfRight;0.185142;p006;
upperarmRight;0.260654;p006;
forearmRight;0.320163;p006;
shoulder;0.340396;p006;
upperBody;0.237047;p006;
hip;0.156318;p006;
lowerBody;0.330456;p006;
body;0.567475;p006;
lowerLegLeft;0.451848;p006;
upperLegLeft;0.372032;p006;
upperLegRight;0.374322;p006;
lowerLegRight;0.456879;p006;
forearmLeft;0.311942;p006;
upperarmLeft;0.259258;p006;
shoulderHalfLeft;0.187902;p006;
neck;0.0759599;p006;
shoulderHalfRight;0.185213;p006;
upperarmRight;0.260644;p006;
forearmRight;0.320554;p006;
shoulder;0.340915;p006;
upperBody;0.237006;p006;
hip;0.156384;p006;
lowerBody;0.330405;p006;
body;0.567383;p006;
lowerLegLeft;0.451517;p006;
upperLegLeft;0.372085;p006;
upperLegRight;0.375083;p006;
lowerLegRight;0.456192;p006;
forearmLeft;0.311049;p006;
upperarmLeft;0.258917;p006;
shoulderHalfLeft;0.188191;p006;
neck;0.0759496;p006;
shoulderHalfRight;0.18527;p006;
upperarmRight;0.260536;p006;
forearmRight;0.319672;p006;
shoulder;0.34118;p006;
upperBody;0.236978;p006;
hip;0.156363;p006;
lowerBody;0.330361;p006;
body;0.567311;p006;
lowerLegLeft;0.451073;p006;
upperLegLeft;0.372619;p006;
upperLegRight;0.375263;p006;
lowerLegRight;0.456275;p006;
forearmLeft;0.311232;p006;
upperarmLeft;0.258532;p006;
shoulderHalfLeft;0.188431;p006;
neck;0.0759564;p006;
shoulderHalfRight;0.185306;p006;
upperarmRight;0.260451;p006;
forearmRight;0.319277;p006;
shoulder;0.341377;p006;
upperBody;0.237011;p006;
hip;0.156325;p006;
lowerBody;0.330441;p006;
body;0.567424;p006;
lowerLegLeft;0.449718;p006;
upperLegLeft;0.372769;p006;
upperLegRight;0.375251;p006;
lowerLegRight;0.454271;p006;
forearmLeft;0.311218;p006;
upperarmLeft;0.25964;p006;
shoulderHalfLeft;0.186516;p006;
neck;0.0759616;p006;
shoulderHalfRight;0.185271;p006;
upperarmRight;0.26038;p006;
forearmRight;0.319923;p006;
shoulder;0.339512;p006;
upperBody;0.237028;p006;
hip;0.156315;p006;
lowerBody;0.330461;p006;
body;0.567461;p006;
lowerLegLeft;0.4496;p006;
upperLegLeft;0.372792;p006;
upperLegRight;0.375038;p006;
lowerLegRight;0.452199;p006;
forearmLeft;0.311545;p006;
upperarmLeft;0.259385;p006;
shoulderHalfLeft;0.186983;p006;
neck;0.075946;p006;
shoulderHalfRight;0.18534;p006;
upperarmRight;0.260395;p006;
forearmRight;0.319889;p006;
shoulder;0.340023;p006;
upperBody;0.236987;p006;
hip;0.156289;p006;
lowerBody;0.330424;p006;
body;0.567383;p006;
lowerLegLeft;0.449177;p006;
upperLegLeft;0.372953;p006;
upperLegRight;0.374761;p006;
lowerLegRight;0.453123;p006;
forearmLeft;0.311009;p006;
upperarmLeft;0.259291;p006;
shoulderHalfLeft;0.187474;p006;
neck;0.0759415;p006;
shoulderHalfRight;0.185332;p006;
upperarmRight;0.260382;p006;
forearmRight;0.319539;p006;
shoulder;0.340433;p006;
upperBody;0.236972;p006;
hip;0.156263;p006;
lowerBody;0.330405;p006;
body;0.567349;p006;
lowerLegLeft;0.450003;p006;
upperLegLeft;0.372987;p006;
upperLegRight;0.374904;p006;
lowerLegRight;0.45325;p006;
forearmLeft;0.311289;p006;
upperarmLeft;0.259077;p006;
shoulderHalfLeft;0.187908;p006;
neck;0.075942;p006;
shoulderHalfRight;0.185336;p006;
upperarmRight;0.260383;p006;
forearmRight;0.31932;p006;
shoulder;0.340824;p006;
upperBody;0.236972;p006;
hip;0.156258;p006;
lowerBody;0.330402;p006;
body;0.567346;p006;
lowerLegLeft;0.452541;p006;
upperLegLeft;0.372997;p006;
upperLegRight;0.37493;p006;
lowerLegRight;0.453533;p006;
forearmLeft;0.311599;p006;
upperarmLeft;0.258301;p006;
shoulderHalfLeft;0.188255;p006;
neck;0.0759474;p006;
shoulderHalfRight;0.185341;p006;
upperarmRight;0.260458;p006;
forearmRight;0.31993;p006;
shoulder;0.341148;p006;
upperBody;0.236989;p006;
hip;0.156255;p006;
lowerBody;0.330422;p006;
body;0.567383;p006;
lowerLegLeft;0.452061;p006;
upperLegLeft;0.373291;p006;
upperLegRight;0.374745;p006;
lowerLegRight;0.454521;p006;
forearmLeft;0.312121;p006;
upperarmLeft;0.257837;p006;
shoulderHalfLeft;0.18858;p006;
neck;0.0759428;p006;
shoulderHalfRight;0.185353;p006;
upperarmRight;0.260469;p006;
forearmRight;0.31874;p006;
shoulder;0.341507;p006;
upperBody;0.236972;p006;
