feature;value;class;
forearmLeft;0.36567;p005;
upperarmLeft;0.285032;p005;
shoulderHalfLeft;0.197133;p005;
neck;0.078995;p005;
shoulderHalfRight;0.193898;p005;
upperarmRight;0.292252;p005;
forearmRight;0.37061;p005;
shoulder;0.374348;p005;
upperBody;0.242839;p005;
hip;0.115902;p005;
lowerBody;0.331165;p005;
body;0.573938;p005;
lowerLegLeft;0.413104;p005;
upperLegLeft;0.46372;p005;
upperLegRight;0.46508;p005;
lowerLegRight;0.411508;p005;
forearmLeft;0.368422;p005;
upperarmLeft;0.284273;p005;
shoulderHalfLeft;0.197207;p005;
neck;0.0789794;p005;
shoulderHalfRight;0.189994;p005;
upperarmRight;0.292315;p005;
forearmRight;0.371039;p005;
shoulder;0.369696;p005;
upperBody;0.24277;p005;
hip;0.116186;p005;
lowerBody;0.331055;p005;
body;0.573755;p005;
lowerLegLeft;0.410937;p005;
upperLegLeft;0.463956;p005;
upperLegRight;0.464377;p005;
lowerLegRight;0.411514;p005;
forearmLeft;0.366105;p005;
upperarmLeft;0.283638;p005;
shoulderHalfLeft;0.196889;p005;
neck;0.0789685;p005;
shoulderHalfRight;0.189023;p005;
upperarmRight;0.291759;p005;
forearmRight;0.36944;p005;
shoulder;0.36817;p005;
upperBody;0.242707;p005;
hip;0.116261;p005;
lowerBody;0.331036;p005;
body;0.573672;p005;
lowerLegLeft;0.412193;p005;
upperLegLeft;0.464417;p005;
upperLegRight;0.464496;p005;
lowerLegRight;0.411387;p005;
forearmLeft;0.371438;p005;
upperarmLeft;0.282442;p005;
shoulderHalfLeft;0.196817;p005;
neck;0.0789551;p005;
shoulderHalfRight;0.190683;p005;
upperarmRight;0.291335;p005;
forearmRight;0.368237;p005;
shoulder;0.369999;p005;
upperBody;0.242651;p005;
hip;0.116094;p005;
lowerBody;0.331221;p005;
body;0.573799;p005;
lowerLegLeft;0.412499;p005;
upperLegLeft;0.464203;p005;
upperLegRight;0.463572;p005;
lowerLegRight;0.41117;p005;
forearmLeft;0.36955;p005;
upperarmLeft;0.279988;p005;
shoulderHalfLeft;0.196986;p005;
neck;0.0789917;p005;
shoulderHalfRight;0.192435;p005;
upperarmRight;0.292779;p005;
forearmRight;0.370588;p005;
shoulder;0.371908;p005;
upperBody;0.242731;p005;
hip;0.1162;p005;
lowerBody;0.331286;p005;
body;0.573945;p005;
lowerLegLeft;0.412405;p005;
upperLegLeft;0.464089;p005;
upperLegRight;0.462575;p005;
lowerLegRight;0.41221;p005;
forearmLeft;0.369342;p005;
upperarmLeft;0.280081;p005;
shoulderHalfLeft;0.197084;p005;
neck;0.0790731;p005;
shoulderHalfRight;0.191531;p005;
upperarmRight;0.29445;p005;
forearmRight;0.366979;p005;
shoulder;0.371263;p005;
upperBody;0.242946;p005;
hip;0.115421;p005;
lowerBody;0.331726;p005;
body;0.5746;p005;
lowerLegLeft;0.411007;p005;
upperLegLeft;0.461748;p005;
upperLegRight;0.462088;p005;
lowerLegRight;0.411812;p005;
forearmLeft;0.368141;p005;
upperarmLeft;0.277823;p005;
shoulderHalfLeft;0.197024;p005;
neck;0.079147;p005;
shoulderHalfRight;0.18839;p005;
upperarmRight;0.297257;p005;
forearmRight;0.363599;p005;
shoulder;0.367755;p005;
upperBody;0.243379;p005;
hip;0.117893;p005;
lowerBody;0.33297;p005;
body;0.576276;p005;
lowerLegLeft;0.40911;p005;
upperLegLeft;0.456883;p005;
upperLegRight;0.459613;p005;
lowerLegRight;0.413683;p005;
forearmLeft;0.368193;p005;
upperarmLeft;0.278625;p005;
shoulderHalfLeft;0.197034;p005;
neck;0.0791661;p005;
shoulderHalfRight;0.193252;p005;
upperarmRight;0.294544;p005;
forearmRight;0.365296;p005;
shoulder;0.37358;p005;
upperBody;0.243425;p005;
hip;0.118087;p005;
lowerBody;0.333048;p005;
body;0.5764;p005;
lowerLegLeft;0.41209;p005;
upperLegLeft;0.45514;p005;
upperLegRight;0.460215;p005;
lowerLegRight;0.414027;p005;
forearmLeft;0.364873;p005;
upperarmLeft;0.279128;p005;
shoulderHalfLeft;0.197493;p005;
neck;0.0792207;p005;
shoulderHalfRight;0.193806;p005;
upperarmRight;0.29572;p005;
forearmRight;0.362884;p005;
shoulder;0.375028;p005;
upperBody;0.243524;p005;
hip;0.118023;p005;
lowerBody;0.333122;p005;
body;0.576573;p005;
lowerLegLeft;0.412668;p005;
upperLegLeft;0.455005;p005;
upperLegRight;0.461132;p005;
lowerLegRight;0.413746;p005;
forearmLeft;0.363575;p005;
upperarmLeft;0.279411;p005;
shoulderHalfLeft;0.19698;p005;
neck;0.0792044;p005;
shoulderHalfRight;0.195201;p005;
upperarmRight;0.296104;p005;
forearmRight;0.36346;p005;
shoulder;0.37602;p005;
upperBody;0.243431;p005;
