feature;value;class;
forearmLeft;0.334575;p008;
upperarmLeft;0.300414;p008;
shoulderHalfLeft;0.219032;p008;
neck;0.0880972;p008;
shoulderHalfRight;0.21633;p008;
upperarmRight;0.301119;p008;
forearmRight;0.326514;p008;
shoulder;0.370681;p008;
upperBody;0.269457;p008;
hip;0.178662;p008;
lowerBody;0.36707;p008;
body;0.636466;p008;
lowerLegLeft;0.422267;p008;
upperLegLeft;0.386651;p008;
upperLegRight;0.377877;p008;
lowerLegRight;0.416566;p008;
forearmLeft;0.329201;p008;
upperarmLeft;0.30043;p008;
shoulderHalfLeft;0.215912;p008;
neck;0.0883018;p008;
shoulderHalfRight;0.22122;p008;
upperarmRight;0.301083;p008;
forearmRight;0.353324;p008;
shoulder;0.372215;p008;
upperBody;0.269951;p008;
hip;0.178261;p008;
lowerBody;0.367614;p008;
body;0.637506;p008;
lowerLegLeft;0.420972;p008;
upperLegLeft;0.385833;p008;
upperLegRight;0.377537;p008;
lowerLegRight;0.41694;p008;
forearmLeft;0.332497;p008;
upperarmLeft;0.300427;p008;
shoulderHalfLeft;0.216042;p008;
neck;0.0882857;p008;
shoulderHalfRight;0.221719;p008;
upperarmRight;0.301082;p008;
forearmRight;0.349799;p008;
shoulder;0.372569;p008;
upperBody;0.269902;p008;
hip;0.178157;p008;
lowerBody;0.367796;p008;
body;0.637644;p008;
lowerLegLeft;0.421044;p008;
upperLegLeft;0.385038;p008;
upperLegRight;0.377344;p008;
lowerLegRight;0.41732;p008;
forearmLeft;0.324861;p008;
upperarmLeft;0.300448;p008;
shoulderHalfLeft;0.218489;p008;
neck;0.0881966;p008;
shoulderHalfRight;0.219786;p008;
upperarmRight;0.301058;p008;
forearmRight;0.354195;p008;
shoulder;0.372109;p008;
upperBody;0.269778;p008;
hip;0.178139;p008;
lowerBody;0.36776;p008;
body;0.637492;p008;
lowerLegLeft;0.422836;p008;
upperLegLeft;0.384808;p008;
upperLegRight;0.377592;p008;
