feature;value;class;
forearmLeft;0.28829;p003;
upperarmLeft;0.258631;p003;
shoulderHalfLeft;0.194629;p003;
neck;0.0789375;p003;
shoulderHalfRight;0.185693;p003;
upperarmRight;0.231301;p003;
forearmRight;0.315856;p003;
shoulder;0.363109;p003;
upperBody;0.246943;p003;
hip;0.170049;p003;
lowerBody;0.345688;p003;
body;0.592606;p003;
lowerLegLeft;0.381625;p003;
upperLegLeft;0.419986;p003;
upperLegRight;0.426937;p003;
lowerLegRight;0.383487;p003;
forearmLeft;0.288981;p003;
upperarmLeft;0.258805;p003;
shoulderHalfLeft;0.194276;p003;
neck;0.0789219;p003;
shoulderHalfRight;0.18724;p003;
upperarmRight;0.230259;p003;
forearmRight;0.316471;p003;
shoulder;0.364465;p003;
upperBody;0.246902;p003;
hip;0.170055;p003;
lowerBody;0.345649;p003;
body;0.592526;p003;
lowerLegLeft;0.38134;p003;
upperLegLeft;0.42011;p003;
upperLegRight;0.42498;p003;
lowerLegRight;0.385551;p003;
forearmLeft;0.28856;p003;
upperarmLeft;0.258802;p003;
shoulderHalfLeft;0.193996;p003;
neck;0.0789194;p003;
shoulderHalfRight;0.188407;p003;
upperarmRight;0.229678;p003;
forearmRight;0.316401;p003;
shoulder;0.365626;p003;
upperBody;0.246888;p003;
hip;0.169979;p003;
lowerBody;0.345621;p003;
body;0.592483;p003;
lowerLegLeft;0.380385;p003;
upperLegLeft;0.421112;p003;
upperLegRight;0.426002;p003;
lowerLegRight;0.384693;p003;
forearmLeft;0.289296;p003;
upperarmLeft;0.258733;p003;
shoulderHalfLeft;0.193864;p003;
neck;0.0789227;p003;
shoulderHalfRight;0.189176;p003;
upperarmRight;0.22914;p003;
forearmRight;0.317214;p003;
shoulder;0.366232;p003;
upperBody;0.246892;p003;
hip;0.169955;p003;
lowerBody;0.345614;p003;
body;0.592482;p003;
lowerLegLeft;0.380197;p003;
upperLegLeft;0.421089;p003;
upperLegRight;0.427144;p003;
lowerLegRight;0.38375;p003;
forearmLeft;0.288064;p003;
upperarmLeft;0.25882;p003;
shoulderHalfLeft;0.193765;p003;
neck;0.0789404;p003;
shoulderHalfRight;0.189822;p003;
upperarmRight;0.22893;p003;
forearmRight;0.317198;p003;
shoulder;0.366709;p003;
upperBody;0.246933;p003;
hip;0.169946;p003;
lowerBody;0.345636;p003;
body;0.592546;p003;
lowerLegLeft;0.380074;p003;
upperLegLeft;0.42116;p003;
upperLegRight;0.426998;p003;
lowerLegRight;0.383867;p003;
forearmLeft;0.288422;p003;
upperarmLeft;0.258737;p003;
shoulderHalfLeft;0.19367;p003;
neck;0.0789144;p003;
shoulderHalfRight;0.190506;p003;
upperarmRight;0.229071;p003;
forearmRight;0.31604;p003;
shoulder;0.36741;p003;
upperBody;0.246871;p003;
hip;0.169906;p003;
lowerBody;0.345594;p003;
body;0.592441;p003;
lowerLegLeft;0.380003;p003;
upperLegLeft;0.421222;p003;
upperLegRight;0.427105;p003;
lowerLegRight;0.383855;p003;
forearmLeft;0.289156;p003;
upperarmLeft;0.258861;p003;
shoulderHalfLeft;0.193602;p003;
neck;0.0789132;p003;
shoulderHalfRight;0.19105;p003;
upperarmRight;0.22897;p003;
forearmRight;0.315968;p003;
shoulder;0.368083;p003;
upperBody;0.246864;p003;
hip;0.169903;p003;
lowerBody;0.345582;p003;
body;0.592423;p003;
lowerLegLeft;0.379763;p003;
upperLegLeft;0.421475;p003;
upperLegRight;0.428051;p003;
lowerLegRight;0.38313;p003;
forearmLeft;0.28892;p003;
upperarmLeft;0.259007;p003;
shoulderHalfLeft;0.19353;p003;
neck;0.0789606;p003;
shoulderHalfRight;0.191549;p003;
upperarmRight;0.228734;p003;
forearmRight;0.315964;p003;
shoulder;0.368411;p003;
upperBody;0.246978;p003;
hip;0.169933;p003;
lowerBody;0.345658;p003;
body;0.592615;p003;
lowerLegLeft;0.37973;p003;
upperLegLeft;0.421465;p003;
upperLegRight;0.427639;p003;
lowerLegRight;0.383667;p003;
forearmLeft;0.2892;p003;
upperarmLeft;0.259151;p003;
shoulderHalfLeft;0.193543;p003;
neck;0.0789458;p003;
shoulderHalfRight;0.191808;p003;
upperarmRight;0.228582;p003;
forearmRight;0.316711;p003;
shoulder;0.368733;p003;
upperBody;0.24694;p003;
hip;0.169931;p003;
lowerBody;0.345626;p003;
body;0.592545;p003;
lowerLegLeft;0.379624;p003;
upperLegLeft;0.421582;p003;
upperLegRight;0.427813;p003;
lowerLegRight;0.383668;p003;
forearmLeft;0.288631;p003;
upperarmLeft;0.259227;p003;
shoulderHalfLeft;0.193484;p003;
neck;0.0789713;p003;
shoulderHalfRight;0.192242;p003;
upperarmRight;0.228467;p003;
forearmRight;0.316409;p003;
shoulder;0.369062;p003;
upperBody;0.247014;p003;
hip;0.169927;p003;
lowerBody;0.345694;p003;
body;0.592687;p003;
lowerLegLeft;0.379564;p003;
upperLegLeft;0.421624;p003;
upperLegRight;0.424757;p003;
lowerLegRight;0.386552;p003;
forearmLeft;0.289209;p003;
upperarmLeft;0.259281;p003;
shoulderHalfLeft;0.193577;p003;
neck;0.0789837;p003;
shoulderHalfRight;0.192351;p003;
upperarmRight;0.228495;p003;
forearmRight;0.317229;p003;
shoulder;0.36941;p003;
upperBody;0.247052;p003;
hip;0.169918;p003;
lowerBody;0.345737;p003;
body;0.592767;p003;
lowerLegLeft;0.379574;p003;
upperLegLeft;0.421624;p003;
upperLegRight;0.424702;p003;
lowerLegRight;0.386147;p003;
forearmLeft;0.289273;p003;
upperarmLeft;0.259374;p003;
shoulderHalfLeft;0.193717;p003;
neck;0.0789877;p003;
shoulderHalfRight;0.192505;p003;
upperarmRight;0.228389;p003;
forearmRight;0.31686;p003;
shoulder;0.369819;p003;
upperBody;0.247066;p003;
hip;0.169885;p003;
lowerBody;0.345759;p003;
body;0.592802;p003;
lowerLegLeft;0.37943;p003;
upperLegLeft;0.421751;p003;
upperLegRight;0.423344;p003;
lowerLegRight;0.387107;p003;
forearmLeft;0.289581;p003;
upperarmLeft;0.259378;p003;
shoulderHalfLeft;0.193707;p003;
neck;0.078997;p003;
shoulderHalfRight;0.192702;p003;
upperarmRight;0.228649;p003;
forearmRight;0.293812;p003;
shoulder;0.37007;p003;
upperBody;0.247091;p003;
hip;0.169922;p003;
lowerBody;0.345788;p003;
body;0.592857;p003;
