feature;value;class;
forearmLeft;0.342634;p000;
upperarmLeft;0.277413;p000;
shoulderHalfLeft;0.180511;p000;
neck;0.0800699;p000;
shoulderHalfRight;0.178005;p000;
upperarmRight;0.305203;p000;
forearmRight;0.365113;p000;
shoulder;0.342373;p000;
upperBody;0.245351;p000;
hip;0.16703;p000;
lowerBody;0.334628;p000;
body;0.579895;p000;
lowerLegLeft;0.513463;p000;
upperLegLeft;0.401976;p000;
upperLegRight;0.404772;p000;
lowerLegRight;0.512093;p000;
forearmLeft;0.342704;p000;
upperarmLeft;0.276325;p000;
shoulderHalfLeft;0.180691;p000;
neck;0.080076;p000;
shoulderHalfRight;0.178643;p000;
upperarmRight;0.29302;p000;
forearmRight;0.374393;p000;
shoulder;0.343213;p000;
upperBody;0.245362;p000;
hip;0.166953;p000;
lowerBody;0.334654;p000;
body;0.579933;p000;
lowerLegLeft;0.513526;p000;
upperLegLeft;0.40188;p000;
upperLegRight;0.404928;p000;
lowerLegRight;0.507255;p000;
forearmLeft;0.343882;p000;
upperarmLeft;0.276874;p000;
shoulderHalfLeft;0.180944;p000;
neck;0.0800205;p000;
shoulderHalfRight;0.178789;p000;
upperarmRight;0.30009;p000;
forearmRight;0.367621;p000;
shoulder;0.343935;p000;
upperBody;0.245282;p000;
hip;0.166819;p000;
lowerBody;0.334542;p000;
body;0.579739;p000;
lowerLegLeft;0.513728;p000;
upperLegLeft;0.402134;p000;
upperLegRight;0.405257;p000;
lowerLegRight;0.510781;p000;
forearmLeft;0.338094;p000;
upperarmLeft;0.281107;p000;
shoulderHalfLeft;0.18135;p000;
neck;0.0801042;p000;
shoulderHalfRight;0.178717;p000;
upperarmRight;0.30168;p000;
forearmRight;0.366548;p000;
shoulder;0.344135;p000;
upperBody;0.245456;p000;
hip;0.166778;p000;
lowerBody;0.334625;p000;
body;0.579998;p000;
lowerLegLeft;0.512989;p000;
upperLegLeft;0.403673;p000;
upperLegRight;0.405316;p000;
lowerLegRight;0.510072;p000;
forearmLeft;0.350927;p000;
upperarmLeft;0.280169;p000;
shoulderHalfLeft;0.181491;p000;
neck;0.0800937;p000;
shoulderHalfRight;0.178798;p000;
upperarmRight;0.30517;p000;
forearmRight;0.36342;p000;
shoulder;0.34457;p000;
upperBody;0.245419;p000;
hip;0.166709;p000;
lowerBody;0.334588;p000;
body;0.579925;p000;
lowerLegLeft;0.512667;p000;
upperLegLeft;0.404265;p000;
upperLegRight;0.405377;p000;
lowerLegRight;0.509061;p000;
forearmLeft;0.34189;p000;
upperarmLeft;0.280098;p000;
shoulderHalfLeft;0.182527;p000;
neck;0.0800946;p000;
shoulderHalfRight;0.178663;p000;
upperarmRight;0.305072;p000;
forearmRight;0.356703;p000;
shoulder;0.344993;p000;
upperBody;0.245447;p000;
hip;0.166711;p000;
lowerBody;0.334643;p000;
body;0.58001;p000;
lowerLegLeft;0.512764;p000;
upperLegLeft;0.404209;p000;
upperLegRight;0.406697;p000;
lowerLegRight;0.509333;p000;
forearmLeft;0.339508;p000;
upperarmLeft;0.280122;p000;
shoulderHalfLeft;0.183006;p000;
neck;0.0801167;p000;
shoulderHalfRight;0.178529;p000;
upperarmRight;0.304943;p000;
forearmRight;0.365989;p000;
shoulder;0.345069;p000;
upperBody;0.245524;p000;
hip;0.166569;p000;
lowerBody;0.334816;p000;
body;0.580261;p000;
lowerLegLeft;0.512209;p000;
upperLegLeft;0.40463;p000;
upperLegRight;0.405827;p000;
lowerLegRight;0.509454;p000;
forearmLeft;0.338024;p000;
upperarmLeft;0.279304;p000;
shoulderHalfLeft;0.1828;p000;
neck;0.079859;p000;
shoulderHalfRight;0.178585;p000;
upperarmRight;0.304996;p000;
forearmRight;0.36142;p000;
shoulder;0.3452;p000;
upperBody;0.244958;p000;
hip;0.166494;p000;
lowerBody;0.334605;p000;
body;0.579477;p000;
lowerLegLeft;0.511761;p000;
upperLegLeft;0.404591;p000;
upperLegRight;0.405882;p000;
lowerLegRight;0.509416;p000;
forearmLeft;0.338286;p000;
upperarmLeft;0.277613;p000;
shoulderHalfLeft;0.182837;p000;
neck;0.0798676;p000;
shoulderHalfRight;0.178332;p000;
upperarmRight;0.304939;p000;
forearmRight;0.36605;p000;
shoulder;0.344947;p000;
upperBody;0.244974;p000;
hip;0.166541;p000;
lowerBody;0.334567;p000;
body;0.579454;p000;
lowerLegLeft;0.513647;p000;
upperLegLeft;0.402503;p000;
upperLegRight;0.406331;p000;
lowerLegRight;0.510309;p000;
forearmLeft;0.344404;p000;
upperarmLeft;0.278143;p000;
shoulderHalfLeft;0.183472;p000;
neck;0.0800065;p000;
shoulderHalfRight;0.178021;p000;
upperarmRight;0.30541;p000;
forearmRight;0.358789;p000;
shoulder;0.344827;p000;
upperBody;0.245303;p000;
hip;0.166578;p000;
lowerBody;0.334842;p000;
body;0.580064;p000;
lowerLegLeft;0.513512;p000;
upperLegLeft;0.402476;p000;
upperLegRight;0.404872;p000;
lowerLegRight;0.511671;p000;
forearmLeft;0.34345;p000;
upperarmLeft;0.27807;p000;
shoulderHalfLeft;0.183607;p000;
neck;0.080014;p000;
shoulderHalfRight;0.178012;p000;
upperarmRight;0.306686;p000;
forearmRight;0.358572;p000;
shoulder;0.344938;p000;
upperBody;0.245316;p000;
hip;0.166566;p000;
lowerBody;0.334849;p000;
body;0.580084;p000;
lowerLegLeft;0.513068;p000;
upperLegLeft;0.402164;p000;
upperLegRight;0.404634;p000;
lowerLegRight;0.504474;p000;
forearmLeft;0.340719;p000;
upperarmLeft;0.28214;p000;
shoulderHalfLeft;0.184241;p000;
neck;0.080005;p000;
shoulderHalfRight;0.17796;p000;
upperarmRight;0.30813;p000;
forearmRight;0.361511;p000;
shoulder;0.345731;p000;
upperBody;0.245291;p000;
hip;0.166488;p000;
lowerBody;0.334803;p000;
body;0.580014;p000;
lowerLegLeft;0.513925;p000;
upperLegLeft;0.401781;p000;
upperLegRight;0.404955;p000;
lowerLegRight;0.510105;p000;
forearmLeft;0.335245;p000;
upperarmLeft;0.2853;p000;
shoulderHalfLeft;0.183917;p000;
neck;0.0799565;p000;
shoulderHalfRight;0.177649;p000;
upperarmRight;0.307484;p000;
forearmRight;0.363492;p000;
shoulder;0.345054;p000;
upperBody;0.245199;p000;
hip;0.166503;p000;
lowerBody;0.334742;p000;
body;0.57986;p000;
lowerLegLeft;0.513414;p000;
upperLegLeft;0.402484;p000;
upperLegRight;0.40662;p000;
lowerLegRight;0.506485;p000;
forearmLeft;0.33435;p000;
upperarmLeft;0.288063;p000;
shoulderHalfLeft;0.184315;p000;
neck;0.0799484;p000;
shoulderHalfRight;0.177993;p000;
upperarmRight;0.307061;p000;
forearmRight;0.358807;p000;
shoulder;0.345595;p000;
upperBody;0.245186;p000;
hip;0.166597;p000;
lowerBody;0.334745;p000;
body;0.579853;p000;
lowerLegLeft;0.515827;p000;
upperLegLeft;0.401463;p000;
upperLegRight;0.407267;p000;
lowerLegRight;0.509315;p000;
forearmLeft;0.338051;p000;
upperarmLeft;0.281444;p000;
shoulderHalfLeft;0.184448;p000;
neck;0.0799153;p000;
shoulderHalfRight;0.177733;p000;
upperarmRight;0.307401;p000;
forearmRight;0.3603;p000;
shoulder;0.345543;p000;
upperBody;0.245125;p000;
hip;0.166601;p000;
lowerBody;0.334621;p000;
body;0.579669;p000;
lowerLegLeft;0.516581;p000;
upperLegLeft;0.401109;p000;
upperLegRight;0.407207;p000;
lowerLegRight;0.508949;p000;
forearmLeft;0.338256;p000;
upperarmLeft;0.278087;p000;
shoulderHalfLeft;0.184511;p000;
neck;0.0798611;p000;
shoulderHalfRight;0.177635;p000;
upperarmRight;0.307088;p000;
forearmRight;0.360288;p000;
shoulder;0.345491;p000;
upperBody;0.244948;p000;
hip;0.166922;p000;
lowerBody;0.334401;p000;
body;0.579271;p000;
lowerLegLeft;0.51402;p000;
upperLegLeft;0.404167;p000;
upperLegRight;0.407262;p000;
lowerLegRight;0.508763;p000;
forearmLeft;0.336996;p000;
upperarmLeft;0.28056;p000;
shoulderHalfLeft;0.185089;p000;
neck;0.0798254;p000;
shoulderHalfRight;0.177891;p000;
upperarmRight;0.308268;p000;
forearmRight;0.362676;p000;
shoulder;0.34641;p000;
upperBody;0.244847;p000;
hip;0.167017;p000;
lowerBody;0.334182;p000;
body;0.578952;p000;
lowerLegLeft;0.515132;p000;
upperLegLeft;0.403805;p000;
upperLegRight;0.407678;p000;
lowerLegRight;0.508648;p000;
forearmLeft;0.338111;p000;
upperarmLeft;0.281186;p000;
shoulderHalfLeft;0.185162;p000;
neck;0.0797665;p000;
shoulderHalfRight;0.177862;p000;
upperarmRight;0.308411;p000;
forearmRight;0.358471;p000;
shoulder;0.346865;p000;
upperBody;0.244757;p000;
hip;0.166981;p000;
lowerBody;0.333979;p000;
body;0.578659;p000;
lowerLegLeft;0.515313;p000;
upperLegLeft;0.403785;p000;
upperLegRight;0.408267;p000;
lowerLegRight;0.508869;p000;
forearmLeft;0.341671;p000;
upperarmLeft;0.276514;p000;
shoulderHalfLeft;0.185399;p000;
neck;0.0796981;p000;
shoulderHalfRight;0.177546;p000;
upperarmRight;0.309208;p000;
forearmRight;0.359827;p000;
shoulder;0.347226;p000;
upperBody;0.24459;p000;
hip;0.167011;p000;
lowerBody;0.333772;p000;
body;0.578285;p000;
lowerLegLeft;0.518339;p000;
upperLegLeft;0.400898;p000;
upperLegRight;0.408476;p000;
lowerLegRight;0.505735;p000;
forearmLeft;0.34475;p000;
upperarmLeft;0.278199;p000;
shoulderHalfLeft;0.185786;p000;
neck;0.0797125;p000;
shoulderHalfRight;0.177353;p000;
upperarmRight;0.309089;p000;
forearmRight;0.357399;p000;
shoulder;0.347306;p000;
upperBody;0.244605;p000;
hip;0.166915;p000;
lowerBody;0.333776;p000;
body;0.578304;p000;
lowerLegLeft;0.51798;p000;
upperLegLeft;0.400358;p000;
upperLegRight;0.408854;p000;
lowerLegRight;0.508355;p000;
forearmLeft;0.342585;p000;
upperarmLeft;0.277286;p000;
shoulderHalfLeft;0.186253;p000;
neck;0.0796545;p000;
shoulderHalfRight;0.176618;p000;
upperarmRight;0.309594;p000;
forearmRight;0.359608;p000;
shoulder;0.347125;p000;
upperBody;0.244466;p000;
hip;0.16694;p000;
lowerBody;0.333666;p000;
body;0.578056;p000;
lowerLegLeft;0.518379;p000;
upperLegLeft;0.399844;p000;
upperLegRight;0.409037;p000;
lowerLegRight;0.508669;p000;
forearmLeft;0.337763;p000;
upperarmLeft;0.27982;p000;
shoulderHalfLeft;0.186547;p000;
neck;0.0796126;p000;
shoulderHalfRight;0.176525;p000;
upperarmRight;0.309617;p000;
forearmRight;0.361219;p000;
shoulder;0.347504;p000;
upperBody;0.244364;p000;
hip;0.166608;p000;
lowerBody;0.33356;p000;
body;0.577847;p000;
lowerLegLeft;0.512071;p000;
upperLegLeft;0.400071;p000;
upperLegRight;0.408692;p000;
lowerLegRight;0.509118;p000;
forearmLeft;0.336991;p000;
upperarmLeft;0.283275;p000;
shoulderHalfLeft;0.186952;p000;
neck;0.0795901;p000;
shoulderHalfRight;0.17642;p000;
upperarmRight;0.309194;p000;
forearmRight;0.360276;p000;
shoulder;0.347865;p000;
upperBody;0.244291;p000;
hip;0.166541;p000;
lowerBody;0.333509;p000;
body;0.577725;p000;
lowerLegLeft;0.51803;p000;
upperLegLeft;0.400034;p000;
upperLegRight;0.408516;p000;
lowerLegRight;0.509816;p000;
forearmLeft;0.338351;p000;
upperarmLeft;0.28321;p000;
shoulderHalfLeft;0.186858;p000;
neck;0.0796075;p000;
shoulderHalfRight;0.176532;p000;
upperarmRight;0.308658;p000;
forearmRight;0.356788;p000;
shoulder;0.347846;p000;
upperBody;0.244319;p000;
hip;0.166658;p000;
lowerBody;0.333493;p000;
body;0.577737;p000;
lowerLegLeft;0.518649;p000;
upperLegLeft;0.399574;p000;
upperLegRight;0.408641;p000;
lowerLegRight;0.509609;p000;
forearmLeft;0.335306;p000;
upperarmLeft;0.284311;p000;
shoulderHalfLeft;0.186433;p000;
neck;0.0795521;p000;
shoulderHalfRight;0.176655;p000;
upperarmRight;0.307825;p000;
forearmRight;0.360243;p000;
shoulder;0.34768;p000;
upperBody;0.244131;p000;
hip;0.16661;p000;
lowerBody;0.333262;p000;
body;0.577318;p000;
lowerLegLeft;0.518008;p000;
upperLegLeft;0.400693;p000;
upperLegRight;0.407382;p000;
lowerLegRight;0.510589;p000;
forearmLeft;0.349075;p000;
upperarmLeft;0.278456;p000;
shoulderHalfLeft;0.185713;p000;
neck;0.079507;p000;
shoulderHalfRight;0.177564;p000;
upperarmRight;0.307925;p000;
forearmRight;0.3619;p000;
shoulder;0.348034;p000;
upperBody;0.243982;p000;
hip;0.166517;p000;
lowerBody;0.333146;p000;
body;0.577055;p000;
lowerLegLeft;0.518005;p000;
upperLegLeft;0.40072;p000;
upperLegRight;0.407332;p000;
lowerLegRight;0.510615;p000;
forearmLeft;0.345699;p000;
upperarmLeft;0.280367;p000;
shoulderHalfLeft;0.185498;p000;
neck;0.0795057;p000;
shoulderHalfRight;0.177317;p000;
upperarmRight;0.307203;p000;
forearmRight;0.362307;p000;
shoulder;0.347448;p000;
upperBody;0.243953;p000;
hip;0.16654;p000;
lowerBody;0.33311;p000;
body;0.576989;p000;
lowerLegLeft;0.517098;p000;
upperLegLeft;0.401118;p000;
upperLegRight;0.407577;p000;
lowerLegRight;0.510359;p000;
forearmLeft;0.336438;p000;
upperarmLeft;0.281178;p000;
shoulderHalfLeft;0.185372;p000;
neck;0.079487;p000;
shoulderHalfRight;0.176779;p000;
upperarmRight;0.308868;p000;
forearmRight;0.358995;p000;
shoulder;0.347182;p000;
upperBody;0.243834;p000;
hip;0.166302;p000;
lowerBody;0.332813;p000;
body;0.576574;p000;
lowerLegLeft;0.516639;p000;
upperLegLeft;0.400774;p000;
upperLegRight;0.406892;p000;
lowerLegRight;0.511684;p000;
forearmLeft;0.34159;p000;
upperarmLeft;0.282497;p000;
shoulderHalfLeft;0.184645;p000;
neck;0.0793444;p000;
shoulderHalfRight;0.176531;p000;
upperarmRight;0.308717;p000;
forearmRight;0.362872;p000;
shoulder;0.346651;p000;
upperBody;0.243491;p000;
hip;0.166249;p000;
lowerBody;0.332557;p000;
body;0.575971;p000;
lowerLegLeft;0.517706;p000;
upperLegLeft;0.399733;p000;
upperLegRight;0.407669;p000;
lowerLegRight;0.507011;p000;
forearmLeft;0.341459;p000;
upperarmLeft;0.286663;p000;
shoulderHalfLeft;0.184549;p000;
neck;0.0792245;p000;
shoulderHalfRight;0.176507;p000;
upperarmRight;0.308382;p000;
forearmRight;0.360914;p000;
shoulder;0.346682;p000;
upperBody;0.243197;p000;
hip;0.166318;p000;
lowerBody;0.332404;p000;
body;0.575529;p000;
