feature;value;class;
forearmLeft;0.293616;p011;
upperarmLeft;0.28113;p011;
shoulderHalfLeft;0.173228;p011;
neck;0.0853737;p011;
shoulderHalfRight;0.175073;p011;
upperarmRight;0.278841;p011;
forearmRight;0.322081;p011;
shoulder;0.262968;p011;
upperBody;0.267176;p011;
hip;0.119594;p011;
lowerBody;0.371233;p011;
body;0.638395;p011;
lowerLegLeft;0.426403;p011;
upperLegLeft;0.356666;p011;
upperLegRight;0.374086;p011;
lowerLegRight;0.419589;p011;
forearmLeft;0.295272;p011;
upperarmLeft;0.281603;p011;
shoulderHalfLeft;0.175225;p011;
neck;0.0856298;p011;
shoulderHalfRight;0.17578;p011;
upperarmRight;0.279698;p011;
forearmRight;0.311522;p011;
shoulder;0.261497;p011;
upperBody;0.267979;p011;
hip;0.119647;p011;
lowerBody;0.372662;p011;
body;0.640627;p011;
lowerLegLeft;0.426066;p011;
upperLegLeft;0.357007;p011;
upperLegRight;0.37422;p011;
lowerLegRight;0.41992;p011;
forearmLeft;0.291738;p011;
upperarmLeft;0.282183;p011;
shoulderHalfLeft;0.176082;p011;
neck;0.0857287;p011;
shoulderHalfRight;0.176317;p011;
upperarmRight;0.280384;p011;
forearmRight;0.322623;p011;
shoulder;0.260227;p011;
upperBody;0.268342;p011;
hip;0.119698;p011;
lowerBody;0.37359;p011;
body;0.641916;p011;
lowerLegLeft;0.426228;p011;
upperLegLeft;0.35672;p011;
upperLegRight;0.374276;p011;
lowerLegRight;0.420217;p011;
forearmLeft;0.302126;p011;
upperarmLeft;0.283691;p011;
shoulderHalfLeft;0.177229;p011;
neck;0.0858934;p011;
shoulderHalfRight;0.176599;p011;
upperarmRight;0.281606;p011;
forearmRight;0.310226;p011;
shoulder;0.258614;p011;
upperBody;0.268859;p011;
hip;0.119806;p011;
lowerBody;0.374689;p011;
body;0.643532;p011;
lowerLegLeft;0.426215;p011;
upperLegLeft;0.357091;p011;
upperLegRight;0.374295;p011;
lowerLegRight;0.420163;p011;
forearmLeft;0.298264;p011;
upperarmLeft;0.283596;p011;
shoulderHalfLeft;0.177784;p011;
neck;0.0858527;p011;
shoulderHalfRight;0.176195;p011;
upperarmRight;0.282296;p011;
forearmRight;0.358145;p011;
shoulder;0.2581;p011;
upperBody;0.268755;p011;
hip;0.119836;p011;
lowerBody;0.374798;p011;
body;0.643536;p011;
lowerLegLeft;0.426664;p011;
upperLegLeft;0.357072;p011;
upperLegRight;0.374362;p011;
lowerLegRight;0.420006;p011;
forearmLeft;0.302323;p011;
upperarmLeft;0.283971;p011;
shoulderHalfLeft;0.178473;p011;
neck;0.0858659;p011;
shoulderHalfRight;0.176134;p011;
upperarmRight;0.282845;p011;
forearmRight;0.341845;p011;
shoulder;0.257868;p011;
upperBody;0.268827;p011;
hip;0.119917;p011;
lowerBody;0.375185;p011;
body;0.643993;p011;
lowerLegLeft;0.42673;p011;
upperLegLeft;0.356861;p011;
upperLegRight;0.373258;p011;
lowerLegRight;0.421293;p011;
forearmLeft;0.312533;p011;
upperarmLeft;0.280898;p011;
shoulderHalfLeft;0.178145;p011;
neck;0.0850538;p011;
shoulderHalfRight;0.176232;p011;
upperarmRight;0.281796;p011;
forearmRight;0.30254;p011;
shoulder;0.26239;p011;
upperBody;0.267215;p011;
hip;0.119895;p011;
lowerBody;0.374664;p011;
body;0.641855;p011;
lowerLegLeft;0.426533;p011;
upperLegLeft;0.356794;p011;
upperLegRight;0.373342;p011;
lowerLegRight;0.421891;p011;
forearmLeft;0.284241;p011;
upperarmLeft;0.281244;p011;
shoulderHalfLeft;0.176475;p011;
neck;0.0847189;p011;
shoulderHalfRight;0.176901;p011;
upperarmRight;0.280533;p011;
forearmRight;0.300443;p011;
shoulder;0.264082;p011;
upperBody;0.266282;p011;
hip;0.120019;p011;
lowerBody;0.374129;p011;
body;0.640384;p011;
lowerLegLeft;0.42695;p011;
upperLegLeft;0.35683;p011;
upperLegRight;0.373386;p011;
lowerLegRight;0.422382;p011;
forearmLeft;0.295054;p011;
upperarmLeft;0.280943;p011;
shoulderHalfLeft;0.175997;p011;
neck;0.0846207;p011;
shoulderHalfRight;0.177179;p011;
upperarmRight;0.279908;p011;
forearmRight;0.330956;p011;
shoulder;0.265616;p011;
upperBody;0.265837;p011;
hip;0.120428;p011;
lowerBody;0.373665;p011;
body;0.639472;p011;
lowerLegLeft;0.426994;p011;
upperLegLeft;0.356161;p011;
upperLegRight;0.373413;p011;
lowerLegRight;0.422149;p011;
forearmLeft;0.295601;p011;
upperarmLeft;0.281426;p011;
shoulderHalfLeft;0.174152;p011;
neck;0.0844171;p011;
shoulderHalfRight;0.177342;p011;
upperarmRight;0.279748;p011;
forearmRight;0.314677;p011;
shoulder;0.266499;p011;
upperBody;0.265066;p011;
hip;0.120809;p011;
lowerBody;0.372842;p011;
body;0.637875;p011;
lowerLegLeft;0.426981;p011;
upperLegLeft;0.355708;p011;
upperLegRight;0.373421;p011;
lowerLegRight;0.422119;p011;
forearmLeft;0.297402;p011;
upperarmLeft;0.282599;p011;
shoulderHalfLeft;0.172955;p011;
neck;0.0843044;p011;
shoulderHalfRight;0.177755;p011;
upperarmRight;0.279523;p011;
forearmRight;0.30871;p011;
shoulder;0.267402;p011;
upperBody;0.264614;p011;
hip;0.120845;p011;
lowerBody;0.372301;p011;
body;0.636879;p011;
lowerLegLeft;0.427064;p011;
upperLegLeft;0.355242;p011;
upperLegRight;0.373587;p011;
lowerLegRight;0.421845;p011;
forearmLeft;0.297245;p011;
upperarmLeft;0.283107;p011;
shoulderHalfLeft;0.171867;p011;
neck;0.0840869;p011;
shoulderHalfRight;0.177661;p011;
upperarmRight;0.279281;p011;
forearmRight;0.30284;p011;
shoulder;0.26838;p011;
upperBody;0.263958;p011;
hip;0.121104;p011;
lowerBody;0.371614;p011;
body;0.635533;p011;
lowerLegLeft;0.426975;p011;
upperLegLeft;0.354999;p011;
upperLegRight;0.371945;p011;
lowerLegRight;0.42292;p011;
forearmLeft;0.297557;p011;
upperarmLeft;0.283543;p011;
shoulderHalfLeft;0.170659;p011;
neck;0.0839344;p011;
shoulderHalfRight;0.177613;p011;
upperarmRight;0.279302;p011;
forearmRight;0.328773;p011;
shoulder;0.269434;p011;
upperBody;0.263362;p011;
hip;0.121204;p011;
