feature;value;class;
forearmLeft;0.361172;p009;
upperarmLeft;0.268286;p009;
shoulderHalfLeft;0.190548;p009;
neck;0.0876888;p009;
shoulderHalfRight;0.20066;p009;
upperarmRight;0.268956;p009;
forearmRight;0.32448;p009;
shoulder;0.242267;p009;
upperBody;0.274133;p009;
hip;0.155718;p009;
lowerBody;0.383966;p009;
body;0.658067;p009;
lowerLegLeft;0.412532;p009;
upperLegLeft;0.338976;p009;
upperLegRight;0.345888;p009;
lowerLegRight;0.417556;p009;
forearmLeft;0.360302;p009;
upperarmLeft;0.268283;p009;
shoulderHalfLeft;0.190529;p009;
neck;0.0876871;p009;
shoulderHalfRight;0.200621;p009;
upperarmRight;0.268958;p009;
forearmRight;0.324289;p009;
shoulder;0.242258;p009;
upperBody;0.274138;p009;
hip;0.155776;p009;
lowerBody;0.38397;p009;
body;0.658076;p009;
lowerLegLeft;0.412575;p009;
upperLegLeft;0.338979;p009;
upperLegRight;0.345879;p009;
lowerLegRight;0.417657;p009;
forearmLeft;0.361163;p009;
upperarmLeft;0.268278;p009;
shoulderHalfLeft;0.190427;p009;
neck;0.0876844;p009;
shoulderHalfRight;0.200765;p009;
upperarmRight;0.268956;p009;
forearmRight;0.324256;p009;
shoulder;0.242289;p009;
upperBody;0.274127;p009;
hip;0.155749;p009;
lowerBody;0.383955;p009;
body;0.65805;p009;
lowerLegLeft;0.412059;p009;
upperLegLeft;0.338898;p009;
upperLegRight;0.34588;p009;
lowerLegRight;0.417525;p009;
forearmLeft;0.359697;p009;
upperarmLeft;0.268287;p009;
shoulderHalfLeft;0.191058;p009;
neck;0.0877106;p009;
shoulderHalfRight;0.200751;p009;
upperarmRight;0.268956;p009;
forearmRight;0.323909;p009;
shoulder;0.242889;p009;
upperBody;0.274177;p009;
hip;0.155729;p009;
lowerBody;0.38398;p009;
body;0.658126;p009;
lowerLegLeft;0.412606;p009;
upperLegLeft;0.33893;p009;
upperLegRight;0.345873;p009;
lowerLegRight;0.417548;p009;
forearmLeft;0.361075;p009;
upperarmLeft;0.268281;p009;
shoulderHalfLeft;0.190867;p009;
neck;0.0877163;p009;
shoulderHalfRight;0.200779;p009;
upperarmRight;0.268958;p009;
forearmRight;0.324307;p009;
shoulder;0.242681;p009;
upperBody;0.274189;p009;
hip;0.155727;p009;
lowerBody;0.384009;p009;
body;0.658167;p009;
lowerLegLeft;0.413984;p009;
upperLegLeft;0.338914;p009;
upperLegRight;0.345854;p009;
lowerLegRight;0.417625;p009;
forearmLeft;0.360639;p009;
upperarmLeft;0.268281;p009;
shoulderHalfLeft;0.190795;p009;
neck;0.0877177;p009;
shoulderHalfRight;0.200785;p009;
upperarmRight;0.268957;p009;
forearmRight;0.323911;p009;
shoulder;0.242639;p009;
upperBody;0.274191;p009;
hip;0.155687;p009;
lowerBody;0.384009;p009;
body;0.658169;p009;
lowerLegLeft;0.413886;p009;
upperLegLeft;0.338983;p009;
upperLegRight;0.345878;p009;
lowerLegRight;0.417492;p009;
forearmLeft;0.360686;p009;
upperarmLeft;0.268281;p009;
shoulderHalfLeft;0.190928;p009;
neck;0.0877471;p009;
shoulderHalfRight;0.200736;p009;
upperarmRight;0.268958;p009;
forearmRight;0.321746;p009;
shoulder;0.242603;p009;
upperBody;0.27424;p009;
hip;0.15569;p009;
lowerBody;0.384042;p009;
body;0.658251;p009;
lowerLegLeft;0.415224;p009;
upperLegLeft;0.339063;p009;
upperLegRight;0.345861;p009;
lowerLegRight;0.417342;p009;
forearmLeft;0.360755;p009;
upperarmLeft;0.268282;p009;
shoulderHalfLeft;0.190832;p009;
neck;0.0877357;p009;
shoulderHalfRight;0.20065;p009;
upperarmRight;0.268964;p009;
forearmRight;0.323362;p009;
shoulder;0.242581;p009;
upperBody;0.274214;p009;
hip;0.155718;p009;
lowerBody;0.384021;p009;
body;0.658203;p009;
lowerLegLeft;0.414229;p009;
upperLegLeft;0.339216;p009;
upperLegRight;0.34583;p009;
lowerLegRight;0.417292;p009;
forearmLeft;0.360227;p009;
upperarmLeft;0.268283;p009;
shoulderHalfLeft;0.190843;p009;
neck;0.0877333;p009;
shoulderHalfRight;0.200659;p009;
upperarmRight;0.268959;p009;
forearmRight;0.323373;p009;
shoulder;0.242631;p009;
upperBody;0.274208;p009;
hip;0.155733;p009;
lowerBody;0.38401;p009;
body;0.658187;p009;
lowerLegLeft;0.414069;p009;
upperLegLeft;0.339281;p009;
upperLegRight;0.345839;p009;
lowerLegRight;0.41755;p009;
forearmLeft;0.361326;p009;
upperarmLeft;0.268283;p009;
shoulderHalfLeft;0.19071;p009;
neck;0.0877227;p009;
shoulderHalfRight;0.200585;p009;
upperarmRight;0.268959;p009;
forearmRight;0.321424;p009;
shoulder;0.242597;p009;
upperBody;0.274182;p009;
hip;0.155733;p009;
lowerBody;0.383989;p009;
body;0.658138;p009;
lowerLegLeft;0.413853;p009;
upperLegLeft;0.339529;p009;
upperLegRight;0.345856;p009;
lowerLegRight;0.417471;p009;
forearmLeft;0.36014;p009;
upperarmLeft;0.268283;p009;
shoulderHalfLeft;0.190672;p009;
neck;0.087729;p009;
shoulderHalfRight;0.200623;p009;
upperarmRight;0.268961;p009;
forearmRight;0.323969;p009;
shoulder;0.242552;p009;
upperBody;0.274194;p009;
hip;0.155729;p009;
lowerBody;0.383999;p009;
body;0.658161;p009;
lowerLegLeft;0.413836;p009;
upperLegLeft;0.339524;p009;
upperLegRight;0.346067;p009;
lowerLegRight;0.417316;p009;
forearmLeft;0.360809;p009;
upperarmLeft;0.268285;p009;
shoulderHalfLeft;0.19108;p009;
neck;0.0877188;p009;
shoulderHalfRight;0.200612;p009;
upperarmRight;0.268962;p009;
forearmRight;0.323473;p009;
shoulder;0.243201;p009;
upperBody;0.274169;p009;
hip;0.155765;p009;
lowerBody;0.383975;p009;
body;0.658112;p009;
lowerLegLeft;0.413806;p009;
upperLegLeft;0.33952;p009;
upperLegRight;0.346173;p009;
lowerLegRight;0.417223;p009;
forearmLeft;0.360048;p009;
upperarmLeft;0.268291;p009;
shoulderHalfLeft;0.191347;p009;
neck;0.0877515;p009;
shoulderHalfRight;0.200581;p009;
upperarmRight;0.268962;p009;
