feature;value;class;
forearmLeft;0.298756;p009;
upperarmLeft;0.259217;p009;
shoulderHalfLeft;0.191674;p009;
neck;0.0749775;p009;
shoulderHalfRight;0.182948;p009;
upperarmRight;0.264572;p009;
forearmRight;0.327014;p009;
shoulder;0.353589;p009;
upperBody;0.229566;p009;
hip;0.145108;p009;
lowerBody;0.312595;p009;
body;0.542121;p009;
lowerLegLeft;0.471641;p009;
upperLegLeft;0.345474;p009;
upperLegRight;0.347045;p009;
lowerLegRight;0.464812;p009;
forearmLeft;0.311849;p009;
upperarmLeft;0.252005;p009;
shoulderHalfLeft;0.188608;p009;
neck;0.0755264;p009;
shoulderHalfRight;0.185921;p009;
upperarmRight;0.264942;p009;
forearmRight;0.322859;p009;
shoulder;0.352114;p009;
upperBody;0.230998;p009;
hip;0.144704;p009;
lowerBody;0.313906;p009;
body;0.544854;p009;
lowerLegLeft;0.470002;p009;
upperLegLeft;0.342011;p009;
upperLegRight;0.349283;p009;
lowerLegRight;0.454212;p009;
forearmLeft;0.308716;p009;
upperarmLeft;0.25599;p009;
shoulderHalfLeft;0.190507;p009;
neck;0.0755226;p009;
shoulderHalfRight;0.184518;p009;
upperarmRight;0.26459;p009;
forearmRight;0.312536;p009;
shoulder;0.350463;p009;
upperBody;0.231104;p009;
hip;0.144422;p009;
lowerBody;0.314338;p009;
body;0.545388;p009;
lowerLegLeft;0.472599;p009;
upperLegLeft;0.337626;p009;
upperLegRight;0.347256;p009;
lowerLegRight;0.467078;p009;
forearmLeft;0.302313;p009;
upperarmLeft;0.262722;p009;
shoulderHalfLeft;0.190333;p009;
neck;0.0756139;p009;
shoulderHalfRight;0.183868;p009;
upperarmRight;0.264046;p009;
forearmRight;0.314413;p009;
shoulder;0.349256;p009;
upperBody;0.231485;p009;
hip;0.144109;p009;
lowerBody;0.315293;p009;
body;0.546722;p009;
lowerLegLeft;0.47527;p009;
upperLegLeft;0.33426;p009;
upperLegRight;0.34604;p009;
lowerLegRight;0.463825;p009;
forearmLeft;0.298907;p009;
upperarmLeft;0.262943;p009;
shoulderHalfLeft;0.190014;p009;
neck;0.0760093;p009;
shoulderHalfRight;0.184594;p009;
upperarmRight;0.264293;p009;
forearmRight;0.306742;p009;
shoulder;0.349587;p009;
upperBody;0.232214;p009;
hip;0.14339;p009;
lowerBody;0.315636;p009;
body;0.547775;p009;
lowerLegLeft;0.478027;p009;
upperLegLeft;0.331841;p009;
upperLegRight;0.344663;p009;
lowerLegRight;0.464696;p009;
forearmLeft;0.299277;p009;
upperarmLeft;0.262918;p009;
shoulderHalfLeft;0.189373;p009;
neck;0.0760409;p009;
shoulderHalfRight;0.18534;p009;
upperarmRight;0.264346;p009;
forearmRight;0.306001;p009;
shoulder;0.34998;p009;
upperBody;0.232296;p009;
hip;0.143508;p009;
lowerBody;0.315762;p009;
body;0.547981;p009;
lowerLegLeft;0.473219;p009;
upperLegLeft;0.334127;p009;
upperLegRight;0.344544;p009;
lowerLegRight;0.462684;p009;
forearmLeft;0.299723;p009;
upperarmLeft;0.26294;p009;
shoulderHalfLeft;0.189517;p009;
neck;0.0760194;p009;
shoulderHalfRight;0.185198;p009;
upperarmRight;0.264427;p009;
forearmRight;0.312795;p009;
shoulder;0.350263;p009;
upperBody;0.232282;p009;
hip;0.143477;p009;
lowerBody;0.315739;p009;
body;0.547944;p009;
lowerLegLeft;0.473973;p009;
upperLegLeft;0.334397;p009;
upperLegRight;0.34414;p009;
lowerLegRight;0.47138;p009;
forearmLeft;0.297571;p009;
upperarmLeft;0.262974;p009;
shoulderHalfLeft;0.189477;p009;
neck;0.0759861;p009;
shoulderHalfRight;0.185313;p009;
upperarmRight;0.264414;p009;
forearmRight;0.315057;p009;
shoulder;0.350252;p009;
upperBody;0.232244;p009;
hip;0.143845;p009;
lowerBody;0.315739;p009;
body;0.547909;p009;
lowerLegLeft;0.4735;p009;
upperLegLeft;0.334541;p009;
upperLegRight;0.343907;p009;
lowerLegRight;0.463077;p009;
forearmLeft;0.30043;p009;
upperarmLeft;0.26257;p009;
