feature;value;class;
forearmLeft;0.352895;p005;
upperarmLeft;0.319729;p005;
shoulderHalfLeft;0.220105;p005;
neck;0.0935344;p005;
shoulderHalfRight;0.235088;p005;
upperarmRight;0.277073;p005;
forearmRight;0.350378;p005;
shoulder;0.267864;p005;
upperBody;0.29329;p005;
hip;0.125231;p005;
lowerBody;0.411385;p005;
body;0.70463;p005;
lowerLegLeft;0.26474;p005;
upperLegLeft;0.461054;p005;
upperLegRight;0.460194;p005;
lowerLegRight;0.270312;p005;
forearmLeft;0.354011;p005;
upperarmLeft;0.32014;p005;
shoulderHalfLeft;0.219921;p005;
neck;0.0935393;p005;
shoulderHalfRight;0.235052;p005;
upperarmRight;0.280105;p005;
forearmRight;0.349666;p005;
shoulder;0.267502;p005;
upperBody;0.293263;p005;
hip;0.125178;p005;
lowerBody;0.41125;p005;
body;0.704468;p005;
lowerLegLeft;0.264577;p005;
upperLegLeft;0.46095;p005;
upperLegRight;0.460174;p005;
lowerLegRight;0.270248;p005;
forearmLeft;0.354732;p005;
upperarmLeft;0.323821;p005;
shoulderHalfLeft;0.22007;p005;
neck;0.0935114;p005;
shoulderHalfRight;0.235163;p005;
upperarmRight;0.29844;p005;
forearmRight;0.366751;p005;
shoulder;0.267454;p005;
upperBody;0.293244;p005;
hip;0.125171;p005;
lowerBody;0.411374;p005;
body;0.704574;p005;
lowerLegLeft;0.265496;p005;
upperLegLeft;0.460999;p005;
upperLegRight;0.460277;p005;
lowerLegRight;0.270987;p005;
forearmLeft;0.35627;p005;
upperarmLeft;0.328767;p005;
shoulderHalfLeft;0.220149;p005;
neck;0.093493;p005;
shoulderHalfRight;0.235293;p005;
upperarmRight;0.303677;p005;
forearmRight;0.361615;p005;
shoulder;0.267441;p005;
upperBody;0.293251;p005;
hip;0.124992;p005;
lowerBody;0.411547;p005;
body;0.704755;p005;
lowerLegLeft;0.26641;p005;
upperLegLeft;0.460954;p005;
upperLegRight;0.460298;p005;
lowerLegRight;0.271531;p005;
forearmLeft;0.356704;p005;
upperarmLeft;0.33173;p005;
shoulderHalfLeft;0.220244;p005;
neck;0.0934683;p005;
shoulderHalfRight;0.235348;p005;
upperarmRight;0.306081;p005;
forearmRight;0.359322;p005;
shoulder;0.26741;p005;
upperBody;0.293219;p005;
hip;0.124962;p005;
lowerBody;0.411664;p005;
body;0.70484;p005;
lowerLegLeft;0.267061;p005;
upperLegLeft;0.461079;p005;
upperLegRight;0.460494;p005;
lowerLegRight;0.272135;p005;
forearmLeft;0.354231;p005;
upperarmLeft;0.333061;p005;
shoulderHalfLeft;0.220311;p005;
neck;0.0934538;p005;
shoulderHalfRight;0.235413;p005;
upperarmRight;0.310297;p005;
forearmRight;0.355358;p005;
shoulder;0.267373;p005;
upperBody;0.293234;p005;
hip;0.12479;p005;
lowerBody;0.411822;p005;
body;0.705015;p005;
lowerLegLeft;0.267654;p005;
upperLegLeft;0.460973;p005;
upperLegRight;0.460442;p005;
lowerLegRight;0.272466;p005;
