feature;value;class;
forearmLeft;0.344432;p000;
upperarmLeft;0.290732;p000;
shoulderHalfLeft;0.175801;p000;
neck;0.0835306;p000;
shoulderHalfRight;0.177566;p000;
upperarmRight;0.27685;p000;
forearmRight;0.376882;p000;
shoulder;0.331675;p000;
upperBody;0.2612;p000;
hip;0.154808;p000;
lowerBody;0.365552;p000;
body;0.62673;p000;
lowerLegLeft;0.465609;p000;
upperLegLeft;0.406557;p000;
upperLegRight;0.40188;p000;
lowerLegRight;0.467121;p000;
forearmLeft;0.344999;p000;
upperarmLeft;0.291232;p000;
shoulderHalfLeft;0.175461;p000;
neck;0.0835479;p000;
shoulderHalfRight;0.177524;p000;
upperarmRight;0.278344;p000;
forearmRight;0.374179;p000;
shoulder;0.331041;p000;
upperBody;0.261251;p000;
hip;0.15483;p000;
lowerBody;0.365607;p000;
body;0.626837;p000;
lowerLegLeft;0.465486;p000;
upperLegLeft;0.406643;p000;
upperLegRight;0.40188;p000;
lowerLegRight;0.466963;p000;
forearmLeft;0.346262;p000;
upperarmLeft;0.292224;p000;
shoulderHalfLeft;0.177268;p000;
neck;0.0834931;p000;
shoulderHalfRight;0.177267;p000;
upperarmRight;0.281041;p000;
forearmRight;0.37079;p000;
shoulder;0.33357;p000;
upperBody;0.261098;p000;
hip;0.154527;p000;
lowerBody;0.365417;p000;
body;0.626493;p000;
lowerLegLeft;0.465639;p000;
upperLegLeft;0.406735;p000;
upperLegRight;0.403372;p000;
lowerLegRight;0.466006;p000;
forearmLeft;0.347234;p000;
upperarmLeft;0.292382;p000;
shoulderHalfLeft;0.175563;p000;
neck;0.0834999;p000;
shoulderHalfRight;0.177344;p000;
upperarmRight;0.282248;p000;
forearmRight;0.369827;p000;
shoulder;0.331075;p000;
upperBody;0.261123;p000;
hip;0.154526;p000;
lowerBody;0.365457;p000;
body;0.626558;p000;
lowerLegLeft;0.465537;p000;
upperLegLeft;0.406742;p000;
upperLegRight;0.403001;p000;
lowerLegRight;0.466525;p000;
forearmLeft;0.350028;p000;
upperarmLeft;0.292072;p000;
shoulderHalfLeft;0.174959;p000;
neck;0.083482;p000;
shoulderHalfRight;0.177296;p000;
upperarmRight;0.282949;p000;
forearmRight;0.368777;p000;
shoulder;0.330034;p000;
upperBody;0.261072;p000;
hip;0.154559;p000;
lowerBody;0.365404;p000;
body;0.626454;p000;
lowerLegLeft;0.46546;p000;
upperLegLeft;0.406786;p000;
upperLegRight;0.403091;p000;
lowerLegRight;0.46652;p000;
forearmLeft;0.349888;p000;
upperarmLeft;0.291585;p000;
shoulderHalfLeft;0.174685;p000;
neck;0.0834821;p000;
shoulderHalfRight;0.177539;p000;
upperarmRight;0.283615;p000;
forearmRight;0.368358;p000;
shoulder;0.329716;p000;
upperBody;0.261078;p000;
hip;0.154539;p000;
lowerBody;0.365423;p000;
body;0.626478;p000;
lowerLegLeft;0.465427;p000;
upperLegLeft;0.406958;p000;
