feature;value;class;
forearmLeft;0.326008;p003;
upperarmLeft;0.270933;p003;
shoulderHalfLeft;0.214089;p003;
neck;0.0895612;p003;
shoulderHalfRight;0.202395;p003;
upperarmRight;0.270059;p003;
forearmRight;0.326218;p003;
shoulder;0.304172;p003;
upperBody;0.278275;p003;
hip;0.168021;p003;
lowerBody;0.386271;p003;
body;0.664513;p003;
lowerLegLeft;0.445869;p003;
upperLegLeft;0.423099;p003;
upperLegRight;0.416332;p003;
lowerLegRight;0.390568;p003;
forearmLeft;0.321832;p003;
upperarmLeft;0.270538;p003;
shoulderHalfLeft;0.20755;p003;
neck;0.0896601;p003;
shoulderHalfRight;0.198421;p003;
upperarmRight;0.26997;p003;
forearmRight;0.323881;p003;
shoulder;0.30088;p003;
upperBody;0.278355;p003;
hip;0.167776;p003;
lowerBody;0.385874;p003;
body;0.664207;p003;
lowerLegLeft;0.437;p003;
upperLegLeft;0.413958;p003;
upperLegRight;0.412712;p003;
lowerLegRight;0.393908;p003;
forearmLeft;0.312637;p003;
upperarmLeft;0.270275;p003;
shoulderHalfLeft;0.218108;p003;
neck;0.0895348;p003;
shoulderHalfRight;0.198153;p003;
upperarmRight;0.269622;p003;
forearmRight;0.323342;p003;
shoulder;0.305957;p003;
upperBody;0.277879;p003;
hip;0.168022;p003;
lowerBody;0.385137;p003;
body;0.662981;p003;
lowerLegLeft;0.437864;p003;
upperLegLeft;0.401484;p003;
upperLegRight;0.412506;p003;
lowerLegRight;0.394353;p003;
forearmLeft;0.319952;p003;
upperarmLeft;0.269706;p003;
shoulderHalfLeft;0.189405;p003;
neck;0.0899279;p003;
shoulderHalfRight;0.209013;p003;
upperarmRight;0.268072;p003;
forearmRight;0.336391;p003;
shoulder;0.302174;p003;
upperBody;0.27701;p003;
hip;0.165822;p003;
lowerBody;0.380307;p003;
body;0.657273;p003;
lowerLegLeft;0.382408;p003;
upperLegLeft;0.403569;p003;
upperLegRight;0.424316;p003;
lowerLegRight;0.433541;p003;
forearmLeft;0.315913;p003;
upperarmLeft;0.267819;p003;
shoulderHalfLeft;0.195228;p003;
neck;0.0901066;p003;
shoulderHalfRight;0.206066;p003;
upperarmRight;0.268042;p003;
forearmRight;0.329657;p003;
shoulder;0.299795;p003;
upperBody;0.277472;p003;
hip;0.167882;p003;
lowerBody;0.380883;p003;
body;0.658305;p003;
lowerLegLeft;0.389493;p003;
upperLegLeft;0.389899;p003;
upperLegRight;0.391788;p003;
lowerLegRight;0.473437;p003;
forearmLeft;0.317606;p003;
upperarmLeft;0.269;p003;
shoulderHalfLeft;0.203422;p003;
neck;0.0912813;p003;
shoulderHalfRight;0.220088;p003;
upperarmRight;0.268037;p003;
forearmRight;0.317399;p003;
shoulder;0.306513;p003;
upperBody;0.281052;p003;
hip;0.166775;p003;
lowerBody;0.385535;p003;
body;0.666521;p003;
lowerLegLeft;0.395953;p003;
upperLegLeft;0.392705;p003;
upperLegRight;0.369437;p003;
lowerLegRight;0.477621;p003;
forearmLeft;0.311955;p003;
upperarmLeft;0.267023;p003;
shoulderHalfLeft;0.203053;p003;
neck;0.0912184;p003;
shoulderHalfRight;0.212349;p003;
upperarmRight;0.267712;p003;
forearmRight;0.303188;p003;
shoulder;0.311107;p003;
upperBody;0.280735;p003;
hip;0.166447;p003;
lowerBody;0.38487;p003;
body;0.66557;p003;
lowerLegLeft;0.396064;p003;
upperLegLeft;0.392533;p003;
upperLegRight;0.36506;p003;
lowerLegRight;0.363112;p003;
forearmLeft;0.322543;p003;
upperarmLeft;0.267761;p003;
shoulderHalfLeft;0.207687;p003;
neck;0.0912763;p003;
shoulderHalfRight;0.22027;p003;
upperarmRight;0.267525;p003;
forearmRight;0.31169;p003;
shoulder;0.307505;p003;
upperBody;0.281064;p003;
hip;0.166005;p003;
lowerBody;0.385876;p003;
body;0.666866;p003;
lowerLegLeft;0.396637;p003;
upperLegLeft;0.394312;p003;
upperLegRight;0.368647;p003;
lowerLegRight;0.390864;p003;
forearmLeft;0.325523;p003;
upperarmLeft;0.266593;p003;
shoulderHalfLeft;0.206358;p003;
neck;0.0913844;p003;
shoulderHalfRight;0.212463;p003;
upperarmRight;0.267547;p003;
forearmRight;0.314693;p003;
shoulder;0.315272;p003;
upperBody;0.281135;p003;
hip;0.166095;p003;
lowerBody;0.385378;p003;
body;0.666483;p003;
lowerLegLeft;0.407734;p003;
upperLegLeft;0.390888;p003;
upperLegRight;0.358512;p003;
lowerLegRight;0.392739;p003;
forearmLeft;0.320828;p003;
upperarmLeft;0.265208;p003;
shoulderHalfLeft;0.216391;p003;
neck;0.0906023;p003;
shoulderHalfRight;0.192035;p003;
upperarmRight;0.267523;p003;
forearmRight;0.32007;p003;
shoulder;0.320615;p003;
upperBody;0.278377;p003;
hip;0.164639;p003;
lowerBody;0.381068;p003;
body;0.659398;p003;
lowerLegLeft;0.427144;p003;
upperLegLeft;0.380097;p003;
upperLegRight;0.393211;p003;
lowerLegRight;0.402698;p003;
forearmLeft;0.29534;p003;
upperarmLeft;0.265746;p003;
