feature;value;class;
forearmLeft;0.314079;p006;
upperarmLeft;0.292928;p006;
shoulderHalfLeft;0.195465;p006;
neck;0.0849957;p006;
shoulderHalfRight;0.20657;p006;
upperarmRight;0.282702;p006;
forearmRight;0.297617;p006;
shoulder;0.270847;p006;
upperBody;0.265012;p006;
hip;0.156658;p006;
lowerBody;0.370204;p006;
body;0.635164;p006;
lowerLegLeft;0.430166;p006;
upperLegLeft;0.385252;p006;
upperLegRight;0.393928;p006;
lowerLegRight;0.41966;p006;
forearmLeft;0.305387;p006;
upperarmLeft;0.292826;p006;
shoulderHalfLeft;0.195593;p006;
neck;0.0850329;p006;
shoulderHalfRight;0.206319;p006;
upperarmRight;0.283432;p006;
forearmRight;0.294083;p006;
shoulder;0.270939;p006;
upperBody;0.265113;p006;
hip;0.15695;p006;
lowerBody;0.370241;p006;
body;0.635308;p006;
lowerLegLeft;0.429685;p006;
upperLegLeft;0.385458;p006;
upperLegRight;0.394985;p006;
lowerLegRight;0.417906;p006;
forearmLeft;0.305316;p006;
upperarmLeft;0.292155;p006;
shoulderHalfLeft;0.195661;p006;
neck;0.0850631;p006;
shoulderHalfRight;0.208462;p006;
upperarmRight;0.282144;p006;
forearmRight;0.294144;p006;
shoulder;0.273764;p006;
upperBody;0.265197;p006;
hip;0.157419;p006;
lowerBody;0.370286;p006;
body;0.635441;p006;
lowerLegLeft;0.42953;p006;
upperLegLeft;0.385345;p006;
upperLegRight;0.395887;p006;
lowerLegRight;0.41571;p006;
forearmLeft;0.300331;p006;
upperarmLeft;0.292861;p006;
shoulderHalfLeft;0.195834;p006;
neck;0.085079;p006;
shoulderHalfRight;0.207893;p006;
upperarmRight;0.282967;p006;
forearmRight;0.284097;p006;
shoulder;0.273361;p006;
upperBody;0.265231;p006;
hip;0.157812;p006;
lowerBody;0.370252;p006;
body;0.635444;p006;
lowerLegLeft;0.429459;p006;
upperLegLeft;0.385533;p006;
upperLegRight;0.395241;p006;
lowerLegRight;0.415369;p006;
forearmLeft;0.299566;p006;
upperarmLeft;0.292317;p006;
shoulderHalfLeft;0.195008;p006;
neck;0.0850993;p006;
shoulderHalfRight;0.208934;p006;
upperarmRight;0.284159;p006;
forearmRight;0.279424;p006;
shoulder;0.273651;p006;
upperBody;0.265276;p006;
hip;0.158052;p006;
lowerBody;0.370233;p006;
body;0.635473;p006;
lowerLegLeft;0.429638;p006;
upperLegLeft;0.385632;p006;
upperLegRight;0.395212;p006;
lowerLegRight;0.414544;p006;
forearmLeft;0.29512;p006;
upperarmLeft;0.293897;p006;
shoulderHalfLeft;0.194221;p006;
neck;0.0851042;p006;
shoulderHalfRight;0.209915;p006;
upperarmRight;0.28632;p006;
forearmRight;0.281006;p006;
shoulder;0.274337;p006;
upperBody;0.265268;p006;
hip;0.158259;p006;
lowerBody;0.370175;p006;
body;0.635406;p006;
lowerLegLeft;0.428769;p006;
upperLegLeft;0.385725;p006;
upperLegRight;0.395717;p006;
lowerLegRight;0.414765;p006;
forearmLeft;0.292015;p006;
upperarmLeft;0.293942;p006;
shoulderHalfLeft;0.193484;p006;
neck;0.0851385;p006;
shoulderHalfRight;0.210311;p006;
upperarmRight;0.286453;p006;
forearmRight;0.282067;p006;
shoulder;0.273977;p006;
upperBody;0.265308;p006;
hip;0.158399;p006;
lowerBody;0.370133;p006;
body;0.635405;p006;
lowerLegLeft;0.42763;p006;
upperLegLeft;0.386246;p006;
upperLegRight;0.395893;p006;
lowerLegRight;0.414271;p006;
forearmLeft;0.291837;p006;
upperarmLeft;0.293998;p006;
shoulderHalfLeft;0.192874;p006;
neck;0.085132;p006;
shoulderHalfRight;0.21073;p006;
upperarmRight;0.286367;p006;
forearmRight;0.28525;p006;
shoulder;0.273795;p006;
upperBody;0.265263;p006;
hip;0.158437;p006;
lowerBody;0.370091;p006;
body;0.635316;p006;
lowerLegLeft;0.426703;p006;
upperLegLeft;0.386722;p006;
upperLegRight;0.395892;p006;
lowerLegRight;0.414033;p006;
forearmLeft;0.298792;p006;
upperarmLeft;0.294041;p006;
shoulderHalfLeft;0.192358;p006;
neck;0.0851315;p006;
shoulderHalfRight;0.210448;p006;
upperarmRight;0.287155;p006;
forearmRight;0.288256;p006;
shoulder;0.273215;p006;
upperBody;0.265227;p006;
hip;0.158446;p006;
lowerBody;0.37005;p006;
body;0.635236;p006;
lowerLegLeft;0.426737;p006;
upperLegLeft;0.386305;p006;
upperLegRight;0.396205;p006;
lowerLegRight;0.416679;p006;
forearmLeft;0.312798;p006;
upperarmLeft;0.29393;p006;
shoulderHalfLeft;0.193077;p006;
neck;0.0850106;p006;
shoulderHalfRight;0.204059;p006;
upperarmRight;0.288765;p006;
forearmRight;0.290718;p006;
shoulder;0.269294;p006;
upperBody;0.264863;p006;
hip;0.158244;p006;
lowerBody;0.369768;p006;
body;0.634541;p006;
lowerLegLeft;0.426462;p006;
upperLegLeft;0.386862;p006;
upperLegRight;0.395588;p006;
lowerLegRight;0.417671;p006;
forearmLeft;0.313034;p006;
upperarmLeft;0.293873;p006;
shoulderHalfLeft;0.192825;p006;
neck;0.0849937;p006;
shoulderHalfRight;0.202409;p006;
upperarmRight;0.288169;p006;
forearmRight;0.294382;p006;
shoulder;0.268291;p006;
upperBody;0.264693;p006;
hip;0.158437;p006;
lowerBody;0.369287;p006;
body;0.633902;p006;
lowerLegLeft;0.427123;p006;
upperLegLeft;0.386699;p006;
upperLegRight;0.39471;p006;
lowerLegRight;0.418485;p006;
forearmLeft;0.302169;p006;
upperarmLeft;0.293801;p006;
shoulderHalfLeft;0.190132;p006;
neck;0.0849581;p006;
shoulderHalfRight;0.201401;p006;
upperarmRight;0.287566;p006;
forearmRight;0.297501;p006;
shoulder;0.264166;p006;
upperBody;0.264602;p006;
hip;0.158393;p006;
lowerBody;0.369181;p006;
body;0.633712;p006;
lowerLegLeft;0.426712;p006;
upperLegLeft;0.38663;p006;
upperLegRight;0.394032;p006;
lowerLegRight;0.419266;p006;
forearmLeft;0.304978;p006;
upperarmLeft;0.293768;p006;
shoulderHalfLeft;0.189455;p006;
neck;0.0849602;p006;
shoulderHalfRight;0.201373;p006;
upperarmRight;0.287492;p006;
forearmRight;0.301405;p006;
shoulder;0.262892;p006;
upperBody;0.264627;p006;
hip;0.15847;p006;
lowerBody;0.369172;p006;
body;0.633738;p006;
lowerLegLeft;0.429098;p006;
upperLegLeft;0.38669;p006;
upperLegRight;0.394143;p006;
lowerLegRight;0.419591;p006;
forearmLeft;0.307187;p006;
upperarmLeft;0.29374;p006;
shoulderHalfLeft;0.188646;p006;
neck;0.0849582;p006;
shoulderHalfRight;0.201034;p006;
upperarmRight;0.287635;p006;
forearmRight;0.303476;p006;
shoulder;0.261615;p006;
upperBody;0.264616;p006;
hip;0.158548;p006;
lowerBody;0.369093;p006;
body;0.633653;p006;
lowerLegLeft;0.42934;p006;
upperLegLeft;0.386905;p006;
upperLegRight;0.394834;p006;
lowerLegRight;0.41894;p006;
forearmLeft;0.308301;p006;
upperarmLeft;0.293706;p006;
shoulderHalfLeft;0.189186;p006;
neck;0.0849701;p006;
shoulderHalfRight;0.20067;p006;
upperarmRight;0.287422;p006;
forearmRight;0.305655;p006;
shoulder;0.261642;p006;
upperBody;0.264666;p006;
hip;0.158572;p006;
lowerBody;0.369122;p006;
body;0.633737;p006;
lowerLegLeft;0.430284;p006;
upperLegLeft;0.386982;p006;
upperLegRight;0.39492;p006;
lowerLegRight;0.42006;p006;
forearmLeft;0.31036;p006;
upperarmLeft;0.293681;p006;
shoulderHalfLeft;0.189434;p006;
neck;0.0849727;p006;
shoulderHalfRight;0.200971;p006;
upperarmRight;0.286354;p006;
forearmRight;0.307304;p006;
shoulder;0.262546;p006;
upperBody;0.264671;p006;
hip;0.158613;p006;
lowerBody;0.369021;p006;
body;0.633646;p006;
lowerLegLeft;0.428756;p006;
upperLegLeft;0.387543;p006;
upperLegRight;0.395673;p006;
lowerLegRight;0.420153;p006;
forearmLeft;0.312269;p006;
upperarmLeft;0.293636;p006;
shoulderHalfLeft;0.189744;p006;
neck;0.0850009;p006;
shoulderHalfRight;0.20099;p006;
upperarmRight;0.286501;p006;
forearmRight;0.306053;p006;
shoulder;0.262663;p006;
upperBody;0.264752;p006;
hip;0.158755;p006;
lowerBody;0.369093;p006;
body;0.633803;p006;
lowerLegLeft;0.42677;p006;
upperLegLeft;0.388214;p006;
upperLegRight;0.39625;p006;
lowerLegRight;0.419245;p006;
forearmLeft;0.309186;p006;
upperarmLeft;0.293621;p006;
shoulderHalfLeft;0.189627;p006;
neck;0.084992;p006;
shoulderHalfRight;0.201346;p006;
upperarmRight;0.286663;p006;
forearmRight;0.308725;p006;
shoulder;0.263961;p006;
upperBody;0.264733;p006;
hip;0.15869;p006;
lowerBody;0.369052;p006;
body;0.633744;p006;
lowerLegLeft;0.425036;p006;
upperLegLeft;0.389129;p006;
upperLegRight;0.396495;p006;
lowerLegRight;0.418508;p006;
forearmLeft;0.310198;p006;
upperarmLeft;0.293618;p006;
shoulderHalfLeft;0.190207;p006;
neck;0.0849889;p006;
shoulderHalfRight;0.201619;p006;
upperarmRight;0.28606;p006;
forearmRight;0.308274;p006;
shoulder;0.26524;p006;
upperBody;0.264733;p006;
hip;0.158607;p006;
lowerBody;0.369049;p006;
body;0.63374;p006;
lowerLegLeft;0.425062;p006;
upperLegLeft;0.388727;p006;
upperLegRight;0.39695;p006;
lowerLegRight;0.417728;p006;
forearmLeft;0.309474;p006;
upperarmLeft;0.293625;p006;
shoulderHalfLeft;0.190871;p006;
neck;0.08497;p006;
shoulderHalfRight;0.201621;p006;
upperarmRight;0.285467;p006;
forearmRight;0.30858;p006;
shoulder;0.266147;p006;
upperBody;0.264752;p006;
hip;0.158609;p006;
lowerBody;0.369127;p006;
body;0.633836;p006;
lowerLegLeft;0.423949;p006;
upperLegLeft;0.388642;p006;
upperLegRight;0.397303;p006;
lowerLegRight;0.416774;p006;
forearmLeft;0.309168;p006;
