SpineBase;2018-06-07 16:01:39.787;0,09205331;0,1209693;1,818893;Tracked;
SpineMid;2018-06-07 16:01:39.787;0,1106557;0,4700562;1,877758;Tracked;
Neck;2018-06-07 16:01:39.787;0,1289901;0,7991754;1,923886;Tracked;
Head;2018-06-07 16:01:39.787;0,08792424;0,943367;1,917305;Tracked;
ShoulderLeft;2018-06-07 16:01:39.787;-0,02834091;0,6557596;1,863851;Tracked;
ElbowLeft;2018-06-07 16:01:39.787;-0,1161831;0,4148547;1,868801;Tracked;
WristLeft;2018-06-07 16:01:39.787;-0,1711755;0,212805;1,763628;Tracked;
HandLeft;2018-06-07 16:01:39.787;-0,1774338;0,1256209;1,731049;Tracked;
ShoulderRight;2018-06-07 16:01:39.787;0,2180229;0,6366499;1,820363;Tracked;
ElbowRight;2018-06-07 16:01:39.787;0,3054981;0,384331;1,807988;Tracked;
WristRight;2018-06-07 16:01:39.787;0,3372311;0,1226272;1,702686;Tracked;
HandRight;2018-06-07 16:01:39.787;0,3268493;0,06407318;1,692965;Tracked;
HipLeft;2018-06-07 16:01:39.787;0,02773063;0,1156407;1,77713;Tracked;
KneeLeft;2018-06-07 16:01:39.787;0,01076942;-0,2630817;1,766798;Tracked;
AnkleLeft;2018-06-07 16:01:39.787;0,01468325;-0,5805904;1,720363;Tracked;
FootLeft;2018-06-07 16:01:39.787;0,03353716;-0,6552526;1,598571;Tracked;
HipRight;2018-06-07 16:01:39.787;0,1524113;0,1203831;1,77534;Tracked;
KneeRight;2018-06-07 16:01:39.787;0,1457532;-0,2435451;1,746106;Tracked;
AnkleRight;2018-06-07 16:01:39.787;0,1301141;-0,5978335;1,714059;Tracked;
FootRight;2018-06-07 16:01:39.787;0,1125224;-0,6545485;1,600635;Tracked;
SpineShoulder;2018-06-07 16:01:39.787;0,1246138;0,7193308;1,914469;Tracked;
HandTipLeft;2018-06-07 16:01:39.787;-0,1935675;0,05940462;1,693565;Tracked;
ThumbLeft;2018-06-07 16:01:39.787;-0,1317136;0,1011281;1,780932;Tracked;
HandTipRight;2018-06-07 16:01:39.787;0,3222603;0,0120053;1,684716;Tracked;
ThumbRight;2018-06-07 16:01:39.787;0,3659451;0,06741786;1,661289;Tracked;
SpineBase;2018-06-07 16:01:39.819;0,0919627;0,1210298;1,81887;Tracked;
SpineMid;2018-06-07 16:01:39.819;0,1106231;0,4700476;1,877741;Tracked;
Neck;2018-06-07 16:01:39.819;0,128918;0,7991216;1,923853;Tracked;
Head;2018-06-07 16:01:39.819;0,08787213;0,943369;1,917255;Tracked;
ShoulderLeft;2018-06-07 16:01:39.819;-0,02837783;0,6557736;1,863826;Tracked;
ElbowLeft;2018-06-07 16:01:39.819;-0,1158777;0,4155973;1,867623;Tracked;
WristLeft;2018-06-07 16:01:39.819;-0,1705762;0,2133571;1,76343;Tracked;
HandLeft;2018-06-07 16:01:39.819;-0,1721883;0,1264889;1,732908;Tracked;
ShoulderRight;2018-06-07 16:01:39.819;0,2181156;0,6366245;1,820457;Tracked;
ElbowRight;2018-06-07 16:01:39.819;0,3060478;0,3844569;1,808167;Tracked;
WristRight;2018-06-07 16:01:39.819;0,3370867;0,1255369;1,702225;Tracked;
HandRight;2018-06-07 16:01:39.819;0,3328911;0,09063318;1,687936;Tracked;
HipLeft;2018-06-07 16:01:39.819;0,02760116;0,1159374;1,777186;Tracked;
KneeLeft;2018-06-07 16:01:39.819;0,01077275;-0,2630926;1,766774;Tracked;
AnkleLeft;2018-06-07 16:01:39.819;0,01439976;-0,5804397;1,72034;Tracked;
FootLeft;2018-06-07 16:01:39.819;0,03374703;-0,6552541;1,59851;Tracked;
HipRight;2018-06-07 16:01:39.819;0,1522531;0,1203276;1,775246;Tracked;
KneeRight;2018-06-07 16:01:39.819;0,1457351;-0,2431984;1,745834;Tracked;
AnkleRight;2018-06-07 16:01:39.819;0,1304284;-0,5975418;1,714053;Tracked;
FootRight;2018-06-07 16:01:39.819;0,1126267;-0,6544233;1,600845;Tracked;
SpineShoulder;2018-06-07 16:01:39.819;0,1245553;0,7192912;1,914446;Tracked;
HandTipLeft;2018-06-07 16:01:39.819;-0,1878219;0,05870445;1,693748;Tracked;
ThumbLeft;2018-06-07 16:01:39.819;-0,1318238;0,1012981;1,781117;Tracked;
