feature;value;class;
forearmLeft;0.326165;p011;
upperarmLeft;0.256468;p011;
shoulderHalfLeft;0.173201;p011;
neck;0.080517;p011;
shoulderHalfRight;0.15626;p011;
upperarmRight;0.267339;p011;
forearmRight;0.340956;p011;
shoulder;0.250901;p011;
upperBody;0.25235;p011;
hip;0.124784;p011;
lowerBody;0.354504;p011;
body;0.606821;p011;
lowerLegLeft;0.427337;p011;
upperLegLeft;0.379243;p011;
upperLegRight;0.365161;p011;
lowerLegRight;0.437253;p011;
forearmLeft;0.323887;p011;
upperarmLeft;0.255647;p011;
shoulderHalfLeft;0.173163;p011;
neck;0.080501;p011;
shoulderHalfRight;0.156273;p011;
upperarmRight;0.267342;p011;
forearmRight;0.318604;p011;
shoulder;0.251011;p011;
upperBody;0.252317;p011;
hip;0.124744;p011;
lowerBody;0.35444;p011;
body;0.606724;p011;
lowerLegLeft;0.427354;p011;
upperLegLeft;0.379546;p011;
upperLegRight;0.364772;p011;
lowerLegRight;0.437292;p011;
forearmLeft;0.346553;p011;
upperarmLeft;0.256215;p011;
shoulderHalfLeft;0.173836;p011;
neck;0.0805053;p011;
shoulderHalfRight;0.156335;p011;
upperarmRight;0.266729;p011;
forearmRight;0.341192;p011;
shoulder;0.254733;p011;
upperBody;0.252328;p011;
hip;0.124415;p011;
lowerBody;0.354389;p011;
body;0.606684;p011;
lowerLegLeft;0.426738;p011;
upperLegLeft;0.380146;p011;
upperLegRight;0.365148;p011;
lowerLegRight;0.437056;p011;
forearmLeft;0.344209;p011;
upperarmLeft;0.255795;p011;
shoulderHalfLeft;0.173169;p011;
neck;0.0804924;p011;
shoulderHalfRight;0.156386;p011;
upperarmRight;0.266211;p011;
forearmRight;0.34234;p011;
shoulder;0.253626;p011;
upperBody;0.252292;p011;
hip;0.12444;p011;
lowerBody;0.354302;p011;
body;0.606561;p011;
lowerLegLeft;0.426194;p011;
upperLegLeft;0.381047;p011;
upperLegRight;0.364973;p011;
lowerLegRight;0.436942;p011;
forearmLeft;0.342092;p011;
upperarmLeft;0.255859;p011;
shoulderHalfLeft;0.173138;p011;
neck;0.080493;p011;
shoulderHalfRight;0.156418;p011;
upperarmRight;0.265896;p011;
forearmRight;0.342591;p011;
shoulder;0.253875;p011;
upperBody;0.252295;p011;
hip;0.124351;p011;
lowerBody;0.354288;p011;
body;0.60655;p011;
lowerLegLeft;0.425081;p011;
upperLegLeft;0.382213;p011;
upperLegRight;0.365072;p011;
lowerLegRight;0.436679;p011;
forearmLeft;0.337781;p011;
upperarmLeft;0.2554;p011;
shoulderHalfLeft;0.173015;p011;
neck;0.0805099;p011;
shoulderHalfRight;0.156479;p011;
upperarmRight;0.264987;p011;
forearmRight;0.343796;p011;
shoulder;0.253093;p011;
upperBody;0.252366;p011;
hip;0.124389;p011;
lowerBody;0.354427;p011;
body;0.60676;p011;
lowerLegLeft;0.424707;p011;
upperLegLeft;0.382243;p011;
upperLegRight;0.364797;p011;
lowerLegRight;0.43669;p011;
