feature;value;class;
forearmLeft;0.328701;p006;
upperarmLeft;0.232386;p006;
shoulderHalfLeft;0.181565;p006;
neck;0.077861;p006;
shoulderHalfRight;0.187019;p006;
upperarmRight;0.255621;p006;
forearmRight;0.278394;p006;
shoulder;0.33656;p006;
upperBody;0.240312;p006;
hip;0.111164;p006;
lowerBody;0.327496;p006;
body;0.567799;p006;
lowerLegLeft;0.394478;p006;
upperLegLeft;0.372404;p006;
upperLegRight;0.364489;p006;
lowerLegRight;0.404191;p006;
forearmLeft;0.32654;p006;
upperarmLeft;0.237683;p006;
shoulderHalfLeft;0.207592;p006;
neck;0.0823061;p006;
shoulderHalfRight;0.227703;p006;
upperarmRight;0.255693;p006;
forearmRight;0.278402;p006;
shoulder;0.337183;p006;
upperBody;0.260628;p006;
hip;0.11135;p006;
lowerBody;0.355684;p006;
body;0.616292;p006;
lowerLegLeft;0.394116;p006;
upperLegLeft;0.372656;p006;
upperLegRight;0.368668;p006;
lowerLegRight;0.400998;p006;
forearmLeft;0.316402;p006;
upperarmLeft;0.243745;p006;
shoulderHalfLeft;0.24425;p006;
neck;0.0887102;p006;
shoulderHalfRight;0.269979;p006;
upperarmRight;0.254348;p006;
forearmRight;0.281006;p006;
shoulder;0.337341;p006;
upperBody;0.283729;p006;
hip;0.112108;p006;
lowerBody;0.379202;p006;
body;0.662928;p006;
lowerLegLeft;0.39361;p006;
upperLegLeft;0.372576;p006;
upperLegRight;0.371204;p006;
lowerLegRight;0.398741;p006;
forearmLeft;0.313409;p006;
upperarmLeft;0.247208;p006;
shoulderHalfLeft;0.244016;p006;
neck;0.0887166;p006;
shoulderHalfRight;0.262365;p006;
upperarmRight;0.257559;p006;
forearmRight;0.285285;p006;
shoulder;0.328061;p006;
upperBody;0.282279;p006;
hip;0.112469;p006;
lowerBody;0.380182;p006;
body;0.66246;p006;
lowerLegLeft;0.394019;p006;
upperLegLeft;0.372076;p006;
upperLegRight;0.372198;p006;
lowerLegRight;0.398265;p006;
forearmLeft;0.305932;p006;
upperarmLeft;0.251612;p006;
shoulderHalfLeft;0.244016;p006;
neck;0.0888756;p006;
shoulderHalfRight;0.258799;p006;
upperarmRight;0.257853;p006;
forearmRight;0.289516;p006;
shoulder;0.323525;p006;
upperBody;0.280882;p006;
hip;0.112349;p006;
lowerBody;0.381695;p006;
body;0.662575;p006;
lowerLegLeft;0.394971;p006;
upperLegLeft;0.3713;p006;
upperLegRight;0.372603;p006;
lowerLegRight;0.398133;p006;
forearmLeft;0.30384;p006;
upperarmLeft;0.253813;p006;
shoulderHalfLeft;0.243067;p006;
neck;0.0890399;p006;
shoulderHalfRight;0.256782;p006;
upperarmRight;0.258666;p006;
forearmRight;0.294602;p006;
shoulder;0.320409;p006;
upperBody;0.280256;p006;
hip;0.112497;p006;
lowerBody;0.382455;p006;
body;0.662709;p006;
lowerLegLeft;0.395314;p006;
upperLegLeft;0.371137;p006;
upperLegRight;0.37342;p006;
lowerLegRight;0.397687;p006;
forearmLeft;0.306096;p006;
upperarmLeft;0.258207;p006;
shoulderHalfLeft;0.241507;p006;
neck;0.0891967;p006;
shoulderHalfRight;0.255382;p006;
upperarmRight;0.260442;p006;
forearmRight;0.294376;p006;
shoulder;0.316364;p006;
upperBody;0.279707;p006;
hip;0.112789;p006;
lowerBody;0.383351;p006;
body;0.663057;p006;
lowerLegLeft;0.395446;p006;
upperLegLeft;0.370981;p006;
upperLegRight;0.373714;p006;
lowerLegRight;0.397253;p006;
forearmLeft;0.304679;p006;
upperarmLeft;0.261167;p006;
shoulderHalfLeft;0.239274;p006;
neck;0.0891987;p006;
shoulderHalfRight;0.253285;p006;
upperarmRight;0.263156;p006;
forearmRight;0.298465;p006;
shoulder;0.311506;p006;
upperBody;0.279389;p006;
hip;0.113196;p006;
lowerBody;0.383726;p006;
body;0.663114;p006;
lowerLegLeft;0.396118;p006;
upperLegLeft;0.37008;p006;
upperLegRight;0.373489;p006;
lowerLegRight;0.397293;p006;
forearmLeft;0.303079;p006;
upperarmLeft;0.262991;p006;
shoulderHalfLeft;0.231544;p006;
neck;0.089989;p006;
shoulderHalfRight;0.245554;p006;
upperarmRight;0.270766;p006;
forearmRight;0.305706;p006;
shoulder;0.297065;p006;
upperBody;0.280653;p006;
hip;0.113763;p006;
lowerBody;0.385136;p006;
body;0.665751;p006;
lowerLegLeft;0.396592;p006;
upperLegLeft;0.369006;p006;
upperLegRight;0.373397;p006;
lowerLegRight;0.39764;p006;
forearmLeft;0.299873;p006;
upperarmLeft;0.264479;p006;
shoulderHalfLeft;0.227823;p006;
neck;0.0897613;p006;
shoulderHalfRight;0.238579;p006;
upperarmRight;0.278549;p006;
forearmRight;0.306145;p006;
shoulder;0.286628;p006;
upperBody;0.280082;p006;
hip;0.114226;p006;
lowerBody;0.38546;p006;
body;0.665493;p006;
lowerLegLeft;0.396859;p006;
upperLegLeft;0.368819;p006;
upperLegRight;0.373528;p006;
lowerLegRight;0.397766;p006;
forearmLeft;0.295268;p006;
upperarmLeft;0.265527;p006;
shoulderHalfLeft;0.222822;p006;
neck;0.0893398;p006;
shoulderHalfRight;0.225511;p006;
upperarmRight;0.28696;p006;
forearmRight;0.305059;p006;
shoulder;0.269866;p006;
upperBody;0.278845;p006;
hip;0.115236;p006;
lowerBody;0.385694;p006;
body;0.664469;p006;
lowerLegLeft;0.397921;p006;
upperLegLeft;0.367339;p006;
upperLegRight;0.373657;p006;
lowerLegRight;0.397417;p006;
forearmLeft;0.292593;p006;
upperarmLeft;0.268256;p006;
shoulderHalfLeft;0.21641;p006;
neck;0.0885154;p006;
shoulderHalfRight;0.220856;p006;
upperarmRight;0.289733;p006;
forearmRight;0.305911;p006;
shoulder;0.264344;p006;
upperBody;0.276557;p006;
hip;0.116031;p006;
lowerBody;0.384983;p006;
body;0.661439;p006;
lowerLegLeft;0.398448;p006;
upperLegLeft;0.366898;p006;
upperLegRight;0.374007;p006;
lowerLegRight;0.397763;p006;
forearmLeft;0.290279;p006;
upperarmLeft;0.284495;p006;
shoulderHalfLeft;0.200404;p006;
neck;0.0874592;p006;
shoulderHalfRight;0.202997;p006;
upperarmRight;0.293131;p006;
forearmRight;0.301392;p006;
shoulder;0.223315;p006;
upperBody;0.272875;p006;
hip;0.116517;p006;
lowerBody;0.383031;p006;
body;0.65574;p006;
lowerLegLeft;0.398656;p006;
upperLegLeft;0.366041;p006;
upperLegRight;0.373991;p006;
lowerLegRight;0.397962;p006;
forearmLeft;0.289705;p006;
upperarmLeft;0.285915;p006;
shoulderHalfLeft;0.196892;p006;
neck;0.0874215;p006;
shoulderHalfRight;0.195742;p006;
upperarmRight;0.292921;p006;
forearmRight;0.302737;p006;
shoulder;0.215436;p006;
upperBody;0.27229;p006;
hip;0.117623;p006;
lowerBody;0.382632;p006;
body;0.654778;p006;
lowerLegLeft;0.399019;p006;
upperLegLeft;0.365426;p006;
upperLegRight;0.374039;p006;
lowerLegRight;0.398268;p006;
forearmLeft;0.286674;p006;
upperarmLeft;0.287855;p006;
shoulderHalfLeft;0.191986;p006;
neck;0.0871405;p006;
shoulderHalfRight;0.192553;p006;
upperarmRight;0.292656;p006;
forearmRight;0.302175;p006;
shoulder;0.216089;p006;
upperBody;0.271174;p006;
hip;0.118069;p006;
lowerBody;0.38136;p006;
body;0.652369;p006;
lowerLegLeft;0.399436;p006;
upperLegLeft;0.364868;p006;
upperLegRight;0.374223;p006;
lowerLegRight;0.398496;p006;
forearmLeft;0.284574;p006;
upperarmLeft;0.28965;p006;
shoulderHalfLeft;0.188507;p006;
neck;0.0869134;p006;
shoulderHalfRight;0.190169;p006;
upperarmRight;0.292422;p006;
forearmRight;0.302613;p006;
shoulder;0.216072;p006;
upperBody;0.27039;p006;
hip;0.118429;p006;
lowerBody;0.380265;p006;
body;0.65049;p006;
lowerLegLeft;0.399267;p006;
upperLegLeft;0.365021;p006;
upperLegRight;0.374756;p006;
lowerLegRight;0.398603;p006;
forearmLeft;0.282202;p006;
upperarmLeft;0.290447;p006;
shoulderHalfLeft;0.185116;p006;
neck;0.0866818;p006;
shoulderHalfRight;0.186945;p006;
upperarmRight;0.292312;p006;
forearmRight;0.302619;p006;
shoulder;0.21575;p006;
upperBody;0.269596;p006;
hip;0.118878;p006;
lowerBody;0.379042;p006;
body;0.648476;p006;
lowerLegLeft;0.399087;p006;
upperLegLeft;0.364937;p006;
upperLegRight;0.375751;p006;
lowerLegRight;0.397624;p006;
forearmLeft;0.275707;p006;
upperarmLeft;0.291047;p006;
shoulderHalfLeft;0.183115;p006;
neck;0.0866664;p006;
shoulderHalfRight;0.184947;p006;
upperarmRight;0.292135;p006;
forearmRight;0.301619;p006;
shoulder;0.215335;p006;
upperBody;0.269441;p006;
hip;0.119308;p006;
lowerBody;0.378301;p006;
body;0.647591;p006;
lowerLegLeft;0.39914;p006;
upperLegLeft;0.36466;p006;
upperLegRight;0.376274;p006;
lowerLegRight;0.397305;p006;
