SpineBase;2018-06-06 11:13:35.178;0,06713318;0,1121732;1,76813;Tracked;
SpineMid;2018-06-06 11:13:35.179;0,07088356;0,4978594;1,836937;Tracked;
Neck;2018-06-06 11:13:35.179;0,07735191;0,8634902;1,893217;Tracked;
Head;2018-06-06 11:13:35.179;0,1062636;0,9997997;1,981777;Tracked;
ShoulderLeft;2018-06-06 11:13:35.179;-0,101703;0,6626148;1,777114;Tracked;
ElbowLeft;2018-06-06 11:13:35.179;-0,2054764;0,3817258;1,846002;Tracked;
WristLeft;2018-06-06 11:13:35.179;-0,2271251;0,1607452;1,90326;Tracked;
HandLeft;2018-06-06 11:13:35.179;-0,2283479;0,07819091;1,946293;Tracked;
ShoulderRight;2018-06-06 11:13:35.179;0,2370595;0,6466185;1,749399;Tracked;
ElbowRight;2018-06-06 11:13:35.179;0,3424948;0,3584782;1,785785;Tracked;
WristRight;2018-06-06 11:13:35.179;0,3780545;0,1424944;1,831444;Tracked;
HandRight;2018-06-06 11:13:35.179;0,3775165;0,07861151;1,860576;Inferred;
HipLeft;2018-06-06 11:13:35.179;-0,02311023;0,1088272;1,732071;Tracked;
KneeLeft;2018-06-06 11:13:35.179;-0,0796953;-0,2870059;1,673278;Tracked;
AnkleLeft;2018-06-06 11:13:35.179;-0,1079469;-0,6101802;1,614907;Tracked;
FootLeft;2018-06-06 11:13:35.179;-0,1123144;-0,6224222;1,47955;Tracked;
HipRight;2018-06-06 11:13:35.179;0,1542641;0,1101952;1,721119;Tracked;
KneeRight;2018-06-06 11:13:35.179;0,1901382;-0,2860267;1,661012;Tracked;
AnkleRight;2018-06-06 11:13:35.179;0,2493439;-0,6241966;1,616217;Tracked;
FootRight;2018-06-06 11:13:35.179;0,2366675;-0,6362831;1,481278;Tracked;
SpineShoulder;2018-06-06 11:13:35.179;0,07565796;0,7745185;1,881384;Tracked;
HandTipLeft;2018-06-06 11:13:35.179;-0,2224745;-0,004229655;1,951645;Tracked;
ThumbLeft;2018-06-06 11:13:35.179;-0,2513447;0,09219389;1,940833;Tracked;
HandTipRight;2018-06-06 11:13:35.179;0,384707;-0,001757075;1,873156;Tracked;
ThumbRight;2018-06-06 11:13:35.179;0,3275186;0,09337179;1,7414;Tracked;
SpineBase;2018-06-06 11:13:35.209;0,06794539;0,1120781;1,769168;Tracked;
