feature;value;class;
forearmLeft;0.330446;p008;
upperarmLeft;0.306884;p008;
shoulderHalfLeft;0.229758;p008;
neck;0.0886448;p008;
shoulderHalfRight;0.242194;p008;
upperarmRight;0.308678;p008;
forearmRight;0.292636;p008;
shoulder;0.346288;p008;
upperBody;0.277538;p008;
hip;0.178256;p008;
lowerBody;0.389253;p008;
body;0.666763;p008;
lowerLegLeft;0.394422;p008;
upperLegLeft;0.405271;p008;
upperLegRight;0.401713;p008;
lowerLegRight;0.398778;p008;
forearmLeft;0.325864;p008;
upperarmLeft;0.308491;p008;
shoulderHalfLeft;0.240343;p008;
neck;0.0898123;p008;
shoulderHalfRight;0.249331;p008;
upperarmRight;0.310067;p008;
forearmRight;0.337469;p008;
shoulder;0.343694;p008;
upperBody;0.28077;p008;
hip;0.175863;p008;
lowerBody;0.393097;p008;
body;0.673854;p008;
lowerLegLeft;0.394906;p008;
upperLegLeft;0.405942;p008;
upperLegRight;0.431107;p008;
lowerLegRight;0.376992;p008;
forearmLeft;0.342976;p008;
upperarmLeft;0.308667;p008;
shoulderHalfLeft;0.243051;p008;
neck;0.0895557;p008;
shoulderHalfRight;0.247832;p008;
upperarmRight;0.31024;p008;
forearmRight;0.337696;p008;
shoulder;0.350938;p008;
upperBody;0.280028;p008;
hip;0.175487;p008;
lowerBody;0.392274;p008;
body;0.672287;p008;
lowerLegLeft;0.395121;p008;
upperLegLeft;0.406923;p008;
upperLegRight;0.429115;p008;
lowerLegRight;0.376636;p008;
forearmLeft;0.349216;p008;
upperarmLeft;0.308554;p008;
shoulderHalfLeft;0.242943;p008;
neck;0.0894802;p008;
shoulderHalfRight;0.251327;p008;
upperarmRight;0.31031;p008;
forearmRight;0.335415;p008;
shoulder;0.352666;p008;
upperBody;0.279859;p008;
hip;0.175234;p008;
lowerBody;0.392091;p008;
body;0.671936;p008;
lowerLegLeft;0.395442;p008;
upperLegLeft;0.408043;p008;
upperLegRight;0.428539;p008;
lowerLegRight;0.367196;p008;
forearmLeft;0.345219;p008;
upperarmLeft;0.308411;p008;
shoulderHalfLeft;0.24584;p008;
neck;0.0896634;p008;
shoulderHalfRight;0.253372;p008;
upperarmRight;0.310429;p008;
forearmRight;0.337228;p008;
shoulder;0.357646;p008;
upperBody;0.280376;p008;
hip;0.174483;p008;
lowerBody;0.392631;p008;
body;0.672993;p008;
lowerLegLeft;0.395865;p008;
upperLegLeft;0.408038;p008;
upperLegRight;0.422133;p008;
lowerLegRight;0.370057;p008;
forearmLeft;0.344767;p008;
upperarmLeft;0.308348;p008;
shoulderHalfLeft;0.248114;p008;
neck;0.0899516;p008;
shoulderHalfRight;0.254305;p008;
upperarmRight;0.310651;p008;
forearmRight;0.337626;p008;
shoulder;0.356931;p008;
upperBody;0.281175;p008;
hip;0.173746;p008;
lowerBody;0.393422;p008;
body;0.674586;p008;
lowerLegLeft;0.395145;p008;
upperLegLeft;0.408051;p008;
upperLegRight;0.422458;p008;
lowerLegRight;0.372492;p008;
forearmLeft;0.34759;p008;
upperarmLeft;0.308107;p008;
shoulderHalfLeft;0.256495;p008;
neck;0.0909829;p008;
shoulderHalfRight;0.25465;p008;
upperarmRight;0.311105;p008;
forearmRight;0.340945;p008;
shoulder;0.355643;p008;
upperBody;0.284161;p008;
