feature;value;class;
forearmLeft;0.328783;p002;
upperarmLeft;0.262794;p002;
shoulderHalfLeft;0.197051;p002;
neck;0.0857745;p002;
shoulderHalfRight;0.218617;p002;
upperarmRight;0.263246;p002;
forearmRight;0.284885;p002;
shoulder;0.278173;p002;
upperBody;0.267895;p002;
hip;0.166056;p002;
lowerBody;0.375033;p002;
body;0.64292;p002;
lowerLegLeft;0.387291;p002;
upperLegLeft;0.385005;p002;
upperLegRight;0.36759;p002;
lowerLegRight;0.397628;p002;
forearmLeft;0.327425;p002;
upperarmLeft;0.262798;p002;
shoulderHalfLeft;0.197549;p002;
neck;0.0857854;p002;
shoulderHalfRight;0.218648;p002;
upperarmRight;0.263343;p002;
forearmRight;0.284671;p002;
shoulder;0.28106;p002;
upperBody;0.267791;p002;
hip;0.165912;p002;
lowerBody;0.374626;p002;
body;0.642402;p002;
lowerLegLeft;0.387062;p002;
upperLegLeft;0.385746;p002;
upperLegRight;0.368144;p002;
lowerLegRight;0.397986;p002;
forearmLeft;0.32846;p002;
upperarmLeft;0.263036;p002;
shoulderHalfLeft;0.201989;p002;
neck;0.0862184;p002;
shoulderHalfRight;0.220555;p002;
upperarmRight;0.263447;p002;
forearmRight;0.312771;p002;
shoulder;0.284218;p002;
upperBody;0.268853;p002;
hip;0.163871;p002;
lowerBody;0.375417;p002;
body;0.644251;p002;
lowerLegLeft;0.39385;p002;
upperLegLeft;0.383414;p002;
upperLegRight;0.373028;p002;
lowerLegRight;0.396555;p002;
forearmLeft;0.344694;p002;
upperarmLeft;0.263105;p002;
shoulderHalfLeft;0.205342;p002;
neck;0.08679;p002;
shoulderHalfRight;0.224556;p002;
upperarmRight;0.263388;p002;
forearmRight;0.317283;p002;
shoulder;0.283819;p002;
upperBody;0.270439;p002;
hip;0.16375;p002;
lowerBody;0.376763;p002;
body;0.647188;p002;
lowerLegLeft;0.40751;p002;
upperLegLeft;0.372954;p002;
upperLegRight;0.371735;p002;
lowerLegRight;0.39608;p002;
forearmLeft;0.359515;p002;
upperarmLeft;0.262857;p002;
shoulderHalfLeft;0.20528;p002;
neck;0.0866364;p002;
shoulderHalfRight;0.210453;p002;
upperarmRight;0.263394;p002;
forearmRight;0.331425;p002;
shoulder;0.267173;p002;
upperBody;0.26931;p002;
hip;0.15755;p002;
lowerBody;0.37387;p002;
body;0.643159;p002;
lowerLegLeft;0.351344;p002;
upperLegLeft;0.393066;p002;
upperLegRight;0.38824;p002;
lowerLegRight;0.440922;p002;
forearmLeft;0.372627;p002;
upperarmLeft;0.261947;p002;
shoulderHalfLeft;0.202171;p002;
neck;0.0865924;p002;
shoulderHalfRight;0.210179;p002;
upperarmRight;0.263318;p002;
forearmRight;0.313096;p002;
shoulder;0.271763;p002;
upperBody;0.268849;p002;
hip;0.15776;p002;
lowerBody;0.372549;p002;
body;0.641379;p002;
lowerLegLeft;0.364448;p002;
upperLegLeft;0.391129;p002;
upperLegRight;0.384419;p002;
lowerLegRight;0.46103;p002;
forearmLeft;0.370114;p002;
upperarmLeft;0.260927;p002;
shoulderHalfLeft;0.20213;p002;
neck;0.0861407;p002;
shoulderHalfRight;0.204446;p002;
upperarmRight;0.262997;p002;
forearmRight;0.321235;p002;
shoulder;0.276005;p002;
upperBody;0.267235;p002;
hip;0.157568;p002;
lowerBody;0.369929;p002;
body;0.637142;p002;
lowerLegLeft;0.374105;p002;
upperLegLeft;0.386401;p002;
upperLegRight;0.371341;p002;
lowerLegRight;0.437929;p002;
forearmLeft;0.376188;p002;
upperarmLeft;0.258722;p002;
shoulderHalfLeft;0.207614;p002;
neck;0.0870185;p002;
shoulderHalfRight;0.210732;p002;
upperarmRight;0.263194;p002;
forearmRight;0.336235;p002;
shoulder;0.281979;p002;
upperBody;0.269601;p002;
hip;0.153932;p002;
lowerBody;0.372511;p002;
body;0.642086;p002;
lowerLegLeft;0.416464;p002;
upperLegLeft;0.377324;p002;
