feature;value;class;
forearmLeft;0.35379;p001;
upperarmLeft;0.258701;p001;
shoulderHalfLeft;0.187107;p001;
neck;0.0816664;p001;
shoulderHalfRight;0.176955;p001;
upperarmRight;0.251842;p001;
forearmRight;0.363112;p001;
shoulder;0.353541;p001;
upperBody;0.255032;p001;
hip;0.160415;p001;
lowerBody;0.35591;p001;
body;0.610935;p001;
lowerLegLeft;0.489698;p001;
upperLegLeft;0.426376;p001;
upperLegRight;0.424538;p001;
lowerLegRight;0.496592;p001;
forearmLeft;0.354328;p001;
upperarmLeft;0.258764;p001;
shoulderHalfLeft;0.186843;p001;
neck;0.0811893;p001;
shoulderHalfRight;0.176694;p001;
upperarmRight;0.252073;p001;
forearmRight;0.362825;p001;
shoulder;0.353536;p001;
upperBody;0.254317;p001;
hip;0.160416;p001;
lowerBody;0.355998;p001;
body;0.610295;p001;
lowerLegLeft;0.489815;p001;
upperLegLeft;0.426402;p001;
upperLegRight;0.424573;p001;
lowerLegRight;0.496518;p001;
forearmLeft;0.355001;p001;
upperarmLeft;0.257399;p001;
shoulderHalfLeft;0.186564;p001;
neck;0.0811891;p001;
shoulderHalfRight;0.180131;p001;
upperarmRight;0.250118;p001;
forearmRight;0.363498;p001;
shoulder;0.356573;p001;
upperBody;0.25419;p001;
hip;0.160418;p001;
lowerBody;0.356048;p001;
body;0.610213;p001;
lowerLegLeft;0.489895;p001;
upperLegLeft;0.426244;p001;
upperLegRight;0.424483;p001;
lowerLegRight;0.496604;p001;
forearmLeft;0.354264;p001;
upperarmLeft;0.258213;p001;
shoulderHalfLeft;0.186409;p001;
neck;0.0810371;p001;
shoulderHalfRight;0.175305;p001;
upperarmRight;0.253523;p001;
forearmRight;0.362266;p001;
shoulder;0.35199;p001;
upperBody;0.253732;p001;
hip;0.160425;p001;
lowerBody;0.355848;p001;
body;0.609551;p001;
lowerLegLeft;0.490068;p001;
upperLegLeft;0.426359;p001;
upperLegRight;0.422481;p001;
lowerLegRight;0.49842;p001;
forearmLeft;0.353824;p001;
upperarmLeft;0.255377;p001;
shoulderHalfLeft;0.186668;p001;
neck;0.0818912;p001;
shoulderHalfRight;0.180472;p001;
upperarmRight;0.251378;p001;
forearmRight;0.362788;p001;
shoulder;0.355411;p001;
upperBody;0.25553;p001;
hip;0.160444;p001;
lowerBody;0.356661;p001;
body;0.612178;p001;
lowerLegLeft;0.490404;p001;
upperLegLeft;0.426621;p001;
upperLegRight;0.423243;p001;
lowerLegRight;0.497583;p001;
forearmLeft;0.353745;p001;
upperarmLeft;0.254377;p001;
shoulderHalfLeft;0.187051;p001;
neck;0.0820804;p001;
shoulderHalfRight;0.182439;p001;
upperarmRight;0.250044;p001;
forearmRight;0.362484;p001;
shoulder;0.356498;p001;
upperBody;0.256177;p001;
hip;0.160458;p001;
lowerBody;0.357163;p001;
body;0.61333;p001;
lowerLegLeft;0.490465;p001;
upperLegLeft;0.426555;p001;
upperLegRight;0.422962;p001;
lowerLegRight;0.497817;p001;
forearmLeft;0.353623;p001;
upperarmLeft;0.254182;p001;
shoulderHalfLeft;0.187097;p001;
neck;0.0821521;p001;
shoulderHalfRight;0.183183;p001;
upperarmRight;0.250092;p001;
forearmRight;0.363021;p001;
shoulder;0.356909;p001;
upperBody;0.256425;p001;
hip;0.16046;p001;
lowerBody;0.357418;p001;
body;0.613833;p001;
lowerLegLeft;0.490496;p001;
upperLegLeft;0.426588;p001;
upperLegRight;0.423289;p001;
lowerLegRight;0.497723;p001;
forearmLeft;0.352768;p001;
upperarmLeft;0.254302;p001;
shoulderHalfLeft;0.187246;p001;
neck;0.0822015;p001;
shoulderHalfRight;0.184153;p001;
upperarmRight;0.248286;p001;
forearmRight;0.360813;p001;
shoulder;0.357206;p001;
upperBody;0.256602;p001;
hip;0.160542;p001;
lowerBody;0.357677;p001;
body;0.61427;p001;
lowerLegLeft;0.490507;p001;
upperLegLeft;0.425983;p001;
upperLegRight;0.423185;p001;
lowerLegRight;0.497659;p001;
forearmLeft;0.351894;p001;
upperarmLeft;0.256148;p001;
shoulderHalfLeft;0.18771;p001;
neck;0.0822225;p001;
shoulderHalfRight;0.181291;p001;
upperarmRight;0.249608;p001;
forearmRight;0.363844;p001;
shoulder;0.354626;p001;
upperBody;0.256705;p001;
hip;0.160559;p001;
lowerBody;0.357817;p001;
body;0.614512;p001;
lowerLegLeft;0.490683;p001;
upperLegLeft;0.425753;p001;
upperLegRight;0.423307;p001;
lowerLegRight;0.497768;p001;
forearmLeft;0.352063;p001;
upperarmLeft;0.256046;p001;
shoulderHalfLeft;0.187537;p001;
neck;0.0822359;p001;
shoulderHalfRight;0.182867;p001;
upperarmRight;0.24888;p001;
forearmRight;0.364373;p001;
shoulder;0.355929;p001;
upperBody;0.256763;p001;
hip;0.160557;p001;
lowerBody;0.357919;p001;
body;0.614672;p001;
lowerLegLeft;0.490756;p001;
upperLegLeft;0.425806;p001;
upperLegRight;0.422952;p001;
lowerLegRight;0.498047;p001;
forearmLeft;0.352269;p001;
upperarmLeft;0.255616;p001;
shoulderHalfLeft;0.187521;p001;
neck;0.0822272;p001;
shoulderHalfRight;0.184472;p001;
upperarmRight;0.247908;p001;
forearmRight;0.358005;p001;
shoulder;0.357359;p001;
upperBody;0.256764;p001;
hip;0.160604;p001;
lowerBody;0.358045;p001;
body;0.614798;p001;
lowerLegLeft;0.490961;p001;
upperLegLeft;0.425707;p001;
upperLegRight;0.423079;p001;
lowerLegRight;0.497738;p001;
forearmLeft;0.352392;p001;
upperarmLeft;0.256834;p001;
shoulderHalfLeft;0.187482;p001;
neck;0.082212;p001;
shoulderHalfRight;0.180178;p001;
upperarmRight;0.251546;p001;
forearmRight;0.363865;p001;
shoulder;0.35324;p001;
upperBody;0.256751;p001;
hip;0.160609;p001;
lowerBody;0.358112;p001;
body;0.614851;p001;
lowerLegLeft;0.490933;p001;
upperLegLeft;0.425803;p001;
upperLegRight;0.42336;p001;
lowerLegRight;0.497618;p001;
forearmLeft;0.352115;p001;
upperarmLeft;0.259234;p001;
shoulderHalfLeft;0.188216;p001;
neck;0.0821772;p001;
shoulderHalfRight;0.181722;p001;
upperarmRight;0.24982;p001;
forearmRight;0.364101;p001;
shoulder;0.356013;p001;
upperBody;0.256657;p001;
hip;0.160568;p001;
lowerBody;0.358126;p001;
body;0.614771;p001;
lowerLegLeft;0.490972;p001;
upperLegLeft;0.425783;p001;
upperLegRight;0.423879;p001;
