feature;value;class;
forearmLeft;0.350384;p003;
upperarmLeft;0.239372;p003;
shoulderHalfLeft;0.187366;p003;
neck;0.078811;p003;
shoulderHalfRight;0.186312;p003;
upperarmRight;0.254764;p003;
forearmRight;0.314782;p003;
shoulder;0.365104;p003;
upperBody;0.241288;p003;
hip;0.164758;p003;
lowerBody;0.328695;p003;
body;0.569929;p003;
lowerLegLeft;0.397655;p003;
upperLegLeft;0.424691;p003;
upperLegRight;0.422096;p003;
lowerLegRight;0.405436;p003;
forearmLeft;0.346846;p003;
upperarmLeft;0.239055;p003;
shoulderHalfLeft;0.187477;p003;
neck;0.0786366;p003;
shoulderHalfRight;0.187377;p003;
upperarmRight;0.25577;p003;
forearmRight;0.314889;p003;
shoulder;0.366888;p003;
upperBody;0.240915;p003;
hip;0.16495;p003;
lowerBody;0.328422;p003;
body;0.569283;p003;
lowerLegLeft;0.396144;p003;
upperLegLeft;0.425807;p003;
upperLegRight;0.423078;p003;
lowerLegRight;0.408291;p003;
forearmLeft;0.346886;p003;
upperarmLeft;0.24006;p003;
shoulderHalfLeft;0.187042;p003;
neck;0.0786663;p003;
shoulderHalfRight;0.18802;p003;
upperarmRight;0.255973;p003;
forearmRight;0.308182;p003;
shoulder;0.367282;p003;
upperBody;0.240959;p003;
hip;0.164638;p003;
lowerBody;0.328415;p003;
body;0.56932;p003;
lowerLegLeft;0.395529;p003;
upperLegLeft;0.425957;p003;
upperLegRight;0.423197;p003;
lowerLegRight;0.407482;p003;
forearmLeft;0.345258;p003;
upperarmLeft;0.240418;p003;
shoulderHalfLeft;0.1869;p003;
neck;0.0787282;p003;
shoulderHalfRight;0.187759;p003;
upperarmRight;0.256445;p003;
forearmRight;0.30894;p003;
shoulder;0.366663;p003;
upperBody;0.241094;p003;
hip;0.16475;p003;
lowerBody;0.328474;p003;
body;0.569517;p003;
lowerLegLeft;0.394534;p003;
upperLegLeft;0.426095;p003;
upperLegRight;0.423025;p003;
lowerLegRight;0.406982;p003;
