SpineBase;2018-06-04 07:53:54.116;0,2013309;-0,2634008;4,242743;Tracked;
SpineMid;2018-06-04 07:53:54.116;0,1962287;0,05724773;4,314845;Tracked;
Neck;2018-06-04 07:53:54.116;0,190119;0,3718311;4,373471;Tracked;
Head;2018-06-04 07:53:54.116;0,1817916;0,5198339;4,390568;Tracked;
ShoulderLeft;2018-06-04 07:53:54.116;0,01131112;0,2614953;4,322432;Tracked;
ElbowLeft;2018-06-04 07:53:54.116;-0,05387651;0,03338821;4,290546;Tracked;
WristLeft;2018-06-04 07:53:54.116;-0,02773808;-0,2111139;4,176524;Tracked;
HandLeft;2018-06-04 07:53:54.116;-0,01198639;-0,2829144;4,145746;Tracked;
ShoulderRight;2018-06-04 07:53:54.116;0,3753637;0,2647159;4,349928;Tracked;
ElbowRight;2018-06-04 07:53:54.116;0,4499873;0,02289462;4,320625;Tracked;
WristRight;2018-06-04 07:53:54.116;0,4243655;-0,2119637;4,204096;Tracked;
HandRight;2018-06-04 07:53:54.116;0,4047085;-0,2546126;4,179107;Tracked;
HipLeft;2018-06-04 07:53:54.116;0,1171882;-0,2598619;4,199083;Tracked;
KneeLeft;2018-06-04 07:53:54.116;0,0992921;-0,6841672;4,196359;Tracked;
AnkleLeft;2018-06-04 07:53:54.116;0,0953147;-1,008072;4,173122;Tracked;
FootLeft;2018-06-04 07:53:54.116;0,09506889;-1,061685;4,071491;Tracked;
HipRight;2018-06-04 07:53:54.116;0,2816923;-0,2620847;4,207945;Tracked;
KneeRight;2018-06-04 07:53:54.116;0,2953328;-0,6839584;4,209072;Tracked;
AnkleRight;2018-06-04 07:53:54.116;0,2930419;-1,010466;4,170332;Tracked;
FootRight;2018-06-04 07:53:54.116;0,2954658;-1,061782;4,062008;Tracked;
SpineShoulder;2018-06-04 07:53:54.116;0,1917136;0,293994;4,361223;Tracked;
HandTipLeft;2018-06-04 07:53:54.116;0,009174636;-0,3581055;4,138607;Tracked;
ThumbLeft;2018-06-04 07:53:54.116;0,02583468;-0,2692544;4,115617;Tracked;
HandTipRight;2018-06-04 07:53:54.116;0,4052845;-0,3133292;4,163102;Tracked;
ThumbRight;2018-06-04 07:53:54.116;0,3744804;-0,2379204;4,15518;Tracked;
SpineBase;2018-06-04 07:53:54.134;0,2014931;-0,2632464;4,242492;Tracked;
SpineMid;2018-06-04 07:53:54.134;0,1964198;0,05710151;4,314689;Tracked;
