feature;value;class;
forearmLeft;0.295829;p002;
upperarmLeft;0.244914;p002;
shoulderHalfLeft;0.203917;p002;
neck;0.0779499;p002;
shoulderHalfRight;0.199536;p002;
upperarmRight;0.247398;p002;
forearmRight;0.295883;p002;
shoulder;0.359916;p002;
upperBody;0.243304;p002;
hip;0.161277;p002;
lowerBody;0.339315;p002;
body;0.582594;p002;
lowerLegLeft;0.373087;p002;
upperLegLeft;0.368427;p002;
upperLegRight;0.365716;p002;
lowerLegRight;0.386486;p002;
forearmLeft;0.296724;p002;
upperarmLeft;0.244449;p002;
shoulderHalfLeft;0.204126;p002;
neck;0.0779563;p002;
shoulderHalfRight;0.199652;p002;
upperarmRight;0.246949;p002;
forearmRight;0.29695;p002;
shoulder;0.360335;p002;
upperBody;0.243312;p002;
hip;0.161465;p002;
lowerBody;0.339332;p002;
body;0.582618;p002;
lowerLegLeft;0.373218;p002;
upperLegLeft;0.36801;p002;
upperLegRight;0.365255;p002;
lowerLegRight;0.386725;p002;
forearmLeft;0.297808;p002;
upperarmLeft;0.244167;p002;
shoulderHalfLeft;0.204303;p002;
neck;0.0779727;p002;
shoulderHalfRight;0.199534;p002;
upperarmRight;0.244651;p002;
forearmRight;0.299657;p002;
shoulder;0.360319;p002;
upperBody;0.243357;p002;
hip;0.161654;p002;
lowerBody;0.339425;p002;
body;0.582756;p002;
lowerLegLeft;0.373954;p002;
upperLegLeft;0.367306;p002;
upperLegRight;0.365048;p002;
lowerLegRight;0.386821;p002;
forearmLeft;0.298742;p002;
upperarmLeft;0.244232;p002;
shoulderHalfLeft;0.204669;p002;
neck;0.0779912;p002;
shoulderHalfRight;0.19961;p002;
upperarmRight;0.244301;p002;
forearmRight;0.30053;p002;
shoulder;0.36094;p002;
upperBody;0.243406;p002;
hip;0.161697;p002;
lowerBody;0.339489;p002;
body;0.582869;p002;
lowerLegLeft;0.373994;p002;
upperLegLeft;0.367061;p002;
upperLegRight;0.365127;p002;
lowerLegRight;0.387041;p002;
forearmLeft;0.300008;p002;
upperarmLeft;0.24412;p002;
shoulderHalfLeft;0.204565;p002;
neck;0.0780116;p002;
shoulderHalfRight;0.199767;p002;
upperarmRight;0.243914;p002;
forearmRight;0.301243;p002;
shoulder;0.360916;p002;
upperBody;0.243456;p002;
hip;0.161728;p002;
lowerBody;0.339561;p002;
body;0.58299;p002;
lowerLegLeft;0.374099;p002;
upperLegLeft;0.366918;p002;
upperLegRight;0.365081;p002;
lowerLegRight;0.38735;p002;
forearmLeft;0.303064;p002;
upperarmLeft;0.243627;p002;
shoulderHalfLeft;0.204985;p002;
neck;0.0780295;p002;
shoulderHalfRight;0.200237;p002;
upperarmRight;0.244594;p002;
forearmRight;0.301269;p002;
shoulder;0.361681;p002;
upperBody;0.243502;p002;
hip;0.161609;p002;
lowerBody;0.339636;p002;
body;0.583111;p002;
lowerLegLeft;0.374698;p002;
upperLegLeft;0.366003;p002;
upperLegRight;0.364467;p002;
lowerLegRight;0.387165;p002;
forearmLeft;0.304238;p002;
upperarmLeft;0.24251;p002;
shoulderHalfLeft;0.205198;p002;
neck;0.0780471;p002;
shoulderHalfRight;0.200292;p002;
upperarmRight;0.244518;p002;
forearmRight;0.303108;p002;
shoulder;0.361698;p002;
upperBody;0.243551;p002;
hip;0.161581;p002;
lowerBody;0.339723;p002;
body;0.583247;p002;
lowerLegLeft;0.375793;p002;
upperLegLeft;0.365516;p002;
upperLegRight;0.364494;p002;
lowerLegRight;0.387155;p002;
forearmLeft;0.30389;p002;
upperarmLeft;0.241878;p002;
shoulderHalfLeft;0.205452;p002;
neck;0.0780526;p002;
shoulderHalfRight;0.200484;p002;
upperarmRight;0.244576;p002;
forearmRight;0.303888;p002;
shoulder;0.361991;p002;
upperBody;0.243569;p002;
hip;0.161662;p002;
lowerBody;0.339771;p002;
body;0.583313;p002;
lowerLegLeft;0.376012;p002;
upperLegLeft;0.365237;p002;
upperLegRight;0.364348;p002;
lowerLegRight;0.387395;p002;
forearmLeft;0.305011;p002;
upperarmLeft;0.23937;p002;
shoulderHalfLeft;0.205758;p002;
neck;0.0780671;p002;
shoulderHalfRight;0.200557;p002;
