feature;value;class;
forearmLeft;0.340454;p008;
upperarmLeft;0.287984;p008;
shoulderHalfLeft;0.201859;p008;
neck;0.0768262;p008;
shoulderHalfRight;0.206607;p008;
upperarmRight;0.286147;p008;
forearmRight;0.331538;p008;
shoulder;0.398657;p008;
upperBody;0.235275;p008;
hip;0.174022;p008;
lowerBody;0.320741;p008;
body;0.555959;p008;
lowerLegLeft;0.430459;p008;
upperLegLeft;0.404385;p008;
upperLegRight;0.402368;p008;
lowerLegRight;0.433477;p008;
forearmLeft;0.349165;p008;
upperarmLeft;0.288777;p008;
shoulderHalfLeft;0.202703;p008;
neck;0.0765992;p008;
shoulderHalfRight;0.206708;p008;
upperarmRight;0.28322;p008;
forearmRight;0.33575;p008;
shoulder;0.399361;p008;
upperBody;0.234739;p008;
hip;0.174356;p008;
lowerBody;0.320332;p008;
body;0.555013;p008;
lowerLegLeft;0.429655;p008;
upperLegLeft;0.405179;p008;
upperLegRight;0.402059;p008;
lowerLegRight;0.433094;p008;
forearmLeft;0.344358;p008;
upperarmLeft;0.289706;p008;
shoulderHalfLeft;0.201582;p008;
neck;0.0766023;p008;
shoulderHalfRight;0.207169;p008;
upperarmRight;0.283436;p008;
forearmRight;0.335112;p008;
shoulder;0.398752;p008;
upperBody;0.234697;p008;
hip;0.173922;p008;
lowerBody;0.320259;p008;
body;0.554898;p008;
lowerLegLeft;0.429335;p008;
upperLegLeft;0.406289;p008;
upperLegRight;0.401719;p008;
lowerLegRight;0.433991;p008;
forearmLeft;0.347612;p008;
upperarmLeft;0.287584;p008;
shoulderHalfLeft;0.201885;p008;
neck;0.076567;p008;
shoulderHalfRight;0.206543;p008;
upperarmRight;0.283882;p008;
forearmRight;0.334764;p008;
shoulder;0.398379;p008;
upperBody;0.234569;p008;
hip;0.173937;p008;
lowerBody;0.320072;p008;
body;0.554583;p008;
lowerLegLeft;0.429754;p008;
upperLegLeft;0.406527;p008;
upperLegRight;0.402674;p008;
lowerLegRight;0.432969;p008;
forearmLeft;0.347111;p008;
upperarmLeft;0.285463;p008;
shoulderHalfLeft;0.204313;p008;
neck;0.0765817;p008;
shoulderHalfRight;0.203434;p008;
upperarmRight;0.283432;p008;
forearmRight;0.333304;p008;
shoulder;0.397832;p008;
upperBody;0.234554;p008;
hip;0.173924;p008;
lowerBody;0.319892;p008;
body;0.554389;p008;
lowerLegLeft;0.430882;p008;
upperLegLeft;0.405574;p008;
upperLegRight;0.402145;p008;
lowerLegRight;0.433337;p008;
forearmLeft;0.349141;p008;
upperarmLeft;0.287338;p008;
shoulderHalfLeft;0.20249;p008;
neck;0.0765979;p008;
shoulderHalfRight;0.203775;p008;
upperarmRight;0.283605;p008;
forearmRight;0.338758;p008;
shoulder;0.396298;p008;
upperBody;0.234637;p008;
hip;0.173653;p008;
lowerBody;0.319991;p008;
body;0.55457;p008;
lowerLegLeft;0.430699;p008;
upperLegLeft;0.405887;p008;
upperLegRight;0.401634;p008;
lowerLegRight;0.433115;p008;
forearmLeft;0.351449;p008;
upperarmLeft;0.287614;p008;
shoulderHalfLeft;0.202519;p008;
neck;0.0764816;p008;
shoulderHalfRight;0.202255;p008;
upperarmRight;0.284275;p008;
forearmRight;0.332887;p008;
shoulder;0.395056;p008;
upperBody;0.234287;p008;
hip;0.174705;p008;
lowerBody;0.319659;p008;
body;0.553884;p008;
lowerLegLeft;0.430566;p008;
upperLegLeft;0.406039;p008;
upperLegRight;0.401225;p008;
lowerLegRight;0.433001;p008;
forearmLeft;0.350522;p008;
upperarmLeft;0.28609;p008;
shoulderHalfLeft;0.202334;p008;
neck;0.0764896;p008;
shoulderHalfRight;0.202315;p008;
upperarmRight;0.284291;p008;
forearmRight;0.332698;p008;
shoulder;0.394955;p008;
upperBody;0.234309;p008;
hip;0.174496;p008;
lowerBody;0.319636;p008;
body;0.553884;p008;
lowerLegLeft;0.431209;p008;
upperLegLeft;0.405778;p008;
upperLegRight;0.400984;p008;
lowerLegRight;0.433034;p008;
forearmLeft;0.345637;p008;
upperarmLeft;0.285101;p008;
shoulderHalfLeft;0.201978;p008;
neck;0.0764645;p008;
shoulderHalfRight;0.201751;p008;
upperarmRight;0.286919;p008;
forearmRight;0.336376;p008;
shoulder;0.394007;p008;
upperBody;0.234255;p008;
hip;0.174566;p008;
lowerBody;0.319326;p008;
body;0.553517;p008;
lowerLegLeft;0.430645;p008;
upperLegLeft;0.406748;p008;
upperLegRight;0.401402;p008;
lowerLegRight;0.432456;p008;
forearmLeft;0.347594;p008;
upperarmLeft;0.284082;p008;
shoulderHalfLeft;0.200488;p008;
neck;0.0767302;p008;
shoulderHalfRight;0.203566;p008;
upperarmRight;0.286103;p008;
