feature;value;class;
forearmLeft;0.315334;p007;
upperarmLeft;0.252599;p007;
shoulderHalfLeft;0.175963;p007;
neck;0.074092;p007;
shoulderHalfRight;0.170798;p007;
upperarmRight;0.250526;p007;
forearmRight;0.324602;p007;
shoulder;0.32377;p007;
upperBody;0.230515;p007;
hip;0.145282;p007;
lowerBody;0.320296;p007;
body;0.550786;p007;
lowerLegLeft;0.438971;p007;
upperLegLeft;0.358579;p007;
upperLegRight;0.360804;p007;
lowerLegRight;0.439395;p007;
forearmLeft;0.315911;p007;
upperarmLeft;0.25295;p007;
shoulderHalfLeft;0.176094;p007;
neck;0.0740405;p007;
shoulderHalfRight;0.170572;p007;
upperarmRight;0.250301;p007;
forearmRight;0.322771;p007;
shoulder;0.323896;p007;
upperBody;0.230365;p007;
hip;0.145117;p007;
lowerBody;0.320107;p007;
body;0.550448;p007;
lowerLegLeft;0.438711;p007;
upperLegLeft;0.358916;p007;
upperLegRight;0.361096;p007;
lowerLegRight;0.437604;p007;
forearmLeft;0.314854;p007;
upperarmLeft;0.252607;p007;
shoulderHalfLeft;0.176582;p007;
neck;0.0740266;p007;
shoulderHalfRight;0.170308;p007;
upperarmRight;0.250875;p007;
forearmRight;0.322356;p007;
shoulder;0.324231;p007;
upperBody;0.230325;p007;
hip;0.145042;p007;
lowerBody;0.320059;p007;
body;0.550359;p007;
lowerLegLeft;0.438382;p007;
upperLegLeft;0.359195;p007;
upperLegRight;0.361164;p007;
lowerLegRight;0.438087;p007;
forearmLeft;0.31501;p007;
upperarmLeft;0.252643;p007;
shoulderHalfLeft;0.176859;p007;
neck;0.0739891;p007;
shoulderHalfRight;0.169647;p007;
upperarmRight;0.251608;p007;
forearmRight;0.322644;p007;
shoulder;0.32402;p007;
upperBody;0.230221;p007;
hip;0.145074;p007;
lowerBody;0.319945;p007;
body;0.550141;p007;
lowerLegLeft;0.43828;p007;
upperLegLeft;0.359313;p007;
upperLegRight;0.361288;p007;
lowerLegRight;0.438593;p007;
forearmLeft;0.312263;p007;
upperarmLeft;0.252616;p007;
shoulderHalfLeft;0.17748;p007;
neck;0.0739607;p007;
shoulderHalfRight;0.168933;p007;
upperarmRight;0.251877;p007;
forearmRight;0.323303;p007;
shoulder;0.324034;p007;
upperBody;0.230141;p007;
hip;0.145048;p007;
lowerBody;0.319856;p007;
body;0.549973;p007;
lowerLegLeft;0.438343;p007;
upperLegLeft;0.359372;p007;
upperLegRight;0.361189;p007;
lowerLegRight;0.439057;p007;
forearmLeft;0.312341;p007;
upperarmLeft;0.25275;p007;
shoulderHalfLeft;0.177707;p007;
neck;0.0739541;p007;
shoulderHalfRight;0.169246;p007;
upperarmRight;0.252056;p007;
forearmRight;0.321306;p007;
shoulder;0.32465;p007;
upperBody;0.230121;p007;
hip;0.145145;p007;
lowerBody;0.319828;p007;
body;0.549924;p007;
lowerLegLeft;0.438108;p007;
upperLegLeft;0.359281;p007;
upperLegRight;0.361147;p007;
lowerLegRight;0.438808;p007;
forearmLeft;0.313453;p007;
upperarmLeft;0.252671;p007;
shoulderHalfLeft;0.177584;p007;
neck;0.0739641;p007;
shoulderHalfRight;0.169179;p007;
upperarmRight;0.252168;p007;
forearmRight;0.322522;p007;
shoulder;0.324384;p007;
upperBody;0.230148;p007;
hip;0.145168;p007;
lowerBody;0.319858;p007;
body;0.549981;p007;
lowerLegLeft;0.43802;p007;
upperLegLeft;0.359438;p007;
upperLegRight;0.360855;p007;
lowerLegRight;0.43956;p007;
forearmLeft;0.313087;p007;
upperarmLeft;0.252823;p007;
shoulderHalfLeft;0.177427;p007;
neck;0.0739851;p007;
shoulderHalfRight;0.169594;p007;
upperarmRight;0.252195;p007;
forearmRight;0.322346;p007;
shoulder;0.32447;p007;
upperBody;0.230217;p007;
hip;0.145018;p007;
lowerBody;0.319965;p007;
body;0.550157;p007;
lowerLegLeft;0.437887;p007;
upperLegLeft;0.359451;p007;
upperLegRight;0.361002;p007;
lowerLegRight;0.439721;p007;
forearmLeft;0.312063;p007;
upperarmLeft;0.253384;p007;
shoulderHalfLeft;0.177369;p007;
neck;0.074009;p007;
shoulderHalfRight;0.169556;p007;
upperarmRight;0.252533;p007;
forearmRight;0.32103;p007;
shoulder;0.324167;p007;
upperBody;0.23028;p007;
hip;0.145079;p007;
lowerBody;0.320039;p007;
body;0.550295;p007;
lowerLegLeft;0.437821;p007;
upperLegLeft;0.359595;p007;
upperLegRight;0.360925;p007;
lowerLegRight;0.44014;p007;
forearmLeft;0.312255;p007;
upperarmLeft;0.25314;p007;
shoulderHalfLeft;0.177303;p007;
neck;0.0740387;p007;
shoulderHalfRight;0.169513;p007;
upperarmRight;0.252877;p007;
forearmRight;0.323134;p007;
shoulder;0.323957;p007;
upperBody;0.230365;p007;
hip;0.145156;p007;
lowerBody;0.320155;p007;
body;0.550495;p007;
lowerLegLeft;0.43769;p007;
upperLegLeft;0.359383;p007;
upperLegRight;0.360536;p007;
lowerLegRight;0.440168;p007;
forearmLeft;0.311355;p007;
upperarmLeft;0.253316;p007;
shoulderHalfLeft;0.176858;p007;
neck;0.0740886;p007;
shoulderHalfRight;0.169637;p007;
upperarmRight;0.25285;p007;
forearmRight;0.323568;p007;
shoulder;0.323461;p007;
upperBody;0.230492;p007;
hip;0.145169;p007;
lowerBody;0.320271;p007;
body;0.550739;p007;
lowerLegLeft;0.43757;p007;
upperLegLeft;0.359443;p007;
upperLegRight;0.36074;p007;
lowerLegRight;0.440491;p007;
forearmLeft;0.312008;p007;
upperarmLeft;0.253284;p007;
shoulderHalfLeft;0.177006;p007;
neck;0.0741002;p007;
shoulderHalfRight;0.169734;p007;
upperarmRight;0.252746;p007;
forearmRight;0.323529;p007;
shoulder;0.323607;p007;
upperBody;0.230527;p007;
hip;0.145149;p007;
lowerBody;0.320307;p007;
body;0.55081;p007;
lowerLegLeft;0.437612;p007;
upperLegLeft;0.359291;p007;
upperLegRight;0.360823;p007;
lowerLegRight;0.440446;p007;
forearmLeft;0.312269;p007;
upperarmLeft;0.253307;p007;
shoulderHalfLeft;0.176957;p007;
neck;0.0741034;p007;
shoulderHalfRight;0.169806;p007;
upperarmRight;0.252983;p007;
forearmRight;0.324505;p007;
shoulder;0.323564;p007;
upperBody;0.23054;p007;
hip;0.145209;p007;
lowerBody;0.320333;p007;
body;0.550849;p007;
lowerLegLeft;0.437427;p007;
upperLegLeft;0.359435;p007;
upperLegRight;0.36092;p007;
lowerLegRight;0.440934;p007;
forearmLeft;0.312383;p007;
upperarmLeft;0.252834;p007;
shoulderHalfLeft;0.177098;p007;
neck;0.0741189;p007;
shoulderHalfRight;0.169807;p007;
upperarmRight;0.253259;p007;
forearmRight;0.323702;p007;
shoulder;0.323564;p007;
upperBody;0.230588;p007;
hip;0.145195;p007;
lowerBody;0.320401;p007;
body;0.550966;p007;
