feature;value;class;
forearmLeft;0.287424;p007;
upperarmLeft;0.258853;p007;
shoulderHalfLeft;0.174922;p007;
neck;0.0817701;p007;
shoulderHalfRight;0.139656;p007;
upperarmRight;0.258455;p007;
forearmRight;0.31601;p007;
shoulder;0.262606;p007;
upperBody;0.248711;p007;
hip;0.146235;p007;
lowerBody;0.337479;p007;
body;0.586155;p007;
lowerLegLeft;0.468466;p007;
upperLegLeft;0.326808;p007;
upperLegRight;0.319906;p007;
lowerLegRight;0.469527;p007;
forearmLeft;0.285949;p007;
upperarmLeft;0.258995;p007;
shoulderHalfLeft;0.178053;p007;
neck;0.0817959;p007;
shoulderHalfRight;0.140244;p007;
upperarmRight;0.258371;p007;
forearmRight;0.315714;p007;
shoulder;0.266165;p007;
upperBody;0.248801;p007;
hip;0.145957;p007;
lowerBody;0.337572;p007;
body;0.586337;p007;
lowerLegLeft;0.473477;p007;
upperLegLeft;0.327097;p007;
upperLegRight;0.320017;p007;
lowerLegRight;0.469199;p007;
forearmLeft;0.306911;p007;
upperarmLeft;0.258827;p007;
shoulderHalfLeft;0.164085;p007;
neck;0.0817059;p007;
shoulderHalfRight;0.137419;p007;
upperarmRight;0.258246;p007;
forearmRight;0.306984;p007;
shoulder;0.253855;p007;
upperBody;0.248804;p007;
hip;0.148279;p007;
lowerBody;0.338172;p007;
body;0.586942;p007;
lowerLegLeft;0.477002;p007;
upperLegLeft;0.32509;p007;
upperLegRight;0.315554;p007;
lowerLegRight;0.47028;p007;
forearmLeft;0.313335;p007;
upperarmLeft;0.258826;p007;
shoulderHalfLeft;0.163539;p007;
neck;0.0816529;p007;
shoulderHalfRight;0.138567;p007;
upperarmRight;0.258226;p007;
forearmRight;0.310385;p007;
shoulder;0.253778;p007;
upperBody;0.248595;p007;
hip;0.147872;p007;
lowerBody;0.337508;p007;
body;0.586069;p007;
lowerLegLeft;0.477139;p007;
upperLegLeft;0.326623;p007;
upperLegRight;0.317745;p007;
lowerLegRight;0.470211;p007;
forearmLeft;0.313195;p007;
upperarmLeft;0.259343;p007;
shoulderHalfLeft;0.163434;p007;
neck;0.0818276;p007;
shoulderHalfRight;0.147636;p007;
upperarmRight;0.258206;p007;
forearmRight;0.299566;p007;
shoulder;0.259789;p007;
upperBody;0.248908;p007;
hip;0.148035;p007;
lowerBody;0.337647;p007;
body;0.586522;p007;
lowerLegLeft;0.477308;p007;
upperLegLeft;0.326568;p007;
upperLegRight;0.318323;p007;
lowerLegRight;0.470544;p007;
forearmLeft;0.291913;p007;
upperarmLeft;0.258981;p007;
shoulderHalfLeft;0.179139;p007;
neck;0.0817984;p007;
shoulderHalfRight;0.149554;p007;
upperarmRight;0.25831;p007;
forearmRight;0.296278;p007;
shoulder;0.275264;p007;
upperBody;0.248839;p007;
hip;0.147846;p007;
lowerBody;0.337644;p007;
body;0.586451;p007;
lowerLegLeft;0.477103;p007;
upperLegLeft;0.326324;p007;
upperLegRight;0.318421;p007;
lowerLegRight;0.470376;p007;
forearmLeft;0.292546;p007;
upperarmLeft;0.258956;p007;
shoulderHalfLeft;0.180138;p007;
neck;0.0817617;p007;
shoulderHalfRight;0.152457;p007;
upperarmRight;0.258396;p007;
forearmRight;0.294504;p007;
shoulder;0.2783;p007;
upperBody;0.248767;p007;
hip;0.147898;p007;
lowerBody;0.337446;p007;
body;0.58618;p007;
lowerLegLeft;0.47402;p007;
upperLegLeft;0.326162;p007;
upperLegRight;0.318161;p007;
lowerLegRight;0.470765;p007;
forearmLeft;0.294385;p007;
upperarmLeft;0.258792;p007;
shoulderHalfLeft;0.175635;p007;
neck;0.081674;p007;
shoulderHalfRight;0.147841;p007;
upperarmRight;0.258372;p007;
forearmRight;0.300135;p007;
shoulder;0.270969;p007;
upperBody;0.248595;p007;
hip;0.147544;p007;
lowerBody;0.336823;p007;
body;0.585384;p007;
lowerLegLeft;0.475152;p007;
upperLegLeft;0.327122;p007;
upperLegRight;0.319046;p007;
lowerLegRight;0.470832;p007;
forearmLeft;0.308402;p007;
upperarmLeft;0.25875;p007;
shoulderHalfLeft;0.16042;p007;
neck;0.0808201;p007;
shoulderHalfRight;0.152297;p007;
upperarmRight;0.258429;p007;
forearmRight;0.297046;p007;
shoulder;0.265746;p007;
upperBody;0.247011;p007;
hip;0.147187;p007;
lowerBody;0.33592;p007;
body;0.582859;p007;
lowerLegLeft;0.476924;p007;
upperLegLeft;0.327588;p007;
upperLegRight;0.320857;p007;
lowerLegRight;0.470379;p007;
forearmLeft;0.303915;p007;
upperarmLeft;0.258751;p007;
shoulderHalfLeft;0.162885;p007;
neck;0.0803409;p007;
shoulderHalfRight;0.148723;p007;
upperarmRight;0.258312;p007;
forearmRight;0.295813;p007;
shoulder;0.267185;p007;
upperBody;0.245492;p007;
hip;0.147222;p007;
lowerBody;0.334262;p007;
body;0.579688;p007;
lowerLegLeft;0.476578;p007;
upperLegLeft;0.327033;p007;
upperLegRight;0.320768;p007;
lowerLegRight;0.47092;p007;
forearmLeft;0.304917;p007;
upperarmLeft;0.258866;p007;
shoulderHalfLeft;0.165468;p007;
neck;0.0813947;p007;
shoulderHalfRight;0.152277;p007;
upperarmRight;0.25837;p007;
forearmRight;0.299593;p007;
shoulder;0.269001;p007;
upperBody;0.247408;p007;
hip;0.147246;p007;
lowerBody;0.335162;p007;
body;0.582525;p007;
lowerLegLeft;0.476014;p007;
upperLegLeft;0.327494;p007;
upperLegRight;0.317794;p007;
lowerLegRight;0.470831;p007;
forearmLeft;0.297566;p007;
upperarmLeft;0.25893;p007;
shoulderHalfLeft;0.175644;p007;
neck;0.082219;p007;
shoulderHalfRight;0.148179;p007;
upperarmRight;0.258341;p007;
forearmRight;0.298357;p007;
shoulder;0.273513;p007;
upperBody;0.24907;p007;
hip;0.150124;p007;
lowerBody;0.341588;p007;
body;0.590632;p007;
lowerLegLeft;0.46806;p007;
upperLegLeft;0.321398;p007;
upperLegRight;0.317158;p007;
lowerLegRight;0.470626;p007;
forearmLeft;0.296504;p007;
upperarmLeft;0.258923;p007;
shoulderHalfLeft;0.178594;p007;
neck;0.0829262;p007;
shoulderHalfRight;0.144467;p007;
upperarmRight;0.258456;p007;
forearmRight;0.304598;p007;
shoulder;0.272058;p007;
upperBody;0.250581;p007;
hip;0.149973;p007;
lowerBody;0.342076;p007;
body;0.592642;p007;
lowerLegLeft;0.472527;p007;
upperLegLeft;0.31938;p007;
upperLegRight;0.314278;p007;
lowerLegRight;0.470324;p007;
forearmLeft;0.297153;p007;
upperarmLeft;0.258911;p007;
shoulderHalfLeft;0.175138;p007;
neck;0.082549;p007;
shoulderHalfRight;0.150192;p007;
upperarmRight;0.258394;p007;
forearmRight;0.298454;p007;
shoulder;0.27191;p007;
upperBody;0.250093;p007;
hip;0.149481;p007;
lowerBody;0.34017;p007;
body;0.590239;p007;
lowerLegLeft;0.474775;p007;
upperLegLeft;0.321938;p007;
upperLegRight;0.316079;p007;
lowerLegRight;0.470528;p007;
forearmLeft;0.293032;p007;
upperarmLeft;0.259033;p007;
shoulderHalfLeft;0.175386;p007;
neck;0.0824701;p007;
shoulderHalfRight;0.149202;p007;
upperarmRight;0.258362;p007;
forearmRight;0.302577;p007;
shoulder;0.271577;p007;
upperBody;0.249847;p007;
hip;0.14874;p007;
lowerBody;0.339164;p007;
body;0.588986;p007;
lowerLegLeft;0.473132;p007;
upperLegLeft;0.323755;p007;
upperLegRight;0.312733;p007;
lowerLegRight;0.470937;p007;
forearmLeft;0.29748;p007;
upperarmLeft;0.258995;p007;
shoulderHalfLeft;0.17376;p007;
neck;0.0821156;p007;
shoulderHalfRight;0.149373;p007;
upperarmRight;0.258326;p007;
forearmRight;0.302831;p007;
shoulder;0.271209;p007;
upperBody;0.249354;p007;
hip;0.148735;p007;
lowerBody;0.338749;p007;
body;0.588072;p007;
lowerLegLeft;0.47459;p007;
upperLegLeft;0.323938;p007;
upperLegRight;0.315345;p007;
lowerLegRight;0.470547;p007;
forearmLeft;0.295205;p007;
upperarmLeft;0.258919;p007;
shoulderHalfLeft;0.173345;p007;
neck;0.0827192;p007;
shoulderHalfRight;0.15648;p007;
upperarmRight;0.258423;p007;
forearmRight;0.297717;p007;
shoulder;0.273779;p007;
upperBody;0.251314;p007;
hip;0.148034;p007;
lowerBody;0.339968;p007;
body;0.59125;p007;
lowerLegLeft;0.475161;p007;
upperLegLeft;0.324138;p007;
upperLegRight;0.316482;p007;
lowerLegRight;0.469346;p007;
forearmLeft;0.290986;p007;
upperarmLeft;0.258884;p007;
shoulderHalfLeft;0.172471;p007;
neck;0.0826305;p007;
shoulderHalfRight;0.155225;p007;
upperarmRight;0.25837;p007;
forearmRight;0.301567;p007;
shoulder;0.271742;p007;
upperBody;0.251191;p007;
hip;0.147947;p007;
lowerBody;0.339936;p007;
body;0.591092;p007;
lowerLegLeft;0.476334;p007;
upperLegLeft;0.323277;p007;
upperLegRight;0.316705;p007;
lowerLegRight;0.469222;p007;
forearmLeft;0.290322;p007;
upperarmLeft;0.25878;p007;
shoulderHalfLeft;0.174601;p007;
neck;0.0826585;p007;
shoulderHalfRight;0.157823;p007;
upperarmRight;0.258405;p007;
forearmRight;0.303243;p007;
shoulder;0.275544;p007;
upperBody;0.251296;p007;
hip;0.147889;p007;
lowerBody;0.340062;p007;
body;0.591322;p007;
lowerLegLeft;0.468554;p007;
upperLegLeft;0.32332;p007;
upperLegRight;0.317252;p007;
lowerLegRight;0.469255;p007;
forearmLeft;0.29755;p007;
upperarmLeft;0.2588;p007;
shoulderHalfLeft;0.171469;p007;
neck;0.0832719;p007;
shoulderHalfRight;0.160073;p007;
upperarmRight;0.258331;p007;
forearmRight;0.30369;p007;
shoulder;0.270544;p007;
upperBody;0.253027;p007;
hip;0.147633;p007;
lowerBody;0.341679;p007;
body;0.594672;p007;
lowerLegLeft;0.470705;p007;
upperLegLeft;0.323705;p007;
upperLegRight;0.317528;p007;
lowerLegRight;0.469858;p007;
forearmLeft;0.296597;p007;
upperarmLeft;0.258884;p007;
shoulderHalfLeft;0.171116;p007;
neck;0.0831424;p007;
shoulderHalfRight;0.157795;p007;
upperarmRight;0.258345;p007;
forearmRight;0.303152;p007;
shoulder;0.268912;p007;
upperBody;0.25249;p007;
hip;0.1475;p007;
lowerBody;0.340817;p007;
body;0.593272;p007;
lowerLegLeft;0.47241;p007;
upperLegLeft;0.325358;p007;
