feature;value;class;
forearmLeft;0.351749;p008;
upperarmLeft;0.269388;p008;
shoulderHalfLeft;0.207482;p008;
neck;0.0784957;p008;
shoulderHalfRight;0.207718;p008;
upperarmRight;0.272415;p008;
forearmRight;0.32496;p008;
shoulder;0.384908;p008;
upperBody;0.246108;p008;
hip;0.181975;p008;
lowerBody;0.345476;p008;
body;0.591558;p008;
lowerLegLeft;0.404204;p008;
upperLegLeft;0.380612;p008;
upperLegRight;0.390147;p008;
lowerLegRight;0.407112;p008;
forearmLeft;0.352194;p008;
upperarmLeft;0.26949;p008;
shoulderHalfLeft;0.207464;p008;
neck;0.0785078;p008;
shoulderHalfRight;0.207556;p008;
upperarmRight;0.272397;p008;
forearmRight;0.324357;p008;
shoulder;0.384533;p008;
upperBody;0.246137;p008;
hip;0.181997;p008;
lowerBody;0.345496;p008;
body;0.591607;p008;
lowerLegLeft;0.403931;p008;
upperLegLeft;0.380877;p008;
upperLegRight;0.390198;p008;
lowerLegRight;0.407259;p008;
forearmLeft;0.351687;p008;
upperarmLeft;0.269563;p008;
shoulderHalfLeft;0.20759;p008;
neck;0.0784942;p008;
shoulderHalfRight;0.207519;p008;
upperarmRight;0.272534;p008;
forearmRight;0.324534;p008;
shoulder;0.384855;p008;
upperBody;0.246104;p008;
hip;0.181957;p008;
lowerBody;0.34543;p008;
body;0.591508;p008;
lowerLegLeft;0.404124;p008;
upperLegLeft;0.38089;p008;
upperLegRight;0.390184;p008;
lowerLegRight;0.407335;p008;
forearmLeft;0.35229;p008;
upperarmLeft;0.269464;p008;
shoulderHalfLeft;0.207623;p008;
neck;0.0784577;p008;
shoulderHalfRight;0.207586;p008;
upperarmRight;0.272756;p008;
forearmRight;0.324768;p008;
shoulder;0.385069;p008;
upperBody;0.246027;p008;
hip;0.181938;p008;
lowerBody;0.345386;p008;
body;0.591388;p008;
lowerLegLeft;0.404074;p008;
upperLegLeft;0.380978;p008;
upperLegRight;0.390225;p008;
lowerLegRight;0.407385;p008;
forearmLeft;0.352369;p008;
upperarmLeft;0.269433;p008;
shoulderHalfLeft;0.207583;p008;
neck;0.0784576;p008;
shoulderHalfRight;0.207594;p008;
upperarmRight;0.272754;p008;
forearmRight;0.324694;p008;
shoulder;0.385022;p008;
upperBody;0.246027;p008;
hip;0.181935;p008;
lowerBody;0.345384;p008;
body;0.591385;p008;
lowerLegLeft;0.407199;p008;
upperLegLeft;0.376969;p008;
upperLegRight;0.390225;p008;
lowerLegRight;0.407481;p008;
forearmLeft;0.352774;p008;
upperarmLeft;0.26965;p008;
shoulderHalfLeft;0.207524;p008;
neck;0.0784614;p008;
shoulderHalfRight;0.207552;p008;
upperarmRight;0.272738;p008;
forearmRight;0.324596;p008;
shoulder;0.384868;p008;
upperBody;0.246036;p008;
hip;0.181913;p008;
lowerBody;0.345391;p008;
body;0.591402;p008;
lowerLegLeft;0.405638;p008;
upperLegLeft;0.378796;p008;
upperLegRight;0.390218;p008;
lowerLegRight;0.407558;p008;
forearmLeft;0.351265;p008;
upperarmLeft;0.269921;p008;
shoulderHalfLeft;0.207527;p008;
neck;0.0784538;p008;
shoulderHalfRight;0.207517;p008;
upperarmRight;0.272827;p008;
forearmRight;0.324794;p008;
shoulder;0.384829;p008;
upperBody;0.246016;p008;
hip;0.181932;p008;
lowerBody;0.345368;p008;
body;0.591358;p008;
lowerLegLeft;0.405377;p008;
upperLegLeft;0.379332;p008;
upperLegRight;0.390269;p008;
lowerLegRight;0.407534;p008;
forearmLeft;0.351545;p008;
upperarmLeft;0.270051;p008;
shoulderHalfLeft;0.207308;p008;
neck;0.0784502;p008;
shoulderHalfRight;0.20752;p008;
upperarmRight;0.272879;p008;
forearmRight;0.32448;p008;
shoulder;0.384604;p008;
upperBody;0.246006;p008;
hip;0.181934;p008;
lowerBody;0.345363;p008;
body;0.591344;p008;
lowerLegLeft;0.405585;p008;
upperLegLeft;0.379024;p008;
upperLegRight;0.390353;p008;
lowerLegRight;0.407727;p008;
forearmLeft;0.351682;p008;
upperarmLeft;0.270057;p008;
shoulderHalfLeft;0.207387;p008;
neck;0.0784542;p008;
shoulderHalfRight;0.207468;p008;
upperarmRight;0.272864;p008;
forearmRight;0.32536;p008;
shoulder;0.384674;p008;
upperBody;0.246015;p008;
hip;0.181932;p008;
lowerBody;0.34537;p008;
body;0.59136;p008;
lowerLegLeft;0.40517;p008;
upperLegLeft;0.379542;p008;
upperLegRight;0.390367;p008;
lowerLegRight;0.407739;p008;
forearmLeft;0.351138;p008;
upperarmLeft;0.270133;p008;
shoulderHalfLeft;0.207349;p008;
neck;0.0784547;p008;
shoulderHalfRight;0.207483;p008;
upperarmRight;0.272922;p008;
forearmRight;0.324386;p008;
shoulder;0.384688;p008;
upperBody;0.246017;p008;
hip;0.181932;p008;
lowerBody;0.345374;p008;
body;0.591365;p008;
lowerLegLeft;0.406558;p008;
upperLegLeft;0.377919;p008;
upperLegRight;0.39027;p008;
lowerLegRight;0.407745;p008;
forearmLeft;0.35159;p008;
upperarmLeft;0.270185;p008;
shoulderHalfLeft;0.207442;p008;
neck;0.0784526;p008;
shoulderHalfRight;0.207436;p008;
upperarmRight;0.273069;p008;
forearmRight;0.324333;p008;
shoulder;0.384819;p008;
upperBody;0.246011;p008;
hip;0.181908;p008;
lowerBody;0.34537;p008;
body;0.591356;p008;
lowerLegLeft;0.407047;p008;
upperLegLeft;0.377365;p008;
upperLegRight;0.390276;p008;
lowerLegRight;0.407823;p008;
forearmLeft;0.351291;p008;
upperarmLeft;0.270195;p008;
shoulderHalfLeft;0.20745;p008;
neck;0.0784474;p008;
shoulderHalfRight;0.207362;p008;
upperarmRight;0.273106;p008;
forearmRight;0.323998;p008;
shoulder;0.384783;p008;
upperBody;0.246001;p008;
hip;0.181907;p008;
lowerBody;0.34537;p008;
body;0.591347;p008;
lowerLegLeft;0.406256;p008;
upperLegLeft;0.378256;p008;
upperLegRight;0.390308;p008;
lowerLegRight;0.407772;p008;
forearmLeft;0.352029;p008;
upperarmLeft;0.270368;p008;
shoulderHalfLeft;0.20732;p008;
neck;0.07846;p008;
shoulderHalfRight;0.207324;p008;
upperarmRight;0.273062;p008;
forearmRight;0.323964;p008;
shoulder;0.384443;p008;
upperBody;0.246031;p008;
hip;0.181897;p008;
lowerBody;0.345396;p008;
body;0.591401;p008;
lowerLegLeft;0.405726;p008;
upperLegLeft;0.378826;p008;
upperLegRight;0.390283;p008;
lowerLegRight;0.407801;p008;
forearmLeft;0.350839;p008;
upperarmLeft;0.2703;p008;
shoulderHalfLeft;0.207357;p008;
neck;0.078459;p008;
shoulderHalfRight;0.207267;p008;
upperarmRight;0.273302;p008;
forearmRight;0.323667;p008;
shoulder;0.384702;p008;
